TEMPS;THROTTLE;YAW;PITCH;TRIM
117;0;61;63;63
167;0;61;62;63
217;0;61;62;63
267;0;61;62;63
319;0;61;62;63
369;0;61;62;63
419;0;61;62;63
469;0;61;62;63
521;0;61;63;63
572;0;61;63;63
625;0;61;62;63
675;0;61;63;63
725;0;61;62;63
775;0;61;62;63
827;0;61;62;63
877;0;61;62;63
930;0;61;62;63
983;0;61;63;63
1032;0;61;63;63
1083;0;61;62;63
1133;0;61;62;63
1184;0;61;62;63
1235;0;61;62;63
1287;0;61;62;63
1339;0;61;62;63
1391;0;61;62;63
1441;0;61;62;63
1491;0;61;62;63
1541;0;61;62;63
1591;0;61;62;63
1643;0;61;62;63
1693;0;61;62;63
1743;0;61;62;63
1795;0;61;62;63
1845;0;61;63;63
1895;0;61;63;63
1945;0;61;62;63
1995;0;61;62;63
2045;0;61;62;63
2096;0;61;62;63
2147;0;61;62;63
2197;0;61;62;63
2247;0;61;62;63
2297;0;61;63;63
2349;0;61;62;63
2399;0;61;62;63
2449;0;61;62;63
2499;0;61;62;63
2549;0;61;62;63
2599;0;61;62;63
2649;0;61;62;63
2699;0;61;62;63
2749;0;61;62;63
2801;0;61;62;63
2851;0;61;62;63
2901;0;61;62;63
2951;0;61;62;63
3001;0;61;62;63
3051;0;61;62;63
3101;0;61;62;63
3151;0;61;62;63
3201;0;61;63;63
3251;0;61;63;63
3301;0;61;62;63
3351;0;61;62;63
3401;0;61;62;63
3451;0;61;62;63
3501;0;61;62;63
3551;0;61;62;63
3601;0;61;62;63
3651;0;61;63;63
3701;0;61;62;63
3751;0;61;62;63
3801;0;61;63;63
3851;0;61;62;63
3901;0;61;62;63
3952;0;61;62;63
4002;0;61;62;63
4053;0;61;63;63
4103;0;61;62;63
4153;0;61;62;63
4203;0;61;62;63
4253;0;61;62;63
4303;0;61;62;63
4353;0;61;62;63
4403;0;61;62;63
4453;0;61;62;63
4503;0;61;63;63
4555;0;61;62;63
4605;0;61;62;63
4657;0;61;62;63
4707;0;61;62;63
4759;0;61;62;63
4809;0;61;62;63
4859;0;61;63;63
4909;0;61;62;63
4962;0;61;62;63
5013;0;61;62;63
5063;0;61;62;63
5117;0;61;62;63
5169;0;61;62;63
5229;0;61;62;63
5283;0;61;62;63
5335;0;61;62;63
5385;0;61;63;63
5439;0;61;62;63
5490;0;61;62;63
5541;0;61;62;63
5591;0;61;62;63
5641;0;61;62;63
5691;0;61;62;63
5741;0;61;62;63
5791;0;61;62;63
5841;0;61;63;63
5891;0;61;62;63
5941;0;61;62;63
5991;0;61;62;63
6041;0;61;62;63
6091;0;61;62;63
6141;0;61;62;63
6191;0;61;62;63
6241;0;61;62;63
6291;0;61;62;63
6341;0;61;62;63
6391;0;61;62;63
6441;0;61;62;63
6491;0;61;62;63
6541;0;61;62;63
6591;0;61;62;63
6641;0;61;62;63
6691;0;61;62;63
6742;0;61;62;63
6791;0;61;62;63
6841;0;61;62;63
6891;0;61;62;63
6941;0;61;62;63
6994;0;61;62;63
7045;0;61;62;63
7095;0;61;63;63
7145;0;61;62;63
7195;0;61;62;63
7245;0;61;62;63
7295;0;61;62;63
7345;0;61;62;63
7395;0;61;62;63
7445;0;61;62;63
7495;0;61;62;63
7546;0;61;62;63
7597;0;61;63;63
7647;0;61;62;63
7697;0;61;62;63
7747;0;61;62;63
7799;0;61;62;63
7849;0;61;62;63
7899;0;61;63;63
7949;0;61;63;63
8001;0;61;62;63
8051;0;61;62;63
8101;0;61;62;63
8151;0;61;62;63
8201;0;61;62;63
8252;0;61;62;63
8302;0;61;62;63
8353;0;61;62;63
8403;0;61;63;63
8453;0;61;63;63
8503;0;61;62;63
8553;0;61;62;63
8603;0;61;62;63
8653;0;61;62;63
8703;0;61;62;63
8753;0;61;62;63
8803;0;61;62;63
8853;0;61;63;63
8903;0;61;62;63
8953;0;61;62;63
9003;0;61;62;63
9053;0;61;62;63
9103;0;61;62;63
9153;0;61;62;63
9203;0;61;62;63
9253;0;61;62;63
9303;0;61;62;63
9353;0;61;62;63
9403;1;61;62;63
9455;2;61;62;63
9506;4;61;62;63
9557;8;61;62;63
9608;12;61;62;63
9658;16;61;62;63
9709;21;61;63;63
9759;25;61;62;63
9810;30;61;62;63
9861;34;61;62;63
9911;38;61;62;63
9961;43;61;62;63
10011;47;61;62;63
10061;48;61;62;63
10111;48;61;62;63
10161;47;61;63;63
10211;47;61;62;63
10261;47;61;62;63
10311;47;61;62;63
10361;46;61;62;63
10411;46;61;62;63
10461;46;61;62;63
10511;46;61;62;63
10562;46;61;62;63
10613;46;61;63;63
10676;46;61;62;63
10727;46;61;62;63
10778;50;61;62;63
10834;54;61;62;63
10885;64;61;62;63
10935;67;61;62;63
10985;67;61;63;63
11035;67;61;63;63
11086;67;61;62;63
11142;66;61;62;63
11193;66;61;62;63
11245;66;61;62;63
11296;66;61;62;63
11347;66;61;62;63
11398;66;61;62;63
11463;66;61;62;63
11514;66;61;62;63
11565;65;61;62;63
11620;65;61;62;63
11669;65;61;62;63
11720;66;61;62;63
11774;72;61;63;63
11825;74;61;62;63
11875;74;61;62;63
11925;74;61;62;63
11975;74;61;62;63
12034;75;61;62;63
12084;75;61;62;63
12135;75;61;62;63
12185;75;61;62;63
12235;75;61;62;63
12285;76;61;63;63
12342;76;61;62;63
12393;76;61;62;63
12443;76;61;62;63
12493;76;61;62;63
12544;77;61;62;63
12595;77;61;62;63
12645;77;61;63;63
12695;77;61;62;63
12748;77;61;62;63
12798;78;61;62;63
12847;78;61;62;63
12900;78;61;62;63
12951;85;61;62;63
13001;93;61;62;63
13051;95;61;62;63
13101;95;61;62;63
13151;95;61;62;63
13202;95;61;63;63
13254;95;61;62;63
13303;95;61;62;63
13353;95;61;62;63
13403;94;61;62;63
13458;94;61;62;63
13509;94;61;62;63
13559;92;61;63;63
13609;89;61;62;63
13659;88;61;62;63
13709;87;61;62;63
13759;87;66;62;63
13809;86;110;61;63
13862;86;114;59;63
13913;85;105;53;63
13963;85;62;63;63
14013;84;62;63;63
14067;84;62;63;63
14117;81;62;63;63
14167;75;62;63;63
14217;73;62;63;63
14269;73;62;63;63
14319;72;62;63;63
14374;72;62;63;63
14424;71;62;63;63
14474;71;62;63;63
14525;70;62;63;63
14575;70;62;63;63
14626;69;62;63;63
14677;69;62;63;63
14727;68;62;63;63
14777;68;62;63;63
14827;67;62;63;63
14878;68;62;63;63
14930;70;62;63;63
14979;73;62;63;63
15030;76;62;63;63
15082;77;62;63;63
15132;78;62;63;63
15182;78;62;63;63
15234;78;62;63;63
15286;78;62;63;63
15337;78;62;63;63
15387;78;62;63;63
15437;78;62;63;63
15487;78;62;63;63
15537;78;62;63;63
15587;78;62;63;63
15637;78;62;63;63
15687;78;62;63;63
15737;78;62;63;63
15787;78;62;63;63
15837;78;62;63;63
15888;78;62;63;63
15938;80;62;63;63
15989;85;62;63;63
16040;89;62;63;63
16091;90;62;63;63
16141;90;62;63;63
16194;91;62;63;63
16245;91;62;63;63
16298;91;62;63;63
16348;91;62;63;63
16402;91;62;63;63
16453;91;62;63;63
16502;91;62;63;63
16553;92;62;63;63
16603;92;65;63;63
16653;92;92;59;63
16703;92;114;59;63
16753;92;114;59;63
16803;92;63;63;63
16856;92;63;62;63
16905;92;63;62;63
16955;93;63;62;63
17005;93;63;62;63
17059;93;63;62;63
17109;93;63;62;63
17159;93;62;62;63
17209;93;62;62;63
17259;93;63;62;63
17309;93;62;63;63
17359;94;55;63;63
17409;94;27;63;63
17459;94;20;63;63
17509;94;43;63;63
17559;94;61;63;63
17609;93;61;63;63
17659;88;61;63;63
17709;83;61;63;63
17759;82;61;63;63
17809;81;61;63;63
17859;81;61;63;63
17909;80;61;63;63
17959;80;61;63;63
18009;79;61;63;63
18059;79;61;63;63
18109;78;61;63;63
18162;78;61;63;63
18212;77;61;63;63
18263;77;61;63;63
18313;76;61;63;63
18363;76;61;63;63
18413;75;61;63;63
18463;74;61;63;63
18513;74;61;63;63
18563;73;61;63;63
18614;73;61;63;63
18663;72;61;63;63
18715;72;61;63;63
18765;71;61;63;63
18815;71;61;63;63
18866;70;61;63;63
18918;70;61;63;63
18968;69;61;63;63
19019;69;61;63;63
19069;68;61;63;63
19119;68;61;63;63
19170;69;61;63;63
19221;72;61;63;63
19271;74;61;63;63
19321;75;61;63;63
19371;75;61;63;63
19421;75;61;63;63
19471;76;61;63;63
19521;76;61;63;63
19571;78;61;63;63
19621;83;61;63;63
19671;88;61;63;63
19721;89;61;63;63
19771;89;61;63;63
19821;89;61;63;63
19871;89;61;63;63
19924;89;61;63;63
19975;89;61;63;63
20025;90;66;61;63
20076;90;88;49;63
20130;90;109;33;63
20181;90;99;24;63
20231;90;81;35;63
20281;90;62;62;63
20331;90;62;62;63
20381;90;62;62;63
20432;91;62;62;63
20481;91;62;62;63
20531;91;62;62;63
20581;91;62;62;63
20634;91;62;62;63
20685;91;62;62;63
20738;91;62;62;63
20790;91;62;62;63
20840;92;62;62;63
20892;92;62;62;63
20943;92;62;62;63
20993;92;62;62;63
21044;92;62;62;63
21095;92;62;62;63
21145;92;62;62;63
21195;92;62;62;63
21248;93;62;62;63
21299;93;62;62;63
21349;93;62;62;63
21400;93;62;62;63
21451;93;62;62;63
21501;91;62;62;63
21552;87;62;62;63
21601;83;62;62;63
21652;83;62;62;63
21702;82;62;62;63
21755;82;62;62;63
21805;81;62;62;63
21855;81;62;62;63
21905;80;62;62;63
21955;80;62;62;63
22005;79;62;62;63
22055;79;62;62;63
22105;78;62;62;63
22155;78;62;62;63
22205;77;62;62;63
22259;77;62;62;63
22309;76;62;62;63
22359;76;62;62;63
22409;75;62;62;63
22459;75;62;62;63
22509;75;62;62;63
22560;74;62;62;63
22610;74;62;62;63
22661;74;62;62;63
22711;74;62;62;63
22761;74;62;62;63
22811;74;62;62;63
22861;74;62;62;63
22912;74;62;62;63
22966;74;62;62;63
23018;74;62;62;63
23069;75;62;62;63
23120;76;62;62;63
23169;79;62;62;63
23221;80;62;62;63
23271;80;62;62;63
23321;81;62;62;63
23372;81;62;62;63
23422;81;62;62;63
23474;81;62;62;63
23523;82;62;62;63
23574;82;62;62;63
23624;82;62;62;63
23676;82;62;62;63
23726;83;62;62;63
23777;83;62;62;63
23827;83;62;62;63
23878;83;62;62;63
23928;84;62;62;63
23977;84;62;62;63
24027;84;62;62;63
24077;84;62;62;63
24127;85;62;62;63
24180;85;62;62;63
24232;85;62;62;63
24282;85;62;62;63
24337;86;62;62;63
24388;86;62;62;63
24438;87;62;62;63
24487;90;62;62;63
24538;94;62;62;63
24587;95;62;62;63
24637;96;62;62;63
24687;96;62;62;63
24739;96;62;62;63
24791;97;62;62;63
24841;97;62;62;63
24892;97;62;63;63
24942;98;62;62;63
24993;98;62;62;63
25043;98;62;62;63
25093;98;62;62;63
25143;99;62;62;63
25194;99;62;62;63
25243;99;62;62;63
25293;99;62;62;63
25343;99;62;62;63
25393;98;62;62;63
25443;92;62;62;63
25493;87;62;62;63
25543;86;62;62;63
25593;86;62;62;63
25643;86;62;62;63
25694;85;61;62;63
25744;85;50;64;63
25794;84;22;64;63
25846;84;20;64;63
25898;84;32;60;63
25948;83;60;61;63
25998;83;60;61;63
26049;82;60;61;63
26099;82;60;61;63
26149;82;60;61;63
26199;83;61;61;63
26250;84;61;61;63
26303;85;61;61;63
26354;88;61;61;63
26403;93;61;61;63
26454;95;60;61;63
26505;95;60;61;63
26556;95;60;61;63
26605;95;60;61;63
26656;95;61;61;63
26709;95;61;61;63
26760;95;57;64;63
26811;96;31;64;63
26862;96;27;64;63
26915;96;60;64;63
26965;94;61;63;63
27015;83;61;63;63
27069;71;61;63;63
27120;70;61;63;63
27170;70;61;62;63
27220;70;65;63;63
27272;69;98;61;63
27323;69;114;61;63
27377;69;114;61;63
27428;69;114;61;63
27477;68;114;61;63
27528;68;114;61;63
27577;68;63;62;63
27628;74;63;62;63
27680;89;62;62;63
27731;93;62;62;63
27782;92;62;62;63
27833;92;63;62;63
27884;92;63;62;63
27934;92;63;62;63
27984;92;63;62;63
28035;83;63;62;63
28085;66;63;62;63
28135;62;62;62;63
28186;62;63;62;63
28235;61;63;62;63
28286;61;63;62;63
28337;61;63;62;63
28388;61;63;62;63
28437;60;63;62;63
28487;60;63;62;63
28537;51;63;62;63
28588;35;63;62;63
28638;20;63;62;63
28688;3;63;62;63
28741;0;63;62;63
28792;0;63;62;63
28843;0;63;62;63
28894;0;63;62;63
28945;0;63;62;63
28995;0;63;62;63
29046;0;63;62;63
29096;0;63;62;63
29146;0;63;62;63
29198;0;63;62;63
29249;0;63;62;63
29299;0;63;62;63
29350;0;63;62;63
29399;0;63;62;63
29450;0;63;62;63
29500;0;63;62;63
29550;0;63;62;63
29600;0;63;62;63
29652;0;63;62;63
29703;0;63;62;63
29754;0;63;62;63
29804;0;62;62;63
29854;0;63;62;63
29907;0;63;62;63
29958;0;63;62;63
30008;0;63;62;63
30059;0;63;62;63
30110;0;63;62;63
30160;0;63;62;63
30214;0;63;62;63
30266;0;62;62;63
30316;0;63;62;63
30370;0;63;62;63
30420;0;63;62;63
30470;0;63;62;63
30521;0;63;62;63
30572;0;63;62;63
30622;0;62;62;63
30671;0;63;62;63
30722;0;63;62;63
30774;0;63;62;63
30826;0;63;62;63
30876;0;63;62;63
30926;0;63;62;63
30980;0;63;62;63
31030;0;62;62;63
31082;0;62;62;63
31132;0;63;62;63
31182;0;63;62;63
31234;0;63;62;63
31286;0;63;62;63
31336;0;63;62;63
31385;0;63;62;63
31436;0;63;62;63
31486;0;63;62;63
31536;0;63;62;63
31586;0;63;62;63
31638;0;63;62;63
31688;0;63;62;63
31740;0;62;62;63
31789;0;63;62;63
