temps_ms;cx;cy;amplada;alcada
17105;134;288;108;141
17192;;;;
17288;;;;
17390;135;288;110;142
17491;136;288;113;142
17591;;;;
17719;;;;
17813;136;290;112;157
17909;;;;
18010;;;;
18110;;;;
18203;;;;
18288;;;;
18383;;;;
18491;;;;
18593;;;;
18683;;;;
18794;;;;
18951;;;;
19086;;;;
19215;;;;
19355;;;;
19525;;;;
19657;;;;
19780;;;;
19889;;;;
19998;;;;
20105;;;;
20212;;;;
20325;;;;
20431;;;;
20531;;;;
20633;;;;
20738;;;;
20857;;;;
20957;;;;
21080;;;;
21179;;;;
21278;;;;
21382;;;;
21483;;;;
21580;;;;
21687;;;;
21781;;;;
21871;;;;
21963;;;;
22060;;;;
22158;;;;
22264;277;366;21;42
22364;278;357;21;42
22462;279;348;22;34
22643;;;;
22743;284;331;19;36
22850;287;322;19;39
22958;289;318;19;37
23064;291;317;21;40
23165;292;313;21;39
23261;294;313;22;35
23359;;;;
23457;295;316;21;37
23549;298;321;26;40
23649;294;326;23;39
23745;292;330;22;44
23847;291;334;20;40
23942;291;337;24;38
24044;290;342;22;38
24159;288;353;20;47
24257;286;360;22;51
24351;287;365;21;47
24453;288;366;21;45
24549;287;367;22;43
24651;288;372;25;39
24755;285;371;26;38
24849;286;371;27;35
24949;;;;
25041;291;369;23;35
25132;292;368;23;40
25224;290;366;28;42
25332;291;362;29;46
25428;295;359;28;49
25522;296;347;26;37
25656;296;339;33;38
25752;300;331;31;40
25847;304;323;34;43
25944;305;314;31;41
26036;308;305;32;40
26130;309;294;30;39
26223;311;289;28;38
26321;310;278;31;43
26417;313;269;32;39
26514;316;260;28;41
26608;317;253;27;39
26705;316;248;29;41
26797;318;243;27;40
26899;322;238;28;46
27002;322;235;29;43
27196;324;234;28;42
27303;332;233;22;37
27402;335;234;25;42
27499;337;235;27;41
27594;340;239;28;41
27690;342;245;27;41
27781;340;250;29;40
27876;343;259;25;40
27971;341;265;33;39
28060;339;276;34;45
28159;339;280;28;45
28263;332;290;29;44
28355;327;295;27;47
28451;320;302;28;44
28546;309;305;28;46
28733;301;310;26;43
28833;285;314;35;47
28933;280;316;26;49
29033;276;316;33;48
29136;276;314;31;44
29234;275;314;32;42
29333;275;311;31;45
29429;278;308;29;45
29530;280;305;27;50
29627;284;302;30;44
29726;288;297;30;43
29817;295;292;34;39
29907;300;286;28;43
30002;306;279;32;41
30094;308;274;31;45
30275;317;267;32;41
30376;325;250;32;45
30481;326;243;36;44
30589;330;236;31;45
30686;331;232;31;45
30793;333;227;32;46
30890;331;223;30;44
30990;331;220;27;48
31085;329;220;30;47
31180;325;221;30;50
31278;321;222;31;48
31367;317;228;35;49
31460;310;234;35;51
31555;308;236;33;49
31651;301;245;36;50
31833;297;256;34;46
31932;292;277;34;52
32025;290;284;36;54
32124;290;294;38;52
32222;291;305;33;53
32319;295;314;30;50
32418;298;324;35;51
32528;307;334;32;50
32625;311;337;28;45
32725;317;345;33;47
32819;328;357;32;54
32919;334;360;32;55
33016;340;367;29;50
33115;350;373;24;50
33214;356;377;27;54
33373;353;375;33;57
33471;360;374;34;57
33565;361;372;34;62
33662;360;367;30;64
33759;360;359;28;65
33855;361;351;32;59
33947;361;341;33;61
34040;366;329;36;54
34142;370;320;35;54
34243;375;313;32;50
34347;380;306;30;55
34447;392;301;28;57
34541;400;296;27;56
34641;409;294;29;59
34733;417;295;29;59
34916;428;294;32;57
35014;451;294;31;63
35113;461;287;28;55
35208;475;280;24;55
35312;485;276;33;62
35408;497;266;39;64
35507;498;256;38;68
35601;498;238;44;78
35695;492;234;56;86
35790;475;212;40;72
35885;456;210;41;81
35978;430;218;59;103
36080;393;230;80;96
36181;362;260;74;108
36282;333;291;70;111
36458;304;330;64;110
36560;270;383;66;119
36664;252;411;67;117
36764;241;425;67;107
36856;237;434;64;92
36954;244;429;73;100
37051;252;431;71;92
37155;259;436;69;82
37251;263;432;76;90
37350;264;437;73;79
37448;265;434;75;83
37544;263;431;70;92
37640;264;433;70;86
37741;266;427;73;100
37837;265;435;69;83
38000;263;436;62;83
38101;263;428;74;98
38197;263;430;71;94
38293;264;431;65;92
38390;263;432;66;91
38496;264;430;75;98
38596;264;432;74;89
38693;261;428;81;98
38794;264;430;71;98
38891;264;427;84;99
38988;263;429;73;98
39089;264;429;77;97
39186;265;431;83;94
39294;264;437;76;81
39392;266;430;80;95
39541;265;430;90;95
39647;268;433;88;89
39745;267;432;80;91
39843;265;434;75;89
39944;267;433;84;90
40044;265;436;75;88
40162;266;435;78;88
40287;265;437;78;84
40427;265;434;76;89
40574;264;430;79;93
40697;265;431;84;94
40857;265;433;78;90
40992;265;431;82;94
41165;265;434;75;90
41306;264;431;77;92
41489;264;433;79;89
41604;263;439;72;77
41708;268;430;77;98
41822;263;437;71;81
41916;262;437;69;81
42011;;;;
42105;;;;
42200;;;;
42296;;;;
42391;263;438;74;79
42491;263;438;68;79
42592;263;437;74;81
42687;265;438;85;79
42781;;;;
42880;;;;
42998;;;;
43094;;;;
43192;;;;
43296;261;439;71;78
43389;;;;
43490;;;;
43588;;;;
43683;;;;
43778;;;;
43875;263;441;69;73
43972;267;438;67;80
44083;;;;
44196;;;;
44296;;;;
44396;;;;
44577;;;;
44684;;;;
44789;;;;
44894;266;443;60;71
44991;265;439;57;79
45088;264;437;61;84
45185;;;;
45285;;;;
