TEMPS;THROTTLE;YAW;PITCH;TRIM
19004;0;62;63;63
19054;0;62;63;63
19104;0;62;63;63
19154;0;62;63;63
19204;0;62;63;63
19254;0;62;63;63
19304;0;62;63;63
19355;0;62;63;63
19406;0;62;63;63
19456;0;62;63;63
19508;0;62;63;63
19558;0;62;63;63
19608;0;62;63;63
19658;0;62;63;63
19708;0;62;63;63
19760;0;62;63;63
19810;0;62;63;63
19860;0;62;63;63
19910;0;62;63;63
19960;0;62;63;63
20010;0;62;63;63
20060;0;62;63;63
20110;0;62;63;63
20162;0;62;63;63
20213;0;62;63;63
20264;0;62;63;63
20314;0;62;63;63
20364;0;62;63;63
20414;0;62;63;63
20464;0;62;63;63
20514;0;62;63;63
20564;0;62;63;63
20614;0;62;63;63
20664;0;62;63;63
20714;0;62;63;63
20764;0;62;63;63
20814;0;62;63;63
20864;0;62;63;63
20914;0;62;63;63
20964;0;62;63;63
21015;0;62;63;63
21066;0;62;63;63
21116;0;62;63;63
21166;0;62;63;63
21216;0;62;63;63
21266;0;62;63;63
21316;0;62;63;63
21366;0;62;63;63
21417;0;62;63;63
21466;0;62;63;63
21516;0;62;63;63
21568;0;62;63;63
21618;0;62;63;63
21668;0;62;63;63
21718;0;62;63;63
21768;0;62;63;63
21818;0;62;63;63
21868;0;62;63;63
21918;0;62;63;63
21971;0;62;63;63
22022;0;62;63;63
