temps_ms;throttle;yaw;pitch;trim;estat
60;21;64;64;63;0
100;23;64;64;63;0
141;24;64;64;63;0
227;27;64;64;63;0
272;28;64;64;63;0
314;29;64;64;63;0
359;31;64;64;63;0
400;32;64;64;63;0
443;33;64;64;63;0
489;35;64;64;63;0
530;36;64;64;63;0
587;38;44;64;63;0
631;70;44;64;63;1
674;70;44;64;63;1
717;70;44;64;63;1
759;70;64;64;63;1
802;70;64;64;63;1
848;70;64;64;63;1
889;70;64;64;63;1
933;70;64;64;63;1
975;70;64;64;63;1
1016;70;64;64;63;1
1061;70;64;64;63;1
1135;70;44;64;63;1
1177;72;44;64;63;1
1221;72;44;64;63;1
1262;72;44;64;63;1
1302;72;64;64;63;1
1346;72;64;64;63;1
1387;72;64;64;63;1
1428;72;64;64;63;1
1469;72;64;64;63;1
1509;72;64;64;63;1
1551;72;64;64;63;1
1652;72;44;64;63;1
1695;81;44;64;63;1
1740;81;44;64;63;1
1781;81;64;64;63;1
1824;81;64;64;63;1
1864;81;64;64;63;1
1907;81;64;64;63;1
1948;81;64;64;63;1
1989;78;64;64;63;1
2033;78;64;64;63;1
2076;78;64;64;63;1
2163;78;44;64;63;1
2206;77;44;64;63;1
2249;76;44;64;63;1
2294;76;64;64;63;1
2336;75;64;64;63;1
2379;75;64;64;63;1
2424;73;64;64;63;1
2469;73;64;64;63;1
2510;73;64;64;63;1
2555;73;64;64;63;1
2595;71;64;64;63;1
2688;71;44;64;63;1
2731;71;44;64;63;1
2776;69;64;64;63;1
2818;69;64;64;63;1
2864;69;64;64;63;1
2905;69;64;64;63;1
2948;69;64;64;63;1
2991;69;64;64;63;1
3032;69;64;64;63;1
3076;69;64;64;63;1
3118;69;84;64;63;1
3160;69;84;64;63;1
3201;69;84;64;63;1
3241;67;84;64;63;1
3282;67;84;64;63;1
3324;66;64;64;63;1
3367;66;64;64;63;1
3409;66;64;64;63;1
3452;66;64;64;63;1
3494;65;64;64;63;1
3538;65;64;64;63;1
3579;65;64;64;63;1
3626;64;84;64;63;1
3672;64;84;64;63;1
3714;65;84;64;63;1
3757;65;84;64;63;1
3800;64;64;64;63;1
3842;64;64;64;63;1
3885;65;64;64;63;1
3926;65;64;64;63;1
3970;63;64;64;63;1
4016;63;64;64;63;1
4057;64;64;64;63;1
4099;64;64;64;63;1
4141;64;84;64;63;1
4186;64;84;64;63;1
4227;64;84;64;63;1
4271;64;84;64;63;1
4311;62;84;64;63;1
4356;62;64;64;63;1
4397;62;64;64;63;1
4442;62;64;64;63;1
4484;62;64;64;63;1
4527;62;64;64;63;1
4569;62;64;64;63;1
4611;62;64;64;63;1
4652;62;84;64;63;1
4695;62;84;64;63;1
4741;62;84;64;63;1
4784;62;84;64;63;1
4826;62;84;64;63;1
4869;62;64;64;63;1
4911;62;64;64;63;1
4954;62;64;64;63;1
4998;62;64;64;63;1
5041;62;64;64;63;1
5087;62;64;64;63;1
5129;62;64;64;63;1
5187;62;84;64;63;1
5232;62;84;64;63;1
5278;62;84;64;63;1
5323;62;84;64;63;1
5369;62;64;64;63;1
5414;62;64;64;63;1
5460;62;64;64;63;1
5502;62;64;64;63;1
5549;62;64;64;63;1
5593;62;64;64;63;1
5635;62;64;64;63;1
5705;62;84;64;63;1
5748;62;84;64;63;1
5789;62;84;64;63;1
5833;62;84;64;63;1
5875;62;64;64;63;1
5921;62;64;64;63;1
5963;62;64;64;63;1
6003;71;64;64;63;1
6047;71;64;64;63;1
6088;71;64;64;63;1
6130;71;64;64;63;1
6211;71;44;64;63;1
6253;71;44;64;63;1
6294;71;44;64;63;1
6335;71;44;64;63;1
6378;71;64;64;63;1
6423;71;64;64;63;1
6464;71;64;64;63;1
6505;71;64;64;63;1
6549;71;64;64;63;1
6592;71;64;64;63;1
6638;71;64;64;63;1
6730;71;44;64;63;1
6775;71;44;64;63;1
6817;71;44;64;63;1
6860;71;44;64;63;1
6904;71;64;64;63;1
6949;79;64;64;63;1
6995;79;64;64;63;1
7041;79;64;64;63;1
7081;79;64;64;63;1
7123;79;64;64;63;1
7167;79;64;64;63;1
7244;79;84;64;63;1
7284;79;84;64;63;1
7330;79;84;64;63;1
7372;79;84;64;63;1
7412;81;64;64;63;1
7457;81;64;64;63;1
7498;81;64;64;63;1
7541;81;64;64;63;1
7583;80;64;64;63;1
7624;80;64;64;63;1
7667;79;64;64;63;1
7767;79;84;64;63;1
7808;79;84;64;63;1
7852;79;84;64;63;1
7893;79;84;64;63;1
7934;79;64;64;63;1
7976;79;64;64;63;1
8018;78;64;64;63;1
8060;78;64;64;63;1
8104;78;64;64;63;1
8145;78;64;64;63;1
8190;78;64;64;63;1
8287;78;84;64;63;1
8328;78;84;64;63;1
8373;78;84;64;63;1
8414;71;64;64;63;1
8455;71;64;64;63;1
8498;71;64;64;63;1
8542;71;64;64;63;1
8584;72;64;64;63;1
8629;72;64;64;63;1
8671;72;64;64;63;1
8714;72;64;64;63;1
8796;72;44;64;63;1
8838;72;44;64;63;1
8882;72;44;64;63;1
8922;71;44;64;63;1
8964;71;64;64;63;1
9004;70;64;64;63;1
9049;70;64;64;63;1
9090;71;64;64;63;1
9130;71;64;64;63;1
9176;71;64;64;63;1
9217;71;64;64;63;1
9311;71;84;64;63;1
9351;70;84;64;63;1
9395;70;84;64;63;1
9436;70;84;64;63;1
9480;69;64;64;63;1
9526;69;64;64;63;1
9566;70;64;64;63;1
9609;70;64;64;63;1
9650;69;64;64;63;1
9693;69;64;64;63;1
9736;70;64;64;63;1
9829;70;84;64;63;1
9871;70;84;64;63;1
9911;70;84;64;63;1
9956;70;64;64;63;1
9996;70;64;64;63;1
10039;70;64;64;63;1
10084;70;64;64;63;1
10126;69;64;64;63;1
10169;69;64;64;63;1
10215;69;64;64;63;1
10259;69;64;64;63;1
10334;69;84;64;63;1
10378;69;84;64;63;1
10424;69;84;64;63;1
10468;69;64;64;63;1
10513;69;64;64;63;1
10553;70;64;64;63;1
10595;70;64;64;63;1
10639;70;64;64;63;1
10685;70;64;64;63;1
10730;70;64;64;63;1
10773;70;64;64;63;1
10855;70;84;64;63;1
10900;70;64;64;63;1
10941;70;64;64;63;1
10984;71;64;64;63;1
11028;71;64;64;63;1
11071;71;64;64;63;1
11114;71;64;64;63;1
11159;72;64;64;63;1
11234;72;84;64;63;1
11276;72;64;64;63;1
11318;72;64;64;63;1
11361;72;64;64;63;1
11403;72;64;64;63;1
11448;72;64;64;63;1
11490;72;64;64;63;1
11535;74;64;64;63;1
11629;74;84;64;63;1
11670;75;64;64;63;1
11712;74;64;64;63;1
11752;74;64;64;63;1
11794;74;64;64;63;1
11838;74;64;64;63;1
11886;74;64;64;63;1
11928;74;64;64;63;1
12022;74;84;64;63;1
12064;75;64;64;63;1
12107;75;64;64;63;1
12147;75;64;64;63;1
12189;75;64;64;63;1
12231;75;64;64;63;1
12275;75;64;64;63;1
12319;75;64;64;63;1
12417;75;84;64;63;1
12461;75;64;64;63;1
12506;75;64;64;63;1
12548;75;64;64;63;1
12592;75;64;64;63;1
12636;75;64;64;63;1
12679;74;64;64;63;1
12720;74;64;64;63;1
12808;74;84;64;63;1
12849;74;64;64;63;1
12893;74;64;64;63;1
12935;74;64;64;63;1
12977;74;64;64;63;1
13018;74;64;64;63;1
13059;74;64;64;63;1
13103;74;64;64;63;1
13204;74;84;64;63;1
13245;74;64;64;63;1
13288;74;64;64;63;1
13332;74;64;64;63;1
13376;74;64;64;63;1
13423;73;64;64;63;1
13465;73;64;64;63;1
13506;73;64;64;63;1
13596;73;84;64;63;1
13639;62;64;64;63;2
13682;62;64;64;63;2
13726;62;64;64;63;2
13771;62;64;64;63;2
13813;61;64;64;63;2
13854;61;64;64;63;2
13896;61;64;64;63;2
13942;61;64;64;63;2
13984;60;64;64;63;2
14024;60;64;64;63;2
14065;60;64;64;63;2
14107;60;64;64;63;2
14148;60;64;64;63;2
14190;59;64;64;63;2
14233;59;64;64;63;2
14321;59;84;64;63;2
14367;72;64;64;63;3
14414;72;64;64;63;3
14456;72;64;64;63;3
14498;72;64;64;63;3
14539;72;64;64;63;3
14582;72;64;64;63;3
14627;72;64;64;63;3
14672;72;64;64;63;3
14716;72;64;64;63;3
14760;72;64;64;63;3
14801;72;64;64;63;3
14842;72;64;64;63;3
14888;72;64;64;63;3
14931;0;64;64;63;4
14987;0;64;64;63;4
15035;0;64;64;63;4
15075;0;64;64;63;4
15115;0;64;64;63;4
15158;0;64;64;63;4
15198;0;64;64;63;4
15239;0;64;64;63;4
15280;0;64;64;63;4
15374;0;64;64;63;4
15416;0;64;64;63;4
15461;0;64;64;63;4
15504;0;64;64;63;4
15546;0;64;64;63;4
15592;0;64;64;63;4
15636;0;64;64;63;4
15676;0;64;64;63;4
15720;0;64;64;63;4
15760;0;64;64;63;4
15805;0;64;64;63;4
15847;0;64;64;63;4
15887;0;64;64;63;4
15927;0;64;64;63;4
15971;0;64;64;63;4
16012;0;64;64;63;4
16052;0;64;64;63;4
16093;0;64;64;63;4
16137;0;64;64;63;4
16179;0;64;64;63;4
16222;0;64;64;63;4
16263;0;64;64;63;4
16308;0;64;64;63;4
16355;0;64;64;63;4
16395;0;64;64;63;4
16440;0;64;64;63;4
16486;0;64;64;63;4
16527;0;64;64;63;4
16568;0;64;64;63;4
16614;0;64;64;63;4
16654;0;64;64;63;4
16697;0;64;64;63;4
16740;0;64;64;63;4
16782;0;64;64;63;4
16823;0;64;64;63;4
16870;0;64;64;63;4
16911;0;64;64;63;4
16952;0;64;64;63;4
16994;0;64;64;63;4
17035;0;64;64;63;4
17077;0;64;64;63;4
17121;0;64;64;63;4
17163;0;64;64;63;4
17204;0;64;64;63;4
17248;0;64;64;63;4
17289;0;64;64;63;4
17330;0;64;64;63;4
17372;0;64;64;63;4
17414;0;64;64;63;4
17457;0;64;64;63;4
17501;0;64;64;63;4
17542;0;64;64;63;4
17587;0;64;64;63;4
17628;0;64;64;63;4
17670;0;64;64;63;4
