temps_ms;cx;cy;amplada;alcada;ratio
10473;237;188;24;55;5,309
10570;230;190;29;58;5,000
10669;216;188;29;60;4,867
10764;210;191;31;63;4,587
10854;202;193;34;61;4,705
10936;197;198;32;57;4,947
11028;190;201;35;56;4,982
11118;188;206;41;54;5,074
11205;184;211;43;58;4,638
11292;184;213;44;56;4,768
11381;185;217;46;54;4,870
11464;189;221;42;54;4,796
11563;189;225;46;54;4,722
11656;190;231;49;54;4,611
11747;194;234;55;54;4,556
11839;200;238;53;55;4,400
11935;207;241;58;57;4,193
12025;211;244;56;54;4,370
12110;216;247;63;55;4,236
12196;222;251;68;55;4,164
12281;226;253;67;56;4,054
12370;233;257;69;57;3,912
12461;236;258;72;59;3,763
12552;242;260;74;56;3,929
12637;247;261;83;58;3,776
12729;250;263;83;58;3,741
12827;253;266;83;64;3,344
12913;254;266;81;64;3,344
13000;257;266;82;63;3,397
13086;258;265;82;61;3,525
13174;258;266;83;61;3,508
13265;258;266;84;61;3,508
13353;257;268;82;59;3,593
13435;259;267;86;61;3,492
13523;261;269;90;62;3,403
13614;261;268;90;63;3,365
13705;263;268;90;63;3,365
13802;265;270;92;64;3,281
13886;266;271;93;64;3,266
13978;270;271;97;65;3,215
14070;272;272;96;65;3,200
14153;282;272;96;64;3,250
14238;290;273;99;65;3,185
14324;300;273;102;64;3,234
14409;309;273;102;60;3,450
14501;320;274;103;65;3,169
14591;332;274;100;61;3,377
14679;344;273;101;68;3,044
14766;359;271;100;69;3,029
14856;374;272;104;72;2,889
14944;392;272;105;72;2,889
15039;407;273;107;72;2,875
15130;427;271;105;75;2,787
15224;442;272;102;77;2,701
15306;458;272;109;86;2,419
15399;491;266;114;85;2,518
15494;497;265;119;92;2,337
15586;506;265;103;78;2,756
15672;514;258;90;87;2,552
15763;521;252;82;93;2,452
15847;522;256;74;84;2,667
15928;;;;;0
16026;;;;;0
16117;;;;;0
16202;;;;;0
16292;;;;;0
16372;;;;;0
16468;;;;;0
16561;504;133;107;198;1,753
16652;497;95;121;177;2,175
16739;473;95;127;159;2,421
16834;449;85;110;168;2,351
16923;415;79;109;161;2,491
17009;362;76;102;151;2,675
17101;339;72;79;144;2,833
17190;299;67;71;140;2,950
17274;272;77;74;157;2,567
17361;234;92;78;162;2,395
17456;212;112;79;163;2,258
17541;185;146;80;155;2,155
17631;165;170;74;135;2,296
17730;146;205;81;149;1,846
17823;130;272;100;201;1,035
17916;130;291;100;159;1,189
18010;;;;;0
18105;;;;;0
18197;;;;;0
18290;;;;;0
18380;;;;;0
18472;;;;;0
18567;;;;;0
18661;;;;;0
18756;;;;;0
18842;;;;;0
18935;;;;;0
19026;;;;;0
19118;;;;;0
19209;;;;;0
19300;;;;;0
19386;;;;;0
19468;;;;;0
19557;;;;;0
19646;;;;;0
19738;;;;;0
19830;;;;;0
19917;;;;;0
19998;;;;;0
20090;;;;;0
20173;;;;;0
20265;;;;;0
20352;;;;;0
20433;;;;;0
20527;;;;;0
20626;;;;;0
20715;;;;;0
20798;;;;;0
20890;;;;;0
20977;;;;;0
21075;;;;;0
21164;;;;;0
21256;;;;;0
21341;;;;;0
21433;;;;;0
