temps_ms;throttle;yaw;pitch;trim;estat
60;21;65;65;63;0
111;22;65;65;63;0
152;24;65;65;63;0
194;25;65;65;63;0
266;27;65;65;63;0
320;28;65;65;63;0
368;29;65;65;63;0
415;30;65;65;63;0
465;32;65;65;63;0
509;33;65;65;63;0
550;34;65;65;63;0
594;35;65;65;63;0
636;36;65;65;63;0
681;38;65;65;63;0
726;39;65;65;63;0
767;40;65;65;63;0
817;41;65;65;63;0
858;42;65;65;63;0
904;43;65;65;63;0
950;45;65;65;63;0
998;46;65;65;63;0
1042;47;65;65;63;0
1082;48;65;65;63;0
1124;49;65;65;63;0
1165;50;65;65;63;0
1211;51;65;65;63;0
1256;53;65;65;63;0
1299;54;65;65;63;0
1345;55;65;65;63;0
1388;56;65;65;63;0
1434;57;65;65;63;0
1477;58;65;65;63;0
1522;60;65;65;63;0
1565;61;65;65;63;0
1611;62;65;65;63;0
1651;63;65;65;63;0
1696;64;65;65;63;0
1740;65;65;65;63;0
1786;67;65;65;63;0
1832;68;65;65;63;0
1877;69;65;65;63;0
1917;70;65;65;63;0
1958;71;65;65;63;0
2002;72;65;65;63;0
2046;73;65;65;63;0
2090;75;65;65;63;0
2133;76;65;65;63;0
2176;77;65;65;63;0
2218;78;65;65;63;0
2263;78;65;65;63;0
2304;78;65;65;63;0
2347;78;65;65;63;0
2392;78;65;65;63;0
2437;78;65;65;63;0
2478;78;65;65;63;0
2521;78;65;65;63;0
2563;78;65;65;63;0
2607;78;65;65;63;0
2651;78;65;65;63;0
2694;78;65;65;63;0
2735;78;65;65;63;0
2777;78;65;65;63;0
2818;78;65;65;63;0
2861;78;65;65;63;0
2905;78;65;65;63;0
2951;78;65;65;63;0
2996;78;65;65;63;0
3039;78;65;65;63;0
3079;78;65;65;63;0
3125;78;65;65;63;0
3168;78;65;65;63;0
3209;78;65;65;63;0
3251;78;65;65;63;0
3296;78;65;65;63;0
3339;78;65;65;63;0
3383;78;65;65;63;0
3424;78;65;65;63;0
3465;78;65;65;63;0
3509;78;65;65;63;0
3553;78;65;65;63;0
3596;78;65;65;63;0
3662;78;85;65;63;0
3709;78;85;65;63;0
3750;78;85;65;63;0
3792;78;85;65;63;0
3844;78;85;65;63;1
3888;76;65;65;63;1
3930;73;65;65;63;1
3974;73;65;65;63;1
4019;74;65;65;63;1
4060;74;65;65;63;1
4105;73;65;65;63;1
4150;73;65;65;63;1
4241;73;85;65;63;1
4282;71;85;65;63;1
4326;71;85;65;63;1
4366;70;65;65;63;1
4412;70;65;65;63;1
4454;72;65;65;63;1
4499;72;65;65;63;1
4541;71;65;65;63;1
4584;71;65;65;63;1
4630;69;65;65;63;1
4699;69;85;65;63;1
4742;68;85;65;63;1
4785;68;85;65;63;1
4826;69;85;65;63;1
4870;69;85;65;63;1
4914;67;65;65;63;1
4959;67;65;65;63;1
5001;67;65;65;63;1
5045;67;65;65;63;1
5085;67;65;65;63;1
5130;67;65;65;63;1
5176;66;65;65;63;1
5219;66;85;65;63;1
5262;65;85;65;63;1
5305;65;85;65;63;1
5346;65;85;65;63;1
5392;65;65;65;63;1
5436;64;65;65;63;1
5477;64;65;65;63;1
5524;66;65;65;63;1
5567;66;65;65;63;1
5612;64;65;65;63;1
5657;64;65;65;63;1
5739;65;85;65;63;1
5782;65;65;65;63;1
5824;65;65;65;63;1
5867;64;65;65;63;1
5913;64;65;65;63;1
5956;65;65;65;63;1
5999;65;65;65;63;1
6040;68;65;65;63;1
6119;68;45;65;63;1
6161;67;45;65;63;1
6206;68;45;65;63;1
6252;68;45;65;63;1
6293;67;65;65;63;1
6334;67;65;65;63;1
6379;67;65;65;63;1
6421;68;65;65;63;1
6466;68;65;65;63;1
6509;68;65;65;63;1
6553;68;65;65;63;1
6641;69;45;65;63;1
6686;68;45;65;63;1
6729;68;45;65;63;1
6772;72;45;65;63;1
6814;72;65;65;63;1
6856;70;65;65;63;1
6902;70;65;65;63;1
6944;72;65;65;63;1
6984;72;65;65;63;1
7027;70;65;65;63;1
7071;70;65;65;63;1
7136;72;45;65;63;1
7179;71;45;65;63;1
7223;71;45;65;63;1
7272;71;45;65;63;1
7314;72;65;65;63;1
7356;72;65;65;63;1
7398;72;65;65;63;1
7440;72;65;65;63;1
7484;72;65;65;63;1
7526;73;65;65;63;1
7572;73;65;65;63;1
7617;73;65;65;63;1
7658;73;45;65;63;1
7698;73;45;65;63;1
7741;75;45;65;63;1
7783;75;45;65;63;1
7826;74;65;65;63;1
7868;74;65;65;63;1
7910;74;65;65;63;1
7954;74;65;65;63;1
7997;74;65;65;63;1
8039;74;65;65;63;1
8083;75;65;65;63;1
8125;75;65;65;63;1
8168;74;65;65;63;1
8210;74;65;65;63;1
8252;75;65;65;63;1
8296;75;65;65;63;1
8341;76;65;65;63;1
8386;76;65;65;63;1
8428;76;65;65;63;1
8472;76;65;65;63;1
8521;77;85;65;63;1
8565;77;85;65;63;1
8611;76;85;65;63;1
8656;76;85;65;63;1
8698;75;85;65;63;1
8742;75;65;65;63;1
8785;77;65;65;63;1
8828;77;65;65;63;1
8871;76;65;65;63;1
8912;76;65;65;63;1
8956;76;65;65;63;1
8999;76;65;65;63;1
9044;76;85;65;63;1
9085;76;85;65;63;1
9126;75;85;65;63;1
9168;75;85;65;63;1
9212;75;85;65;63;1
9257;75;65;65;63;1
9297;76;65;65;63;1
9340;76;65;65;63;1
9381;74;65;65;63;1
9424;74;65;65;63;1
9465;74;65;65;63;1
9509;76;65;65;63;1
9555;75;85;65;63;1
9597;75;85;65;63;1
9640;75;85;65;63;1
9681;75;85;65;63;1
9723;75;85;65;63;1
9764;75;65;65;63;1
9808;75;65;65;63;1
9849;74;65;65;63;1
9892;74;65;65;63;1
9933;75;65;65;63;1
9979;75;65;65;63;1
10022;74;65;65;63;1
10069;74;85;65;63;1
10110;75;85;65;63;1
10153;75;85;65;63;1
10195;74;85;65;63;1
10239;74;65;65;63;1
10282;74;65;65;63;1
10323;74;65;65;63;1
10367;74;65;65;63;1
10410;74;65;65;63;1
10455;74;65;65;63;1
10496;74;65;65;63;1
10539;74;65;65;63;1
10587;73;85;65;63;1
10627;73;65;65;63;1
10668;73;65;65;63;1
10711;73;65;65;63;1
10753;75;65;65;63;1
10794;75;65;65;63;1
10839;74;65;65;63;1
10883;74;65;65;63;1
10924;73;65;65;63;1
10981;73;45;65;63;1
11024;74;45;65;63;1
11065;74;45;65;63;1
11106;74;45;65;63;1
11147;74;65;65;63;1
11190;73;65;65;63;1
11234;73;65;65;63;1
11274;74;65;65;63;1
11318;74;65;65;63;1
11360;73;65;65;63;1
11403;73;65;65;63;1
11444;73;65;65;63;1
