temps_ms;throttle;yaw;pitch;trim;estat
11487;74;45;65;63;1
11531;74;45;65;63;1
11576;74;45;65;63;1
11618;74;45;65;63;1
11662;74;65;65;63;1
11707;74;65;65;63;1
11752;75;65;65;63;1
11793;75;65;65;63;1
11838;74;65;65;63;1
11880;74;65;65;63;1
11925;73;65;65;63;1
11994;73;45;65;63;1
12035;73;45;65;63;1
12079;74;45;65;63;1
12123;74;45;65;63;1
12165;75;65;65;63;1
12207;75;65;65;63;1
12251;74;65;65;63;1
12294;74;65;65;63;1
12339;74;65;65;63;1
12381;75;65;65;63;1
12426;75;65;65;63;1
12470;75;65;65;63;1
12511;75;45;65;63;1
12555;74;45;65;63;1
12597;74;45;65;63;1
12639;74;45;65;63;1
12681;74;65;65;63;1
12724;73;65;65;63;1
12766;73;65;65;63;1
12808;75;65;65;63;1
12848;75;65;65;63;1
12892;74;65;65;63;1
12934;74;65;65;63;1
12977;74;65;65;63;1
13020;74;65;65;63;1
13062;76;65;65;63;1
13105;76;65;65;63;1
13146;76;65;65;63;1
13190;76;65;65;63;1
13234;76;65;65;63;1
13277;76;65;65;63;1
13323;76;65;65;63;1
13364;76;65;65;63;1
13405;76;65;65;63;1
13448;77;65;65;63;1
13491;77;65;65;63;1
13534;77;65;65;63;1
13579;77;65;65;63;1
13627;77;85;65;63;1
13672;77;85;65;63;1
13713;78;85;65;63;1
13757;78;85;65;63;1
13800;77;85;65;63;1
13844;77;65;65;63;1
13886;78;65;65;63;1
13928;78;65;65;63;1
13970;78;65;65;63;1
14012;78;65;65;63;1
14055;78;65;65;63;1
14097;78;65;65;63;1
14142;79;85;65;63;1
14185;79;85;65;63;1
14226;79;85;65;63;1
14270;79;85;65;63;1
14314;79;85;65;63;1
14359;79;65;65;63;1
14402;79;65;65;63;1
14445;79;65;65;63;1
14490;79;65;65;63;1
14531;79;65;65;63;1
14572;79;65;65;63;1
14615;80;65;65;63;1
14655;80;85;65;63;1
14696;79;85;65;63;1
14741;79;85;65;63;1
14781;80;85;65;63;1
14825;80;85;65;63;1
14865;79;65;65;63;1
14909;79;65;65;63;1
14951;79;65;65;63;1
14991;79;65;65;63;1
15033;79;65;65;63;1
15074;79;65;65;63;1
15118;79;65;65;63;1
15176;79;85;65;63;1
15216;79;85;65;63;1
15258;79;85;65;63;1
15300;79;85;65;63;1
15341;79;85;65;63;1
15383;79;65;65;63;1
15424;79;65;65;63;1
15469;79;65;65;63;1
15509;79;65;65;63;1
15552;79;65;65;63;1
15593;79;65;65;63;1
15638;78;65;65;63;1
15694;78;85;65;63;1
15735;78;85;65;63;1
15778;78;65;65;63;1
15821;78;65;65;63;1
15861;78;65;65;63;1
15903;78;65;65;63;1
15947;78;65;65;63;1
15991;77;65;65;63;1
16037;77;65;65;63;1
16079;77;65;65;63;1
16121;76;65;65;63;1
16164;76;65;65;63;1
16205;76;65;65;63;1
16247;76;65;65;63;1
16292;76;65;65;63;1
16339;75;65;65;63;1
16380;75;65;65;63;1
16470;75;85;65;63;1
16513;76;65;65;63;1
16555;76;65;65;63;1
16599;75;65;65;63;1
16646;75;65;65;63;1
16690;75;65;65;63;1
16735;75;65;65;63;1
16777;73;65;65;63;1
16861;73;45;65;63;1
16903;75;45;65;63;1
17001;75;45;65;63;2
17045;68;65;65;63;2
17087;68;65;65;63;2
17132;67;65;65;63;2
17174;67;65;65;63;2
17219;67;65;65;63;2
17260;66;65;65;63;2
17303;66;65;65;63;2
17348;66;45;65;63;2
17390;65;45;65;63;2
17436;65;45;65;63;2
17481;65;45;65;63;2
17525;64;65;65;63;2
17570;64;65;65;63;2
17611;64;65;65;63;2
17655;64;65;65;63;2
17702;64;65;65;63;2
17745;64;65;65;63;2
17785;64;65;65;63;2
17850;64;45;65;63;2
17891;64;45;65;63;2
17936;64;45;65;63;2
17980;64;45;65;63;2
18025;64;45;65;63;2
18066;64;65;65;63;2
18110;64;65;65;63;2
18152;64;65;65;63;2
18196;64;65;65;63;2
18250;64;65;65;63;3
18294;77;65;65;63;3
18337;77;65;65;63;3
18391;77;45;65;63;3
18436;77;45;65;63;3
18477;77;45;65;63;3
18519;77;45;65;63;3
18565;77;65;65;63;3
18608;77;65;65;63;3
18653;77;65;65;63;3
18693;77;65;65;63;3
18741;0;65;65;63;4
18784;0;65;65;63;4
18827;0;65;65;63;4
18877;0;65;65;63;4
18919;0;65;65;63;4
18960;0;65;65;63;4
19002;0;65;65;63;4
19043;0;65;65;63;4
19087;0;65;65;63;4
19128;0;65;65;63;4
19169;0;65;65;63;4
19212;0;65;65;63;4
19252;0;65;65;63;4
19295;0;65;65;63;4
19337;0;65;65;63;4
19400;0;65;65;63;4
19443;0;65;65;63;4
19487;0;65;65;63;4
19528;0;65;65;63;4
19570;0;65;65;63;4
19612;0;65;65;63;4
19653;0;65;65;63;4
19696;0;65;65;63;4
19737;0;65;65;63;4
19778;0;65;65;63;4
19823;0;65;65;63;4
19864;0;65;65;63;4
19918;0;65;65;63;4
19960;0;65;65;63;4
20003;0;65;65;63;4
20044;0;65;65;63;4
20089;0;65;65;63;4
20131;0;65;65;63;4
20175;0;65;65;63;4
20219;0;65;65;63;4
20261;0;65;65;63;4
20304;0;65;65;63;4
20350;0;65;65;63;4
20393;0;65;65;63;4
20442;0;65;65;63;4
20485;0;65;65;63;4
20528;0;65;65;63;4
20570;0;65;65;63;4
20613;0;65;65;63;4
20656;0;65;65;63;4
20700;0;65;65;63;4
20742;0;65;65;63;4
20784;0;65;65;63;4
20825;0;65;65;63;4
20867;0;65;65;63;4
20946;0;65;65;63;4
20987;0;65;65;63;4
21029;0;65;65;63;4
21071;0;65;65;63;4
21114;0;65;65;63;4
21158;0;65;65;63;4
21200;0;65;65;63;4
21243;0;65;65;63;4
21288;0;65;65;63;4
21338;0;65;65;63;4
21380;0;65;65;63;4
21420;0;65;65;63;4
21465;0;65;65;63;4
21507;0;65;65;63;4
21552;0;65;65;63;4
21597;0;65;65;63;4
21640;0;65;65;63;4
21714;0;65;65;63;4
21756;0;65;65;63;4
21797;0;65;65;63;4
21840;0;65;65;63;4
21887;0;65;65;63;4
