temps_ms;cx;cy;amplada;alcada;ratio
317;;;;;0
522;;;;;0
632;;;;;0
755;;;;;0
865;;;;;0
987;;;;;0
1094;;;;;0
1195;;;;;0
1295;;;;;0
1391;;;;;0
1483;;;;;0
1576;;;;;0
1663;;;;;0
1756;;;;;0
1843;;;;;0
1930;;;;;0
2027;;;;;0
2125;;;;;0
2220;;;;;0
2317;293;466;37;21;0,667
2407;297;466;48;22;0,636
2509;306;463;35;32;0,531
2595;304;460;40;34;0,588
2691;308;457;33;41;0,561
2776;308;452;32;52;0,538
2865;309;437;22;37;1,162
2960;306;428;27;43;1,209
3048;304;413;25;50;1,340
3139;;;;;0
3222;;;;;0
3319;;;;;0
3407;293;379;21;45;2,244
3494;289;364;17;35;3,314
3576;281;352;26;42;3,048
3665;277;343;30;43;3,186
3759;269;332;29;42;3,524
3842;262;319;21;40;4,025
3932;255;302;28;43;4,140
4021;250;295;34;38;4,868
4108;244;280;27;43;4,651
4201;239;274;35;41;5,024
4292;231;259;30;41;5,390
4371;225;248;32;42;5,524
4459;220;239;32;41;5,878
4546;217;228;32;46;5,478
4639;211;220;31;45;5,778
4735;210;212;32;43;6,233
4826;209;203;34;42;6,595
4912;208;193;31;45;6,378
5000;208;191;31;42;6,881
5085;210;185;36;42;7,024
5170;210;181;35;43;6,953
5264;215;178;42;42;7,190
5355;219;175;40;40;7,625
5441;226;172;41;40;7,700
5527;232;172;36;39;7,897
5609;238;171;43;42;7,357
5704;245;171;48;39;7,923
5794;253;171;44;40;7,725
5876;259;170;45;41;7,561
5966;266;171;47;39;7,923
6059;276;173;46;40;7,675
6145;282;177;49;45;6,733
6229;287;179;49;43;7,000
6317;297;181;52;45;6,644
6406;300;184;51;42;7,048
6501;306;190;50;43;6,744
6596;312;193;48;42;6,833
6685;316;201;48;44;6,341
6769;318;203;49;41;6,756
6856;321;208;48;51;5,333
6939;321;214;48;45;5,911
7031;323;218;44;49;5,347
7123;323;223;42;43;5,977
7208;324;229;43;47;5,340
7295;321;235;43;44;5,568
7392;318;243;47;45;5,267
7474;318;247;39;44;5,295
7557;315;251;43;44;5,205
7641;315;256;38;44;5,091
7733;312;258;37;44;5,045
7820;306;263;40;49;4,429
7909;305;268;36;44;4,818
7997;302;272;32;46;4,522
8092;293;276;42;43;4,744
8175;292;277;26;47;4,319
8259;289;280;26;43;4,651
8345;281;283;28;45;4,378
8435;278;283;27;51;3,863
8530;272;287;27;47;4,106
8619;265;289;26;50;3,820
8704;258;290;25;47;4,043
8794;253;291;31;44;4,295
8887;249;292;26;50;3,760
8976;245;292;29;48;3,917
9065;242;291;29;48;3,938
9155;238;292;26;48;3,917
9234;230;290;37;44;4,318
9322;234;290;27;45;4,222
9405;230;287;34;47;4,106
9497;231;289;33;42;4,548
9589;228;287;40;47;4,106
9675;232;287;38;45;4,289
9768;230;287;37;44;4,386
9857;234;280;36;47;4,255
9937;235;279;42;43;4,674
10034;237;279;44;46;4,370
10123;239;278;46;44;4,591
10206;243;276;48;48;4,250
10296;246;276;50;44;4,636
10389;252;271;50;45;4,644
10477;255;269;44;46;4,587
10569;257;268;51;44;4,818
10661;262;267;58;44;4,841
10751;266;265;57;43;5,000
10836;267;262;57;50;4,360
10931;270;259;57;47;4,702
11028;277;260;57;44;5,000
11117;281;258;60;46;4,826
11204;283;256;59;48;4,667
11295;288;256;61;46;4,870
11389;294;256;59;47;4,766
11477;297;252;54;47;4,851
11568;298;253;57;49;4,633
11655;301;250;54;49;4,694
11742;301;249;59;49;4,714
11835;302;248;58;52;4,462
11925;303;247;54;51;4,569
12008;304;247;51;48;4,854
12099;303;246;52;48;4,875
12189;302;245;54;52;4,519
12279;302;243;50;56;4,232
12369;302;243;52;52;4,558
12459;299;242;49;55;4,327
12546;296;242;46;54;4,407
12631;294;243;48;52;4,558
12725;292;243;45;50;4,740
12816;288;245;45;48;4,896
12908;286;243;42;54;4,389
13000;286;247;36;49;4,755
13089;281;250;40;51;4,510
13176;282;251;37;58;3,948
13265;282;253;34;59;3,847
13361;280;258;38;54;4,111
13449;278;261;36;55;3,982
13535;276;263;36;58;3,741
13626;272;264;37;60;3,600
13719;269;269;37;58;3,638
13807;266;269;35;63;3,349
13897;260;274;33;58;3,552
13987;254;277;41;58;3,500
14072;247;280;49;60;3,333
14162;242;278;55;60;3,367
14251;233;278;56;64;3,156
14335;222;280;57;66;3,030
14429;218;278;50;67;3,015
14522;209;277;62;67;3,030
14611;198;273;70;73;2,836
14705;190;275;74;74;2,770
14796;183;270;69;71;2,958
14892;175;270;73;76;2,763
14982;171;266;73;68;3,147
15078;166;262;82;71;3,070
15168;163;262;88;70;3,114
15262;159;257;93;74;3,014
15357;161;253;95;78;2,910
15444;163;252;93;76;3,000
15535;168;247;89;74;3,149
15626;172;244;97;75;3,147
15716;182;239;101;75;3,213
15806;187;236;105;77;3,169
15892;199;229;106;75;3,347
15974;211;225;108;75;3,400
16067;221;219;108;73;3,575
16160;233;213;109;71;3,761
16240;243;203;113;71;3,901
16329;257;197;115;71;3,986
16423;268;191;110;66;4,379
16514;277;179;113;72;4,181
16606;282;173;119;75;4,093
16696;295;161;120;71;4,493
16789;302;153;121;73;4,479
16878;307;141;124;69;4,913
16968;312;131;130;79;4,418
17058;320;122;129;85;4,212
17142;326;111;136;86;4,291
17237;326;104;133;79;4,759
17332;330;94;132;87;4,437
17422;330;79;132;97;4,134
17506;327;71;138;106;3,858
17598;326;76;140;91;4,440
17695;321;71;144;102;4,010
17792;317;76;139;99;4,081
17877;316;87;139;112;3,509
17966;315;91;138;103;3,777
18061;311;111;136;101;3,653
18154;313;133;142;97;3,577
18240;315;164;140;100;3,160
18334;319;183;137;99;3,000
18424;331;219;133;101;2,584
18511;341;264;137;108;2,000
18612;352;293;139;116;1,612
18708;370;348;151;116;1,138
18804;393;405;151;124;0,605
18895;419;442;165;72;0,528
18991;431;426;161;102;0,529
19071;455;405;165;129;0,581
19160;478;394;162;134;0,642
19246;488;400;143;154;0,519
19342;;;;;0
19437;;;;;0
19526;;;;;0
19611;;;;;0
19705;;;;;0
19796;;;;;0
19884;;;;;0
19972;;;;;0
20058;;;;;0
20147;;;;;0
20242;;;;;0
20334;;;;;0
20425;;;;;0
20519;;;;;0
20609;;;;;0
20700;;;;;0
20791;;;;;0
20878;;;;;0
20973;;;;;0
21062;;;;;0
21152;;;;;0
21240;;;;;0
21337;;;;;0
21432;;;;;0
21519;;;;;0
21605;;;;;0
21695;;;;;0
21789;;;;;0
21870;;;;;0
21966;;;;;0
22055;;;;;0
22136;;;;;0
