temps_ms;throttle;yaw;pitch;trim;estat
41;21;64;64;63;0
83;22;64;64;63;0
124;23;64;64;63;0
238;26;64;64;63;0
285;27;64;64;63;0
329;28;64;64;63;0
376;29;64;64;63;0
417;30;64;64;63;0
463;31;64;64;63;0
508;32;64;64;63;0
551;33;64;64;63;0
594;34;64;64;63;0
635;35;64;64;63;0
679;36;64;64;63;0
719;37;64;64;63;0
762;38;64;64;63;0
810;40;64;64;63;0
856;41;64;64;63;0
898;42;64;64;63;0
939;43;64;64;63;0
984;44;64;64;63;0
1026;45;64;64;63;0
1067;46;64;64;63;0
1112;47;64;64;63;0
1156;48;64;64;63;0
1201;49;64;64;63;0
1246;50;64;64;63;0
1292;51;64;64;63;0
1335;52;64;64;63;0
1380;53;64;64;63;0
1424;55;64;64;63;0
1468;56;64;64;63;0
1511;57;64;64;63;0
1555;58;64;64;63;0
1599;59;64;64;63;0
1646;60;64;64;63;0
1690;61;64;64;63;0
1733;62;64;64;63;0
1777;63;64;64;63;0
1818;64;64;64;63;0
1863;65;64;64;63;0
1906;66;64;64;63;0
1952;67;64;64;63;0
1994;68;64;64;63;0
2036;69;64;64;63;0
2081;71;64;64;63;0
2124;72;64;64;63;0
2168;73;64;64;63;0
2213;74;64;64;63;0
2257;75;64;64;63;0
2301;76;64;64;63;0
2346;77;64;64;63;0
2390;78;64;64;63;0
2432;79;64;64;63;0
2474;80;64;64;63;0
2519;81;64;64;63;0
2563;81;64;64;63;0
2606;81;64;64;63;0
2647;81;64;64;63;0
2692;81;64;64;63;0
2734;81;64;64;63;0
2779;81;64;64;63;0
2825;81;64;64;63;0
2869;81;64;64;63;0
2910;81;64;64;63;0
2953;81;64;64;63;0
2996;81;64;64;63;0
3040;81;64;64;63;0
3083;81;64;64;63;0
3127;81;64;64;63;0
3170;81;64;64;63;0
3214;81;64;64;63;0
3258;81;64;64;63;0
3302;81;64;64;63;0
3346;81;64;64;63;0
3391;81;64;64;63;0
3435;81;64;64;63;0
3482;81;64;64;63;0
3523;81;64;64;63;0
3568;81;64;64;63;0
3609;81;64;64;63;0
3654;81;64;64;63;0
3698;81;64;64;63;0
3746;81;64;64;63;0
3791;81;64;64;63;0
3832;81;64;64;63;0
3877;81;64;64;63;0
3918;81;64;64;63;0
3963;81;64;64;63;0
4007;81;64;64;63;0
4052;81;64;64;63;0
4096;81;64;64;63;0
4140;81;64;64;63;0
4186;81;64;64;63;0
4230;81;64;64;63;0
4277;81;64;64;63;0
4320;81;64;64;63;0
4392;81;84;64;63;0
4435;81;84;64;63;0
4481;81;84;64;63;0
4523;81;84;64;63;0
4564;81;64;64;63;0
4607;81;64;64;63;0
4651;81;64;64;63;0
4695;81;64;64;63;0
4736;81;64;64;63;0
4781;81;64;64;63;0
4821;81;64;64;63;0
4867;81;64;64;63;0
4912;81;84;64;63;0
4959;81;84;64;63;0
5000;81;84;64;63;0
5044;81;84;64;63;0
5086;81;64;64;63;0
5128;81;64;64;63;0
5170;81;64;64;63;0
5213;78;64;64;63;1
5256;78;64;64;63;1
5297;78;64;64;63;1
5340;78;64;64;63;1
5462;78;84;64;63;1
5506;78;84;64;63;1
5546;76;84;64;63;1
5591;76;64;64;63;1
5634;76;64;64;63;1
5674;76;64;64;63;1
5717;76;64;64;63;1
5763;76;64;64;63;1
5804;75;64;64;63;1
5849;75;64;64;63;1
5891;75;64;64;63;1
5980;75;84;64;63;1
6020;75;84;64;63;1
6066;75;84;64;63;1
6112;75;64;64;63;1
6153;73;64;64;63;1
6197;73;64;64;63;1
6244;73;64;64;63;1
6284;73;64;64;63;1
6327;73;64;64;63;1
6369;75;64;64;63;1
6483;75;44;64;63;1
6524;73;44;64;63;1
6568;73;44;64;63;1
6610;75;44;64;63;1
6654;75;64;64;63;1
6695;74;64;64;63;1
6740;74;64;64;63;1
6782;73;64;64;63;1
6827;73;64;64;63;1
6868;73;64;64;63;1
6910;75;64;64;63;1
7008;75;84;64;63;1
7051;75;84;64;63;1
7095;75;84;64;63;1
7142;75;64;64;63;1
7184;75;64;64;63;1
7228;77;64;64;63;1
7271;77;64;64;63;1
7313;77;64;64;63;1
7355;77;64;64;63;1
7399;77;64;64;63;1
7462;77;84;64;63;1
7505;77;84;64;63;1
7547;77;84;64;63;1
7589;78;84;64;63;1
7633;78;84;64;63;1
7677;77;64;64;63;1
7720;77;64;64;63;1
7763;77;64;64;63;1
7805;78;64;64;63;1
7849;78;64;64;63;1
7889;79;64;64;63;1
7933;79;64;64;63;1
7981;79;84;64;63;1
8023;78;64;64;63;1
8064;78;64;64;63;1
8108;78;64;64;63;1
8151;79;64;64;63;1
8193;79;64;64;63;1
8236;79;64;64;63;1
8280;79;64;64;63;1
8373;79;84;64;63;1
8415;80;64;64;63;1
8460;80;64;64;63;1
8503;81;64;64;63;1
8549;81;64;64;63;1
8591;80;64;64;63;1
8636;80;64;64;63;1
8678;80;64;64;63;1
8770;80;84;64;63;1
8817;80;64;64;63;1
