temps_ms;cx;cy;amplada;alcada;ratio
184;;;;;0
405;;;;;0
536;;;;;0
640;;;;;0
740;;;;;0
830;;;;;0
926;;;;;0
1019;;;;;0
1108;;;;;0
1205;;;;;0
1295;;;;;0
1386;;;;;0
1476;;;;;0
1567;;;;;0
1660;;;;;0
1751;;;;;0
1840;;;;;0
1931;;;;;0
2023;330;364;17;33;3,515
2111;;;;;0
2197;;;;;0
2282;;;;;0
2371;;;;;0
2463;;;;;0
2552;328;327;18;31;4,935
2635;323;313;20;31;5,387
2727;320;297;19;34;5,382
2819;318;286;18;33;5,879
2907;313;272;17;28;7,429
2996;307;253;17;32;7,094
3085;301;238;18;32;7,562
3171;;;;;0
3260;292;215;19;36;7,361
3348;286;197;19;48;5,896
3434;278;184;21;38;7,789
3520;272;175;20;37;8,243
3609;266;170;21;38;8,158
3699;258;158;21;39;8,256
3793;254;155;19;39;8,333
3884;245;153;21;40;8,175
3973;239;148;18;38;8,737
4065;236;149;19;38;8,711
4155;230;151;19;40;8,225
4243;226;153;20;38;8,605
4329;222;158;21;38;8,474
4426;220;162;19;35;9,086
4513;217;168;19;36;8,667
4600;214;172;21;41;7,512
4691;;;;;0
4786;214;190;20;44;6,591
4874;211;202;23;41;6,780
4966;211;216;22;38;6,947
5058;;;;;0
5149;209;237;23;37;6,568
5236;;;;;0
5327;212;252;24;37;6,162
5417;211;263;27;36;6,028
5508;211;272;30;37;5,622
5601;212;282;25;38;5,211
5690;212;289;29;39;4,897
5779;214;300;25;40;4,500
5870;215;307;30;38;4,553
5964;215;313;40;42;3,976
6053;217;318;31;41;3,951
6139;216;324;37;42;3,714
6236;216;327;41;44;3,477
6327;219;331;38;43;3,465
6422;218;333;40;41;3,585
6511;221;333;37;43;3,419
6590;223;333;42;43;3,419
6681;223;332;45;43;3,442
6772;223;331;50;43;3,465
6863;224;328;50;44;3,455
6952;226;324;51;45;3,467
7042;230;322;51;40;3,950
7133;236;315;43;42;3,929
7224;235;312;51;40;4,200
7316;237;304;56;42;4,190
7404;242;299;56;42;4,310
7495;247;291;49;36;5,250
7589;252;281;53;43;4,628
7681;254;278;52;41;4,927
7765;261;270;52;39;5,385
7855;264;266;54;40;5,350
7951;269;257;53;41;5,439
8038;275;253;55;35;6,486
8128;276;247;55;40;5,825
8224;283;238;52;36;6,722
8311;287;233;55;39;6,333
8399;295;230;52;37;6,757
8492;297;225;53;39;6,538
8581;304;221;55;41;6,317
8662;311;216;52;42;6,286
8753;314;214;54;44;6,045
8838;318;215;52;41;6,463
8927;324;213;52;43;6,209
9022;327;214;54;44;6,045
9111;330;215;55;41;6,463
9197;337;215;51;43;6,163
9287;340;216;49;48;5,500
9382;345;218;50;48;5,458
9471;347;221;48;46;5,630
9565;351;224;50;44;5,818
9660;353;224;45;43;5,953
9750;355;226;41;41;6,195
9839;357;228;44;44;5,727
