temps_ms;cx;cy;amplada;alcada;ratio
1387;266;414;172;132;0,500
1592;283;412;193;129;0,527
1710;267;414;174;131;0,504
1818;277;413;181;130;0,515
1920;311;417;81;122;0,516
2016;304;411;86;132;0,523
2110;305;414;82;125;0,528
2205;306;414;68;136;0,485
2300;308;415;62;132;0,492
2397;310;416;72;131;0,489
2488;315;413;66;129;0,519
2572;319;411;79;135;0,511
2666;329;413;89;129;0,519
2761;338;409;87;137;0,518
2853;347;406;95;141;0,525
2942;371;404;112;144;0,528
3040;380;394;112;153;0,562
3133;390;391;107;134;0,664
3228;403;382;107;136;0,721
3323;417;381;100;132;0,750
3406;423;370;96;136;0,809
3500;418;351;57;122;1,057
3591;426;338;57;102;1,392
3687;435;324;55;89;1,753
3775;447;305;60;90;1,944
3863;462;286;48;86;2,256
3959;471;272;58;87;2,391
4052;479;251;56;79;2,899
4136;491;232;60;73;3,397
4229;502;211;62;70;3,843
4321;510;197;70;69;4,101
4405;517;177;63;68;4,456
4499;522;164;60;69;4,580
4597;529;146;59;71;4,704
4691;533;131;51;76;4,592
4789;;;;;0
4877;536;105;48;81;4,630
4968;536;99;46;84;4,536
5060;535;97;50;80;4,787
5175;532;99;56;74;5,149
5275;528;100;62;75;5,067
5365;520;110;70;68;5,441
5467;507;120;64;69;5,217
5560;494;128;68;67;5,254
5651;476;140;71;63;5,397
5738;;;;;0
5832;460;170;96;69;4,493
5926;;;;;0
6017;472;208;52;47;5,787
6107;456;226;45;62;4,097
6201;;;;;0
6291;;;;;0
6383;;;;;0
6466;;;;;0
6555;338;255;64;91;2,473
6637;;;;;0
6726;330;267;90;97;2,196
6816;326;256;98;119;1,882
6902;321;275;91;83;2,470
6997;317;258;91;109;2,037
7096;286;240;154;148;1,622
7189;294;256;50;80;2,800
7279;296;258;64;66;3,364
7375;291;253;62;64;3,547
7471;286;250;66;58;3,966
7566;289;224;78;98;2,612
7666;277;233;46;43;5,744
7764;271;216;42;63;4,190
7861;272;218;46;60;4,367
7956;272;212;38;52;5,154
8044;;;;;0
8135;;;;;0
8228;257;182;25;53;5,623
8325;;;;;0
8415;253;170;26;47;6,596
8497;252;168;24;50;6,240
8589;252;164;26;50;6,320
8681;252;162;25;49;6,490
8774;;;;;0
8870;;;;;0
8962;;;;;0
9053;259;155;24;45;7,222
9141;264;154;17;38;8,579
9234;268;154;21;40;8,150
9319;;;;;0
9404;;;;;0
9492;;;;;0
9586;;;;;0
9671;;;;;0
9763;;;;;0
9855;;;;;0
9940;;;;;0
10034;;;;;0
10132;;;;;0
10231;;;;;0
10333;;;;;0
10433;;;;;0
10526;;;;;0
10620;;;;;0
10708;;;;;0
10808;;;;;0
10905;;;;;0
11004;371;224;32;42;6,095
11096;;;;;0
11194;372;230;29;30;8,333
11292;375;235;27;34;7,206
11387;374;235;29;37;6,622
11485;373;236;29;37;6,595
11594;;;;;0
11700;371;241;35;40;5,975
11795;;;;;0
11888;;;;;0
11980;;;;;0
12077;;;;;0
12168;;;;;0
12263;;;;;0
12359;341;246;68;52;4,500
12460;;;;;0
12552;;;;;0
12643;;;;;0
12737;;;;;0
12835;;;;;0
12929;332;238;46;44;5,500
13022;;;;;0
13116;332;237;43;47;5,170
13214;;;;;0
13308;;;;;0
13403;;;;;0
13495;;;;;0
13597;331;235;36;47;5,213
13695;;;;;0
13787;;;;;0
13877;;;;;0
13974;;;;;0
14063;;;;;0
14157;330;238;35;56;4,321
14250;;;;;0
14338;;;;;0
14429;;;;;0
14523;328;236;27;51;4,784
14608;328;236;40;51;4,784
14699;326;238;36;54;4,481
14793;;;;;0
14885;326;237;35;54;4,500
14973;;;;;0
15068;292;211;55;75;3,587
15161;;;;;0
15260;;;;;0
15350;;;;;0
15438;;;;;0
15534;;;;;0
15622;;;;;0
15707;;;;;0
15800;;;;;0
15890;;;;;0
15979;;;;;0
16075;;;;;0
16168;;;;;0
16258;;;;;0
16350;;;;;0
16435;;;;;0
16525;;;;;0
16615;;;;;0
16698;;;;;0
16787;;;;;0
16875;;;;;0
16965;;;;;0
17063;;;;;0
17155;;;;;0
17241;;;;;0
17338;;;;;0
17428;;;;;0
17520;;;;;0
17603;;;;;0
17694;;;;;0
17785;;;;;0
17876;;;;;0
17973;;;;;0
18067;;;;;0
18157;;;;;0
18247;;;;;0
18335;;;;;0
18429;;;;;0
18512;;;;;0
18599;;;;;0
18699;;;;;0
18794;;;;;0
18887;;;;;0
18967;;;;;0
19054;;;;;0
19141;;;;;0
19235;;;;;0
19326;;;;;0
19416;;;;;0
19500;;;;;0
19591;;;;;0
19683;;;;;0
19772;;;;;0
19865;;;;;0
19958;;;;;0
20052;;;;;0
20138;;;;;0
20229;;;;;0
20319;;;;;0
20412;;;;;0
20503;;;;;0
20595;;;;;0
20685;;;;;0
20771;;;;;0
20866;;;;;0
20957;;;;;0
21043;;;;;0
21133;;;;;0
21227;;;;;0
21317;;;;;0
21402;;;;;0
21498;;;;;0
21593;;;;;0
21684;;;;;0
21769;;;;;0
21864;;;;;0
21958;;;;;0
22049;;;;;0
22135;;;;;0
22228;;;;;0
22323;;;;;0
22410;;;;;0
22500;;;;;0
22594;;;;;0
22685;;;;;0
22771;;;;;0
22865;;;;;0
22969;;;;;0
23063;;;;;0
23159;;;;;0
