temps_ms;throttle;yaw;pitch;trim;estat;active_cam
64;36;64;64;80;0;0
104;37;64;64;80;0;0
146;37;64;64;80;0;0
188;38;64;64;80;0;0
243;39;64;64;80;0;0
297;40;64;64;80;0;0
344;41;64;64;80;0;0
400;42;64;64;80;0;0
449;43;64;64;80;0;0
493;44;64;64;80;0;0
543;45;64;64;80;0;0
593;46;64;64;80;0;0
637;47;64;64;80;0;0
679;48;64;64;80;0;0
724;49;64;64;80;0;0
765;49;64;64;80;0;0
810;50;64;64;80;0;0
858;51;64;64;80;0;0
902;52;64;64;80;0;0
947;53;64;64;80;0;0
991;54;64;64;80;0;0
1035;55;64;64;80;0;0
1075;55;64;64;80;0;0
1116;56;64;64;80;0;0
1156;57;64;64;80;0;0
1199;58;64;64;80;0;0
1242;59;64;64;80;0;0
1282;59;64;64;80;0;0
1326;60;64;64;80;0;0
1369;61;64;64;80;0;0
1413;62;64;64;80;0;0
1453;63;64;64;80;0;0
1496;63;64;64;80;0;0
1539;78;64;64;80;1;0
1580;78;64;64;80;1;0
1626;78;64;64;80;1;0
1671;78;64;64;80;1;0
1717;78;64;64;80;1;0
1757;78;64;64;80;1;0
1800;78;64;64;80;1;0
1845;78;64;64;80;1;0
1888;78;64;64;80;1;0
1929;78;64;64;80;1;0
1972;78;64;64;80;1;0
2013;78;64;64;80;1;0
2055;77;64;64;80;1;0
2097;77;64;64;80;1;0
2139;77;64;64;80;1;0
2183;77;64;64;80;1;0
2226;76;64;64;80;1;0
2266;76;64;64;80;1;0
2311;76;64;64;80;1;0
2356;77;64;64;80;1;0
2402;77;64;64;80;1;0
2447;74;64;64;80;1;0
2491;74;64;64;80;1;0
2534;74;64;64;80;1;0
2581;74;64;64;80;1;0
2624;70;64;64;80;1;0
2669;70;64;64;80;1;0
2709;70;64;64;80;1;0
2753;70;64;64;80;1;0
2797;64;64;64;80;1;0
2841;64;64;64;80;1;0
2885;55;64;64;80;1;0
2929;55;64;64;80;1;0
2969;55;64;64;80;1;0
3012;55;64;64;80;1;0
3058;55;64;64;80;1;0
3099;55;64;64;80;1;0
3141;55;64;64;80;1;0
3184;55;64;64;80;1;0
3230;55;64;64;80;1;0
