temps_ms;throttle;yaw;pitch;trim;estat;active_cam
59;36;64;64;63;0;0
100;36;64;64;63;0;0
141;37;64;64;63;0;0
183;38;64;64;63;0;0
225;39;64;64;63;0;0
272;39;64;64;63;0;0
328;40;64;64;63;0;0
387;42;64;64;63;0;0
430;42;64;64;63;0;0
473;43;64;64;63;0;0
522;44;64;64;63;0;0
572;45;64;64;63;0;0
612;46;64;64;63;0;0
662;46;64;64;63;0;0
708;47;64;64;63;0;0
750;48;64;64;63;0;0
799;49;64;64;63;0;0
848;50;64;64;63;0;0
896;51;64;64;63;0;0
941;51;64;64;63;0;0
988;52;64;64;63;0;0
1033;53;64;64;63;0;0
1075;54;64;64;63;0;0
1118;55;64;64;63;0;0
1160;55;64;64;63;0;0
1206;56;64;64;63;0;0
1250;57;64;64;63;0;0
1295;58;64;64;63;0;0
1337;59;64;64;63;0;0
1377;59;64;64;63;0;0
1418;60;64;64;63;0;0
1464;61;64;64;63;0;0
1526;62;64;64;63;1;0
1568;75;64;64;63;1;0
1613;75;64;64;63;1;0
1654;75;64;64;63;1;0
1698;75;64;64;63;1;0
1740;75;64;64;63;1;0
1788;75;64;64;63;1;0
1832;75;64;64;63;1;0
1875;74;64;64;63;1;0
1917;74;64;64;63;1;0
1959;75;64;64;63;1;0
2003;75;64;64;63;1;0
2045;74;64;64;63;1;0
2090;74;64;64;63;1;0
2132;74;64;64;63;1;0
2175;74;64;64;63;1;0
2216;74;64;64;63;1;0
2263;73;64;64;63;1;0
2303;73;64;64;63;1;0
2350;71;64;64;63;1;0
2395;71;64;64;63;1;0
2436;71;64;64;63;1;0
2479;71;64;64;63;1;0
2520;71;64;64;63;1;0
2562;71;64;64;63;1;0
2605;71;64;64;63;1;0
2647;66;64;64;63;1;0
2689;66;64;64;63;1;0
2731;65;84;64;63;1;0
2777;65;84;64;63;1;0
2820;63;84;64;63;1;0
2862;63;84;64;63;1;0
2907;61;64;64;63;1;0
2948;61;64;64;63;1;0
2991;61;64;64;63;1;0
3035;54;64;64;63;1;0
3078;54;64;64;63;1;0
3120;54;64;64;63;1;0
3162;54;64;64;63;1;0
3204;54;64;64;63;1;0
3250;54;84;64;63;1;0
3291;54;84;64;63;1;0
3335;54;84;64;63;1;0
3377;54;84;64;63;1;0
3419;54;64;64;63;1;0
3464;54;64;64;63;1;0
3508;54;64;64;63;1;0
3553;54;64;64;63;1;0
3596;54;64;64;63;1;0
3638;54;64;64;63;1;0
3682;54;64;64;63;1;0
3722;54;84;64;63;1;0
3765;54;84;64;63;1;0
3808;54;84;64;63;1;0
