temps_ms;throttle;yaw;pitch;trim;estat
64;21;63;63;63;0
105;22;63;63;63;0
189;24;63;63;63;0
236;25;63;63;63;0
282;26;63;63;63;0
322;27;63;63;63;0
364;28;63;63;63;0
408;29;63;63;63;0
452;30;63;63;63;0
495;31;63;63;63;0
537;32;63;63;63;0
580;33;63;63;63;0
622;34;63;63;63;0
663;35;63;63;63;0
705;36;63;63;63;0
751;37;63;63;63;0
795;38;63;63;63;0
838;39;63;63;63;0
880;40;63;63;63;0
926;41;63;63;63;0
966;42;63;63;63;0
1012;43;63;63;63;0
1057;44;63;63;63;0
1100;45;63;63;63;0
1142;46;63;63;63;0
1185;47;63;63;63;0
1231;48;63;63;63;0
1272;49;63;63;63;0
1313;50;63;63;63;0
1358;51;63;63;63;0
1402;52;63;63;63;0
1443;53;63;63;63;0
1486;54;63;63;63;0
1526;55;63;63;63;0
1572;56;63;63;63;0
1614;57;63;63;63;0
1659;58;63;63;63;0
1705;59;63;63;63;0
1747;60;63;63;63;0
1788;61;63;63;63;0
1832;62;63;63;63;0
1873;63;63;63;63;0
1918;64;63;63;63;0
1962;65;63;63;63;0
2005;66;63;63;63;0
2046;67;63;63;63;0
2091;68;63;63;63;0
2135;69;63;63;63;0
2177;70;63;63;63;0
2222;71;63;63;63;0
2263;71;63;63;63;0
2308;71;63;63;63;0
2349;71;63;63;63;0
2390;71;63;63;63;0
2432;71;63;63;63;0
2473;71;63;63;63;0
2515;71;63;63;63;0
2561;71;63;63;63;0
2607;71;63;63;63;0
2650;71;63;63;63;0
2692;71;63;63;63;0
2733;71;63;63;63;0
2774;71;63;63;63;0
2818;71;63;63;63;0
2862;71;63;63;63;0
2904;71;63;63;63;0
2948;71;63;63;63;0
2992;71;63;63;63;0
3035;71;63;63;63;0
3079;71;63;63;63;0
3120;71;63;63;63;0
3164;71;63;63;63;0
3204;71;63;63;63;0
3249;71;63;63;63;0
3291;71;63;63;63;0
3333;71;63;63;63;0
3374;71;63;63;63;0
3417;71;63;63;63;0
3460;71;63;63;63;0
3503;71;63;63;63;0
3548;71;63;63;63;0
3590;71;63;63;63;0
3635;71;63;63;63;0
3678;71;63;63;63;0
3718;71;63;63;63;0
3763;71;63;63;63;0
3860;71;63;63;63;1
3907;66;63;63;63;1
3947;66;63;63;63;1
3992;66;63;63;63;1
4039;66;63;63;63;1
4131;64;83;63;63;1
4173;61;83;63;63;1
4213;61;83;63;63;1
4254;63;83;63;63;1
4297;63;63;63;63;1
4339;63;63;63;63;1
4381;63;63;63;63;1
4422;63;63;63;63;1
4462;63;63;63;63;1
4510;63;63;63;63;1
4551;63;63;63;63;1
4633;63;83;63;63;1
4678;63;83;63;63;1
4719;63;83;63;63;1
4763;63;83;63;63;1
4805;63;63;63;63;1
4849;63;63;63;63;1
4894;63;63;63;63;1
4936;63;63;63;63;1
4984;63;63;63;63;1
5028;63;63;63;63;1
5070;63;63;63;63;1
5141;63;83;63;63;1
5186;63;83;63;63;1
5230;63;83;63;63;1
5274;63;83;63;63;1
5317;63;63;63;63;1
5358;63;63;63;63;1
5400;63;63;63;63;1
5443;63;63;63;63;1
5484;63;63;63;63;1
5528;63;63;63;63;1
5571;63;63;63;63;1
5664;63;83;63;63;1
5705;63;83;63;63;1
5745;63;83;63;63;1
5786;63;83;63;63;1
5830;63;63;63;63;1
5871;63;63;63;63;1
5912;63;63;63;63;1
5954;63;63;63;63;1
5995;63;63;63;63;1
6035;63;63;63;63;1
6080;63;63;63;63;1
6182;63;83;63;63;1
6223;63;63;63;63;1
6268;63;63;63;63;1
6310;63;63;63;63;1
6351;63;63;63;63;1
6391;63;63;63;63;1
6436;63;63;63;63;1
6479;63;63;63;63;1
6564;63;83;63;63;1
6604;63;63;63;63;1
6645;63;63;63;63;1
6687;63;63;63;63;1
6728;63;63;63;63;1
6771;63;63;63;63;1
6813;63;63;63;63;1
6857;63;63;63;63;1
6942;63;83;63;63;1
6983;63;63;63;63;1
7024;63;63;63;63;1
7067;63;63;63;63;1
7109;63;63;63;63;1
7152;63;63;63;63;1
7194;63;63;63;63;1
7238;63;63;63;63;1
7319;63;83;63;63;1
7361;63;63;63;63;1
7402;63;63;63;63;1
7444;63;63;63;63;1
7486;63;63;63;63;1
7527;63;63;63;63;1
7568;63;63;63;63;1
7609;63;63;63;63;1
7716;63;83;63;63;1
7761;63;63;63;63;1
7806;63;63;63;63;1
7848;63;63;63;63;1
7888;63;63;63;63;1
7933;63;63;63;63;1
7978;63;63;63;63;1
8023;63;63;63;63;1
8111;63;83;63;63;1
8153;63;63;63;63;1
8193;63;63;63;63;1
8236;63;63;63;63;1
8280;63;63;63;63;1
8322;63;63;63;63;1
8362;63;63;63;63;1
8403;63;63;63;63;1
8506;63;83;63;63;1
8548;63;63;63;63;1
8589;63;63;63;63;1
8634;63;63;63;63;1
8677;63;63;63;63;1
8723;63;63;63;63;1
8763;63;63;63;63;1
8809;63;63;63;63;1
8900;63;83;63;63;1
8946;63;63;63;63;1
8989;63;63;63;63;1
9031;63;63;63;63;1
9073;63;63;63;63;1
9119;63;63;63;63;1
9163;63;63;63;63;1
9208;63;63;63;63;1
9263;63;83;63;63;1
9306;63;63;63;63;1
9353;63;63;63;63;1
9398;63;63;63;63;1
9440;63;63;63;63;1
9485;63;63;63;63;1
9530;63;63;63;63;1
9570;63;63;63;63;1
9638;63;83;63;63;1
9681;63;63;63;63;1
9723;63;63;63;63;1
9766;63;63;63;63;1
9806;63;63;63;63;1
9852;63;63;63;63;1
9893;63;63;63;63;1
9939;63;63;63;63;1
10035;63;83;63;63;1
10075;63;63;63;63;1
10119;63;63;63;63;1
10161;63;63;63;63;1
