temps_ms;cx;cy;amplada;alcada;ratio
1399;307;413;177;128;0,523
1594;306;412;179;131;0,519
1693;305;412;184;130;0,523
1797;334;413;66;132;0,508
1916;335;414;66;130;0,508
2052;335;415;66;129;0,504
2172;334;416;68;128;0,500
2320;334;415;66;129;0,504
2456;331;416;67;130;0,492
2568;330;413;84;129;0,519
2694;328;413;79;131;0,511
2836;318;412;85;130;0,523
2969;304;411;96;134;0,515
3110;268;407;94;144;0,507
3229;;;;;0
3371;;;;;0
3500;141;379;54;96;1,052
3626;;;;;0
3754;98;318;37;126;1,286
3897;;;;;0
4028;116;278;72;120;1,683
4154;98;268;37;92;2,304
4278;;;;;0
4427;116;240;73;92;2,609
4556;146;228;73;66;3,818
4681;198;219;28;54;4,833
4811;205;229;53;131;1,916
4953;242;218;67;75;3,493
5082;296;229;62;128;1,961
5213;;;;;0
5340;;;;;0
5486;384;231;50;50;4,980
5610;;;;;0
5740;463;244;53;49;4,816
5867;;;;;0
6015;;;;;0
6138;;;;;0
6267;;;;;0
6411;;;;;0
6540;;;;;0
6665;;;;;0
6793;;;;;0
6936;;;;;0
7066;;;;;0
7192;;;;;0
7320;;;;;0
7465;;;;;0
7605;539;313;35;58;2,879
7720;535;308;40;56;3,071
7853;526;300;33;50;3,600
7996;523;293;33;52;3,596
8121;523;286;35;53;3,660
8248;524;280;31;47;4,255
8374;526;274;33;49;4,204
8521;530;269;34;54;3,907
8650;;;;;0
8779;540;258;34;56;3,964
8907;;;;;0
9054;;;;;0
9179;;;;;0
9303;;;;;0
9435;;;;;0
9582;;;;;0
9705;;;;;0
9835;;;;;0
9959;;;;;0
10110;;;;;0
10233;490;270;37;78;2,692
10361;484;277;37;73;2,781
10487;474;269;60;66;3,197
10635;464;266;69;69;3,101
10764;;;;;0
10891;438;270;72;52;4,038
11022;424;274;60;48;4,292
11163;414;271;50;48;4,354
11295;409;276;46;36;5,667
11420;;;;;0
11544;399;274;51;36;5,722
11688;;;;;0
11816;386;268;35;45;4,711
11946;;;;;0
12074;386;270;34;42;5,000
12219;383;268;32;45;4,711
12345;382;268;32;41;5,171
12475;381;265;37;45;4,778
12602;380;268;35;38;5,579
12746;379;269;39;33;6,394
12873;;;;;0
13003;367;262;45;53;4,113
13133;360;263;36;43;5,047
13279;363;259;55;55;4,018
13402;;;;;0
13532;;;;;0
13657;;;;;0
13801;;;;;0
13934;;;;;0
14059;312;246;27;79;2,962
14184;311;256;34;66;3,394
14332;309;255;38;66;3,409
14462;;;;;0
14595;;;;;0
14716;;;;;0
14859;293;242;26;53;4,491
14987;;;;;0
15115;;;;;0
15239;;;;;0
15389;;;;;0
15512;;;;;0
15644;;;;;0
15787;;;;;0
15917;;;;;0
16040;;;;;0
16174;;;;;0
16299;;;;;0
16443;;;;;0
16569;;;;;0
16701;;;;;0
16825;;;;;0
16962;;;;;0
17098;;;;;0
17228;;;;;0
17356;;;;;0
17498;;;;;0
17627;;;;;0
17758;;;;;0
17887;;;;;0
18033;;;;;0
18157;;;;;0
18278;;;;;0
18409;;;;;0
18557;;;;;0
18680;;;;;0
18809;;;;;0
18941;;;;;0
19080;;;;;0
19225;;;;;0
19339;;;;;0
19467;;;;;0
19611;;;;;0
19737;;;;;0
19869;;;;;0
19995;;;;;0
20138;;;;;0
20266;;;;;0
20393;;;;;0
20524;;;;;0
20668;;;;;0
20795;;;;;0
20917;;;;;0
21049;;;;;0
21197;;;;;0
21322;;;;;0
21450;;;;;0
21587;;;;;0
21724;;;;;0
21851;;;;;0
21974;;;;;0
22123;;;;;0
22249;;;;;0
22379;;;;;0
22506;;;;;0
22650;;;;;0
22779;;;;;0
22904;;;;;0
23035;;;;;0
23173;;;;;0
23306;;;;;0
23433;;;;;0
23540;;;;;0
