temps_ms;cx;cy;amplada;alcada;ratio
7491;187;342;28;40;3,450
7572;180;340;27;42;3,333
7656;177;340;32;41;3,415
7746;171;338;30;41;3,463
7828;167;338;31;39;3,641
7917;166;339;29;40;3,525
8000;165;336;27;38;3,789
8090;164;337;26;35;4,086
8180;131;300;102;166;1,084
8260;164;337;26;36;3,972
8339;164;338;28;37;3,838
8423;164;337;28;37;3,865
8505;165;338;28;41;3,463
8587;166;339;29;40;3,525
8671;168;338;33;42;3,381
8760;171;340;35;41;3,415
8848;178;343;35;45;3,044
8931;181;344;39;45;3,022
9021;188;344;32;44;3,091
9099;195;344;36;45;3,022
9187;199;347;36;44;3,023
9269;204;345;38;47;2,872
9360;209;347;37;44;3,023
9444;218;346;38;43;3,116
9524;226;347;31;43;3,093
9612;;;;;0
9697;235;347;31;44;3,023
9788;237;348;40;44;3,000
9871;238;347;44;46;2,891
9962;241;347;44;47;2,830
10049;244;345;44;47;2,872
10135;245;346;42;45;2,978
10227;246;346;50;51;2,627
10313;246;345;49;49;2,755
10398;247;345;48;49;2,755
10483;246;345;49;49;2,755
10557;246;345;50;48;2,812
10641;246;344;49;49;2,776
10714;246;344;49;50;2,720
10797;247;344;49;50;2,720
10884;247;342;48;51;2,706
10964;246;343;50;50;2,740
11052;246;341;48;49;2,837
11129;246;341;55;50;2,780
11217;247;340;57;52;2,692
11300;250;339;56;51;2,765
11386;251;339;53;52;2,712
11468;255;338;54;53;2,679
11554;257;337;52;53;2,698
11633;259;338;52;52;2,731
11722;265;337;50;51;2,804
11805;271;339;52;53;2,660
11883;277;336;50;51;2,824
11966;281;337;49;50;2,860
12054;284;336;52;51;2,824
12132;288;337;57;54;2,648
12215;296;347;54;77;1,727
12295;307;351;57;82;1,573
12384;318;352;45;84;1,524
12469;319;346;58;77;1,740
12558;324;347;64;83;1,602
12645;335;344;53;78;1,744
12728;339;341;55;75;1,853
12807;345;333;62;65;2,262
12893;353;322;49;51;3,098
12971;360;320;48;54;2,963
13054;365;316;48;55;2,982
13136;371;313;52;59;2,831
13225;374;309;54;59;2,898
13312;381;304;56;57;3,088
13396;385;303;51;60;2,950
13484;391;298;44;64;2,844
13566;394;293;41;61;3,066
13654;397;289;43;64;2,984
13729;397;284;45;63;3,111
13811;398;281;44;71;2,803
13895;400;277;42;64;3,172
13981;396;270;34;69;3,043
14063;392;268;35;73;2,904
14138;385;263;33;72;3,014
14219;375;260;34;71;3,099
14303;367;259;32;72;3,069
14388;360;257;31;71;3,141
14475;349;258;35;72;3,083
14563;335;257;43;75;2,973
14654;320;256;54;76;2,947
14738;300;255;57;78;2,885
14826;286;260;59;74;2,973
14918;269;263;71;74;2,932
15000;256;267;71;78;2,731
15084;233;271;71;79;2,646
15164;212;276;67;81;2,519
15254;201;281;64;79;2,519
15333;147;295;134;154;1,201
15423;145;300;130;165;1,091
15509;139;285;116;134;1,455
15594;135;298;108;160;1,137
15685;;;;;0
15770;;;;;0
15854;;;;;0
15939;;;;;0
16027;128;295;96;161;1,149
16116;;;;;0
16202;;;;;0
16288;;;;;0
16370;;;;;0
16458;;;;;0
16546;;;;;0
16628;;;;;0
16714;;;;;0
16795;;;;;0
16884;129;297;99;160;1,144
16968;129;296;99;155;1,187
17055;132;300;103;165;1,091
17141;140;272;89;110;1,891
17222;133;290;105;167;1,138
17306;154;242;70;99;2,404
17389;153;222;74;108;2,389
17477;150;208;80;126;2,159
17556;148;183;79;104;2,856
17646;146;161;81;111;2,874
17730;145;137;82;114;3,009
17825;136;114;94;115;3,183
17913;131;98;98;132;2,894
17995;133;84;102;140;2,829
18087;130;79;99;152;2,638
18172;130;77;99;154;2,617
18254;129;76;97;151;2,675
18337;129;81;96;157;2,541
18425;127;80;95;153;2,614
18511;123;92;86;146;2,658
18595;123;113;86;149;2,463
18684;124;138;89;162;2,111
18765;129;177;98;184;1,647
18854;131;247;103;250;0,932
18937;122;241;75;94;2,543
19029;;;;;0
19119;;;;;0
19202;;;;;0
19287;;;;;0
19370;;;;;0
19449;;;;;0
19530;;;;;0
19619;;;;;0
19699;;;;;0
19784;;;;;0
19867;;;;;0
19944;;;;;0
20025;;;;;0
20116;;;;;0
20198;;;;;0
20286;;;;;0
20361;;;;;0
20450;;;;;0
20530;;;;;0
20618;;;;;0
20700;;;;;0
20786;;;;;0
20867;;;;;0
20955;;;;;0
21031;;;;;0
21120;;;;;0
21205;;;;;0
21296;;;;;0
21382;;;;;0
21464;;;;;0
21551;202;393;27;72;1,208
21630;;;;;0
21719;;;;;0
21803;;;;;0
21888;;;;;0
21966;308;369;32;42;2,643
22053;;;;;0
22135;;;;;0
22224;;;;;0
22308;;;;;0
