temps_ms;cx;cy;amplada;alcada
238;287;354;92;165
457;;;;
569;255;345;149;185
671;;;;
777;;;;
879;;;;
979;;;;
1085;;;;
1182;;;;
1290;;;;
1387;;;;
1494;;;;
1595;;;;
1699;;;;
1794;;;;
1891;;;;
2015;;;;
2109;;;;
2211;;;;
2308;;;;
2403;;;;
2501;;;;
2592;;;;
2682;;;;
2776;;;;
2872;;;;
2963;;;;
3055;;;;
3153;;;;
3247;;;;
3341;;;;
3460;;;;
3566;;;;
3666;;;;
3770;;;;
3876;;;;
3982;;;;
4088;;;;
4181;250;319;141;184
4282;;;;
4387;;;;
4493;;;;
4595;;;;
4689;;;;
4785;;;;
4890;;;;
5026;;;;
5135;;;;
5238;;;;
5338;;;;
5431;;;;
5517;;;;
5618;284;324;177;171
5713;;;;
5820;;;;
5913;;;;
6010;;;;
6115;;;;
6211;;;;
6310;;;;
6409;;;;
6564;;;;
6658;;;;
6750;;;;
6847;;;;
6948;;;;
7043;;;;
7133;;;;
7225;;;;
7330;;;;
7468;;;;
7597;;;;
7717;;;;
7825;;;;
7934;;;;
8046;;;;
8237;;;;
8379;;;;
8531;;;;
8655;;;;
8768;;;;
8890;;;;
9006;;;;
9129;;;;
9236;;;;
9347;;;;
9459;;;;
9556;;;;
9661;;;;
9762;;;;
9863;;;;
9996;;;;
10097;;;;
10197;;;;
10292;;;;
10398;;;;
10495;;;;
10594;290;327;184;172
10697;;;;
10790;;;;
10888;;;;
10985;;;;
11082;;;;
11176;287;325;175;170
11273;;;;
11376;;;;
11494;;;;
11593;;;;
11693;;;;
11788;;;;
11891;;;;
11982;;;;
12087;;;;
12192;;;;
12290;;;;
12392;;;;
12489;;;;
12587;;;;
12686;;;;
12784;;;;
12892;;;;
13076;;;;
13185;;;;
13295;;;;
13400;;;;
13494;;;;
13589;;;;
13688;;;;
13783;;;;
13882;;;;
13979;;;;
14076;;;;
14175;;;;
14274;;;;
14373;;;;
14466;;;;
14650;;;;
14746;;;;
14847;;;;
14946;;;;
15052;;;;
15148;;;;
15250;;;;
15343;;;;
15436;;;;
15526;;;;
15623;;;;
15720;;;;
15815;;;;
15916;;;;
16016;;;;
16190;;;;
16290;;;;
16389;;;;
16493;;;;
16584;;;;
16684;;;;
16780;;;;
16881;;;;
16976;;;;
17076;;;;
17176;;;;
17273;;;;
17366;;;;
17457;;;;
17547;;;;
17742;;;;
17841;;;;
17938;;;;
18038;;;;
18128;;;;
18214;;;;
18306;;;;
18414;;;;
18515;;;;
18611;;;;
18713;;;;
18810;;;;
18903;;;;
19000;;;;
19089;;;;
19217;;;;
19311;;;;
19409;;;;
19511;;;;
19606;;;;
19707;;;;
19791;;;;
19881;;;;
19980;;;;
20075;;;;
20174;;;;
20269;;;;
20358;;;;
20459;;;;
20554;;;;
20683;;;;
20775;;;;
20871;319;338;24;32
20970;;;;
21070;323;334;24;35
21171;325;331;24;34
21266;326;331;23;34
21351;329;334;22;36
21453;329;335;28;34
21550;329;338;29;33
21651;330;340;20;29
21748;;;;
21843;;;;
21941;;;;
22038;;;;
22228;;;;
22327;;;;
22425;;;;
22517;;;;
22612;;;;
22709;;;;
22804;;;;
22903;;;;
22996;;;;
23082;329;415;25;49
23187;332;417;21;44
23282;334;431;19;32
23376;337;431;25;41
23480;338;434;25;37
23584;340;438;24;37
23773;340;438;26;38
23877;343;438;24;38
23973;343;436;27;37
24074;344;438;22;35
24174;343;436;24;34
24272;342;431;25;43
24369;342;430;24;42
24461;338;424;25;43
24547;;;;
24640;331;413;24;51
24744;;;;
24838;;;;
24935;;;;
25029;312;401;23;38
25129;311;401;22;36
25321;;;;
25416;;;;
25519;;;;
25622;290;367;26;41
25722;292;363;20;49
25812;289;359;23;58
25905;292;340;22;40
25997;287;330;26;39
26088;288;323;26;42
26182;283;317;29;40
26280;285;306;24;39
26374;283;297;24;41
26471;282;287;25;41
26577;283;279;22;37
26674;281;270;28;38
26854;283;263;21;37
26954;284;252;24;37
27049;283;248;25;39
27142;285;246;27;42
27255;283;242;24;41
27352;284;238;26;45
27456;284;238;26;45
27543;280;239;31;42
27642;279;244;32;42
27740;278;246;34;41
27835;276;254;35;43
27929;275;257;35;43
28020;273;266;39;42
28119;271;275;41;44
28212;270;284;43;47
28390;270;295;43;46
28492;271;317;39;44
28588;272;328;36;45
28682;271;340;40;46
28771;274;348;33;47
28871;277;362;36;62
28964;277;364;34;51
29055;278;367;34;48
29146;277;368;35;52
29245;278;368;34;49
29335;281;368;35;50
29420;285;367;35;47
29524;285;366;35;49
29617;288;364;35;49
29717;291;362;35;52
29845;300;352;32;51
29948;309;339;27;45
30050;311;337;35;42
30147;316;331;34;48
30246;320;325;34;49
30350;324;319;29;52
30450;327;306;27;54
30552;331;300;26;48
30646;331;289;30;54
30762;332;281;28;52
30860;330;271;25;52
30956;329;261;28;56
31053;325;252;25;54
31155;319;246;36;49
31257;311;242;41;54
31390;305;237;44;54
31493;293;234;45;53
31592;290;233;42;51
31686;284;236;41;49
31789;281;241;40;54
31883;279;243;42;55
31980;279;250;44;57
32080;280;254;43;56
32180;283;259;45;58
32281;289;260;34;58
32372;295;260;44;59
32473;302;258;31;60
32570;308;256;32;61
32664;311;256;33;60
32762;315;253;31;61
32950;318;250;30;58
33053;318;237;34;61
33146;315;232;33;65
33255;307;227;41;65
33358;304;218;42;65
33454;299;211;38;65
33552;291;205;43;72
33652;283;201;40;64
33745;277;200;37;68
33838;270;203;40;72
33941;264;208;36;75
34046;259;214;39;71
34146;251;231;39;73
34245;247;243;41;74
34341;244;258;38;74
34513;241;272;39;75
34628;239;292;39;74
34739;238;308;40;71
34851;235;324;41;75
34944;234;342;40;85
35044;231;356;42;83
35137;224;373;41;86
35235;217;385;51;89
35342;208;400;65;98
35443;200;417;68;97
35537;198;427;61;95
35636;197;421;65;114
35735;197;417;72;109
35830;201;397;63;103
35921;203;381;62;102
36044;196;348;79;101
36145;196;303;79;106
36247;192;281;86;106
36341;190;273;83;105
36436;190;276;77;110
36536;188;290;90;115
36632;191;328;100;130
36718;165;338;172;227
36821;;;;
36922;;;;
37022;;;;
37122;;;;
37215;194;412;204;136
37320;;;;
37418;188;412;208;132
37547;214;414;160;126
37647;208;418;164;116
37745;;;;
37846;;;;
37943;224;417;143;112
38042;;;;
38140;;;;
38239;;;;
38338;;;;
38437;;;;
38535;;;;
38631;;;;
38721;;;;
38829;;;;
38924;;;;
39055;;;;
39153;;;;
39251;;;;
39346;;;;
39448;;;;
39601;;;;
39719;;;;
39835;;;;
39937;;;;
40052;;;;
40222;;;;
40360;;;;
40500;;;;
40679;;;;
40823;;;;
40970;;;;
41089;;;;
41192;188;412;211;130
41300;;;;
41412;;;;
41511;;;;
41617;;;;
41725;;;;
41822;;;;
41915;;;;
42010;;;;
42116;;;;
42220;;;;
42315;;;;
42409;;;;
42570;;;;
42678;;;;
42775;;;;
42877;;;;
42983;;;;
43081;;;;
43176;;;;
43270;;;;
43363;;;;
43451;;;;
