temps_ms;cx;cy;amplada;alcada;ratio
250;;;;;0
433;;;;;0
534;;;;;0
631;;;;;0
724;;;;;0
827;;;;;0
922;;;;;0
1025;;;;;0
1118;;;;;0
1214;;;;;0
1310;;;;;0
1402;;;;;0
1500;;;;;0
1589;;;;;0
1680;;;;;0
1770;108;304;57;174;1,011
1861;;;;;0
1956;;;;;0
2045;;;;;0
2127;;;;;0
2219;;;;;0
2305;;;;;0
2394;;;;;0
2485;;;;;0
2573;;;;;0
2666;;;;;0
2751;;;;;0
2835;;;;;0
2919;;;;;0
3000;329;355;33;46;2,717
3092;320;355;52;57;2,193
3185;313;338;26;35;4,057
3273;311;335;24;35;4,143
3367;302;328;23;36;4,222
3457;294;323;22;35;4,486
3551;284;315;27;37;4,459
3639;280;313;31;37;4,514
3727;272;306;26;35;4,971
3823;266;303;28;36;4,917
3913;255;299;29;38;4,763
3997;255;297;28;39;4,692
4083;252;297;25;36;5,083
4171;246;298;27;38;4,789
4262;246;300;24;36;5,000
4346;245;303;22;36;4,917
4437;242;305;24;37;4,730
4528;242;313;31;39;4,282
4618;240;322;33;40;3,950
4702;242;331;34;41;3,634
4794;243;338;35;38;3,737
4886;245;348;34;36;3,667
4978;250;357;33;36;3,417
5073;253;362;32;37;3,189
5164;;;;;0
5255;264;373;35;35;3,057
5342;267;379;37;30;3,367
5422;271;383;36;33;2,939
5508;272;381;34;39;2,538
5591;276;385;34;33;2,879
5685;277;385;35;31;3,065
5768;;;;;0
5859;;;;;0
5952;;;;;0
6036;;;;;0
6123;;;;;0
6211;296;371;53;50;2,180
6295;;;;;0
6384;;;;;0
6470;;;;;0
6561;291;365;47;61;1,885
6651;298;362;56;71;1,662
6735;313;349;39;53;2,472
6830;314;344;38;49;2,776
6922;312;333;39;42;3,500
7015;317;327;38;41;3,732
7100;312;320;47;43;3,721
7196;313;314;52;42;3,952
7288;313;307;62;41;4,220
7375;318;300;58;40;4,500
7462;319;295;55;38;4,868
7557;323;290;56;39;4,872
7649;329;287;54;40;4,825
7733;332;280;56;41;4,878
7824;338;278;53;42;4,810
7912;342;274;54;38;5,421
8000;348;273;49;38;5,447
8089;353;271;54;36;5,806
8181;361;268;55;39;5,436
8269;365;267;53;39;5,462
8358;370;267;51;40;5,325
8450;377;261;52;42;5,214
8541;385;258;51;43;5,163
8633;393;259;52;47;4,702
8726;396;260;54;40;5,500
8821;397;259;54;40;5,525
8910;403;258;52;42;5,286
9000;407;257;51;41;5,439
9093;412;256;49;43;5,209
9183;413;254;53;48;4,708
9271;415;253;52;46;4,935
9366;417;252;52;48;4,750
9457;417;253;52;48;4,729
9550;415;253;49;52;4,365
9635;414;255;49;50;4,500
9724;412;255;50;47;4,787
9814;410;256;48;47;4,766
9903;407;257;49;49;4,551
9993;404;258;46;48;4,625
10089;399;258;41;48;4,625
10181;393;259;40;49;4,510
10264;387;262;38;54;4,037
10356;380;265;44;48;4,479
10453;369;267;42;48;4,438
10541;367;268;38;46;4,609
10632;362;269;33;48;4,396
10722;356;274;33;52;3,962
10814;351;277;32;45;4,511
10898;342;279;36;45;4,467
10991;336;284;37;53;3,698
11084;331;288;41;51;3,765
11170;327;292;45;49;3,837
11262;326;299;43;47;3,851
11352;324;304;39;48;3,667
11438;324;309;43;48;3,562
11527;325;315;44;49;3,367
11620;327;322;51;45;3,511
11709;330;324;49;49;3,184
11795;333;332;52;47;3,149
11884;335;344;58;54;2,519
11970;350;346;38;55;2,436
12065;358;352;33;57;2,246
12160;362;357;31;53;2,321
12257;368;362;39;59;2,000
12346;332;369;132;63;1,762
12432;334;371;136;66;1,652
12527;387;374;53;55;1,927
12625;343;373;157;68;1,574
12716;409;379;49;58;1,741
12802;408;379;66;58;1,741
12895;416;377;60;59;1,746
12985;423;374;63;59;1,797
13070;432;368;64;67;1,672
13161;435;364;75;73;1,589
13258;439;361;72;74;1,608
13350;442;362;65;72;1,639
13434;443;352;55;69;1,855
13524;442;350;61;70;1,857
13614;439;343;52;67;2,045
13702;436;339;50;72;1,958
13802;429;333;60;74;1,986
13885;415;326;53;75;2,053
13972;401;319;43;84;1,917
