temps_ms;throttle;yaw;pitch;trim;estat
59;21;64;64;63;0
99;22;64;64;63;0
140;23;64;64;63;0
182;24;64;64;63;0
222;25;64;64;63;0
290;27;64;64;63;0
338;28;64;64;63;0
378;30;64;64;63;0
420;31;64;64;63;0
461;32;64;64;63;0
511;33;64;64;63;0
554;34;64;64;63;0
599;35;64;64;63;0
640;36;64;64;63;0
685;38;64;64;63;0
730;39;64;64;63;0
778;40;64;64;63;0
819;41;64;64;63;0
863;42;64;64;63;0
912;44;64;64;63;0
952;45;64;64;63;0
995;46;64;64;63;0
1038;47;64;64;63;0
1079;48;64;64;63;0
1121;49;64;64;63;0
1162;50;64;64;63;0
1203;51;64;64;63;0
1245;52;64;64;63;0
1287;53;64;64;63;0
1330;55;64;64;63;0
1374;56;64;64;63;0
1418;57;64;64;63;0
1458;58;64;64;63;0
1502;59;64;64;63;0
1543;60;64;64;63;0
1583;61;64;64;63;0
1625;62;64;64;63;0
1667;64;64;64;63;0
1709;65;64;64;63;0
1754;66;64;64;63;0
1797;67;64;64;63;0
1844;68;64;64;63;0
1886;69;64;64;63;0
1929;70;64;64;63;0
1970;71;64;64;63;0
2011;73;64;64;63;0
2052;74;64;64;63;0
2092;75;64;64;63;0
2136;76;64;64;63;0
2181;77;64;64;63;0
2222;78;64;64;63;0
2268;78;64;64;63;0
2311;78;64;64;63;0
2353;78;64;64;63;0
2394;78;64;64;63;0
2437;78;64;64;63;0
2482;78;64;64;63;0
2523;78;64;64;63;0
2567;78;64;64;63;0
2608;78;64;64;63;0
2648;78;64;64;63;0
2691;78;64;64;63;0
2732;78;64;64;63;0
2779;78;64;64;63;0
2821;78;64;64;63;0
2869;78;44;64;63;0
2911;78;44;64;63;0
2952;78;44;64;63;0
2994;78;44;64;63;0
3035;78;44;64;63;0
3077;78;64;64;63;0
3123;78;64;64;63;0
3165;78;64;64;63;0
3205;78;64;64;63;0
3251;78;64;64;63;0
3292;78;64;64;63;0
3339;78;64;64;63;0
3384;78;44;64;63;0
3430;78;44;64;63;0
3474;78;44;64;63;0
3517;78;44;64;63;0
3562;78;44;64;63;0
3607;78;64;64;63;0
3650;78;64;64;63;0
3690;78;64;64;63;0
3733;78;64;64;63;0
3774;78;64;64;63;0
3818;78;64;64;63;0
3862;78;64;64;63;0
3902;78;44;64;63;0
3943;78;44;64;63;0
3986;78;44;64;63;0
4026;78;44;64;63;0
4070;78;44;64;63;0
4111;78;64;64;63;0
4152;78;64;64;63;0
4192;78;64;64;63;0
4232;78;64;64;63;0
4274;78;64;64;63;0
4314;78;64;64;63;0
4356;78;64;64;63;0
4409;78;84;64;63;0
4450;78;84;64;63;0
4491;78;84;64;63;0
4534;78;84;64;63;0
4574;78;84;64;63;0
4615;78;64;64;63;0
4661;78;64;64;63;0
4704;78;64;64;63;0
4750;78;64;64;63;0
4809;78;64;64;63;1
4854;75;64;64;63;1
4895;75;64;64;63;1
4949;75;84;64;63;1
4991;74;84;64;63;1
5032;74;84;64;63;1
5075;74;84;64;63;1
5116;73;64;64;63;1
5157;73;64;64;63;1
5203;74;64;64;63;1
5248;74;64;64;63;1
5291;71;64;64;63;1
5331;71;64;64;63;1
5373;71;64;64;63;1
5465;71;84;64;63;1
5507;70;84;64;63;1
5547;70;84;64;63;1
5589;71;84;64;63;1
5634;71;64;64;63;1
5679;73;64;64;63;1
5721;73;64;64;63;1
5761;70;64;64;63;1
5804;70;64;64;63;1
5845;71;64;64;63;1
5887;71;64;64;63;1
5970;73;84;64;63;1
6012;72;84;64;63;1
6054;72;84;64;63;1
6095;72;84;64;63;1
6136;72;64;64;63;1
6180;72;64;64;63;1
6226;72;64;64;63;1
6267;72;64;64;63;1
6313;71;64;64;63;1
6356;71;64;64;63;1
6398;72;64;64;63;1
6472;72;84;64;63;1
6512;71;84;64;63;1
6553;71;84;64;63;1
6595;71;84;64;63;1
6637;71;64;64;63;1
6677;72;64;64;63;1
6717;72;64;64;63;1
6763;71;64;64;63;1
6804;71;64;64;63;1
6850;71;64;64;63;1
6892;71;64;64;63;1
6993;72;84;64;63;1
7037;73;84;64;63;1
7080;73;84;64;63;1
7121;72;84;64;63;1
7163;72;64;64;63;1
7207;71;64;64;63;1
7250;71;64;64;63;1
7296;71;64;64;63;1
7339;71;64;64;63;1
7385;72;64;64;63;1
7427;72;64;64;63;1
7497;72;84;64;63;1
7539;73;84;64;63;1
7581;73;84;64;63;1
7621;73;84;64;63;1
7667;73;64;64;63;1
7709;73;64;64;63;1
7753;73;64;64;63;1
7798;73;64;64;63;1
7838;73;64;64;63;1
7881;73;64;64;63;1
7923;73;64;64;63;1
7999;73;84;64;63;1
8040;73;84;64;63;1
8080;73;84;64;63;1
8123;73;64;64;63;1
8164;73;64;64;63;1
8205;73;64;64;63;1
8246;73;64;64;63;1
8292;73;64;64;63;1
8337;73;64;64;63;1
8381;73;64;64;63;1
8422;73;64;64;63;1
8464;72;64;64;63;1
8506;72;64;64;63;1
8548;73;64;64;63;1
8590;73;64;64;63;1
8635;72;64;64;63;1
8676;72;64;64;63;1
8721;73;64;64;63;1
8763;73;64;64;63;1
8851;73;84;64;63;1
8894;74;64;64;63;1
8934;74;64;64;63;1
8974;74;64;64;63;1
9017;74;64;64;63;1
9057;74;64;64;63;1
9098;74;64;64;63;1
9138;74;64;64;63;1
9243;75;84;64;63;1
9285;74;64;64;63;1
9325;74;64;64;63;1
9366;75;64;64;63;1
9406;75;64;64;63;1
9451;75;64;64;63;1
9492;75;64;64;63;1
9533;74;64;64;63;1
9640;74;84;64;63;1
9681;75;64;64;63;1
9723;75;64;64;63;1
9765;75;64;64;63;1
9808;75;64;64;63;1
9854;75;64;64;63;1
9899;75;64;64;63;1
9942;75;64;64;63;1
10031;75;84;64;63;1
10072;76;64;64;63;1
10113;76;64;64;63;1
10157;76;64;64;63;1
10199;76;64;64;63;1
10239;76;64;64;63;1
10285;76;64;64;63;1
10330;76;64;64;63;1
10423;76;84;64;63;1
10466;76;64;64;63;1
10506;76;64;64;63;1
10550;76;64;64;63;1
10591;76;64;64;63;1
10632;76;64;64;63;1
10674;76;64;64;63;1
10719;76;64;64;63;1
10818;76;84;64;63;1
10864;76;64;64;63;1
10905;77;64;64;63;1
10950;77;64;64;63;1
10990;77;64;64;63;1
11031;77;64;64;63;1
11076;77;64;64;63;1
11120;77;64;64;63;1
11211;77;84;64;63;1
11251;76;64;64;63;1
11292;76;64;64;63;1
11333;76;64;64;63;1
11374;76;64;64;63;1
11415;75;64;64;63;1
11457;75;64;64;63;1
11499;76;64;64;63;1
11545;76;44;64;63;1
11589;76;44;64;63;1
11634;76;44;64;63;1
11675;75;44;64;63;1
11716;75;44;64;63;1
11757;75;64;64;63;1
11798;76;64;64;63;1
11841;76;64;64;63;1
11882;75;64;64;63;1
11924;75;64;64;63;1
11966;77;64;64;63;1
12010;77;64;64;63;1
12061;77;44;64;63;1
12106;76;44;64;63;1
12146;75;44;64;63;1
12188;75;44;64;63;1
12231;75;44;64;63;1
12271;76;64;64;63;1
12317;76;64;64;63;1
12357;77;64;64;63;1
12399;77;64;64;63;1
12439;76;64;64;63;1
12480;76;64;64;63;1
12522;76;64;64;63;1
12585;76;44;64;63;1
12631;77;44;64;63;1
12672;77;44;64;63;1
12718;77;44;64;63;1
12759;77;64;64;63;1
12800;77;64;64;63;1
12841;77;64;64;63;1
12883;77;64;64;63;1
12924;77;64;64;63;1
12969;77;64;64;63;1
13010;77;64;64;63;1
13056;77;64;64;63;1
13103;77;44;64;63;1
13146;78;44;64;63;1
13187;78;44;64;63;1
13234;78;44;64;63;1
13275;78;64;64;63;1
13320;78;64;64;63;1
13364;75;64;64;63;1
13406;75;64;64;63;1
13452;78;64;64;63;1
13492;78;64;64;63;1
13537;77;64;64;63;1
13624;77;44;64;63;1
13669;78;44;64;63;1
13709;78;44;64;63;1
13750;78;44;64;63;1
13796;78;64;64;63;1
13837;78;64;64;63;1
13881;78;64;64;63;1
13923;78;64;64;63;1
13964;78;64;64;63;1
14006;78;64;64;63;1
14047;78;64;64;63;1
14130;79;84;64;63;1
14176;79;84;64;63;1
14216;79;84;64;63;1
14263;79;84;64;63;1
14305;79;64;64;63;1
14347;79;64;64;63;1
14390;79;64;64;63;1
14431;80;64;64;63;1
14473;80;64;64;63;1
14516;79;64;64;63;1
14562;79;64;64;63;1
14652;79;84;64;63;1
14694;80;84;64;63;1
14736;80;84;64;63;1
14777;80;84;64;63;1
14822;79;64;64;63;1
14862;79;64;64;63;1
14908;79;64;64;63;1
14950;79;64;64;63;1
14993;80;64;64;63;1
15035;80;64;64;63;1
15079;79;64;64;63;1
15173;79;84;64;63;1
