temps_ms;throttle;yaw;pitch;trim;estat;active_cam
74;36;64;64;63;0;0
116;37;64;64;63;0;0
157;37;64;64;63;0;0
244;39;64;64;63;0;0
285;39;64;64;63;0;0
326;40;64;64;63;0;0
370;41;64;64;63;0;0
413;41;64;64;63;0;0
460;42;64;64;63;0;0
507;43;64;64;63;0;0
551;44;64;64;63;0;0
592;44;64;64;63;0;0
636;45;64;64;63;0;0
682;46;64;64;63;0;0
722;46;64;64;63;0;0
763;47;64;64;63;0;0
805;48;64;64;63;0;0
847;48;64;64;63;0;0
889;49;64;64;63;0;0
931;50;64;64;63;0;0
976;50;64;64;63;0;0
1021;51;64;64;63;0;0
1064;52;64;64;63;0;0
1105;52;64;64;63;0;0
1145;53;64;64;63;0;0
1185;54;64;64;63;0;0
1229;54;64;64;63;0;0
1272;55;64;64;63;0;0
1314;56;64;64;63;0;0
1356;56;64;64;63;0;0
1400;57;64;64;63;0;0
1442;58;64;64;63;0;0
1515;59;64;64;63;1;0
1560;79;64;64;63;1;0
1601;79;64;64;63;1;0
1643;79;64;64;63;1;0
1684;79;64;64;63;1;0
1726;79;64;64;63;1;0
1766;79;64;64;63;1;0
1810;79;64;64;63;1;0
1852;79;64;64;63;1;0
1895;79;64;64;63;1;0
1936;78;64;64;63;1;0
1979;78;64;64;63;1;0
2020;78;64;64;63;1;0
2062;78;64;64;63;1;0
2104;78;64;64;63;1;0
2149;78;64;64;63;1;0
2192;77;64;64;63;1;0
2238;77;64;64;63;1;0
2280;76;64;64;63;1;0
2323;76;64;64;63;1;0
2364;76;64;64;63;1;0
2409;75;64;64;63;1;0
2451;75;64;64;63;1;0
2497;75;64;64;63;1;0
2541;75;64;64;63;1;0
2585;73;64;64;63;1;0
2627;73;64;64;63;1;0
2670;68;64;64;63;1;0
2714;68;64;64;63;1;0
2757;68;64;64;63;1;0
2802;68;64;64;63;1;0
2844;68;64;64;63;1;0
2890;68;64;64;63;1;0
2933;68;64;64;63;1;0
2978;64;64;64;63;1;0
3020;64;64;64;63;1;0
3061;62;64;64;63;1;0
3103;62;64;64;63;1;0
3143;61;64;64;63;1;0
3184;61;64;64;63;1;0
3225;61;64;64;63;1;0
3269;61;64;64;63;1;0
3311;61;64;64;63;1;0
3359;59;64;64;63;1;0
3403;59;64;64;63;1;0
3444;58;84;64;63;1;0
3488;58;84;64;63;1;0
3532;57;84;64;63;1;0
3573;57;84;64;63;1;0
3618;57;64;64;63;1;0
3664;57;64;64;63;1;0
3709;57;64;64;63;1;0
3751;57;64;64;63;1;0
3796;57;64;64;63;1;0
3838;57;64;64;63;1;0
3880;57;64;64;63;1;0
3925;57;84;64;63;1;0
3967;57;84;64;63;1;0
4008;57;84;64;63;1;0
4052;57;84;64;63;1;0
4093;57;84;64;63;1;0
4136;57;64;64;63;1;0
4180;54;64;64;63;1;0
4222;54;64;64;63;1;0
4269;54;64;64;63;1;0
4371;60;64;64;63;1;1
4416;61;64;64;63;1;1
4457;61;84;64;63;1;1
4497;61;84;64;63;1;1
4537;64;84;64;63;1;1
4579;64;84;64;63;1;1
4621;64;84;64;63;1;1
4666;64;64;64;63;1;1
4710;64;64;64;63;1;1
4752;64;64;64;63;1;1
4792;64;64;64;63;1;1
4834;64;64;64;63;1;1
4877;64;64;64;63;1;1
4917;65;64;64;63;1;1
4961;65;84;64;63;1;1
5006;66;84;64;63;1;1
5048;66;84;64;63;1;1
5092;67;84;64;63;1;1
5135;67;84;64;63;1;1
5180;68;64;64;63;1;1
5227;68;64;64;63;1;1
5271;68;64;64;63;1;1
5315;68;64;64;63;1;1
5358;69;64;64;63;1;1
5401;69;64;64;63;1;1
5445;70;64;64;63;1;1
5487;70;84;64;63;1;1
5528;70;84;64;63;1;1
5575;70;84;64;63;1;1
5618;70;84;64;63;1;1
5659;70;64;64;63;1;1
5701;70;64;64;63;1;1
5744;72;64;64;63;1;1
5786;72;64;64;63;1;1
5828;74;64;64;63;1;1
5873;74;64;64;63;1;1
5914;74;64;64;63;1;1
5958;73;84;64;63;1;1
6003;73;64;64;63;1;1
6046;73;64;64;63;1;1
6091;73;64;64;63;1;1
6132;73;64;64;63;1;1
6177;73;64;64;63;1;1
6222;73;64;64;63;1;1
6264;73;64;64;63;1;1
6304;73;64;64;63;1;1
6346;73;64;64;63;1;1
6392;73;64;64;63;1;1
6435;73;64;64;63;1;1
6480;73;64;64;63;1;1
6523;73;64;64;63;1;1
6563;74;64;64;63;1;1
6604;74;64;64;63;1;1
6644;73;64;64;63;1;1
6685;73;64;64;63;1;1
6728;73;64;64;63;1;1
6773;72;64;64;63;1;1
6814;72;64;64;63;1;1
6856;71;64;64;63;1;1
6903;71;64;64;63;1;1
6943;72;64;64;63;1;1
6987;72;64;64;63;1;1
7031;72;64;64;63;1;1
7072;72;64;64;63;1;1
7112;70;64;64;63;1;1
7154;70;64;64;63;1;1
7196;70;64;64;63;1;1
7241;70;64;64;63;1;1
7282;70;64;64;63;1;1
7326;70;64;64;63;1;1
7368;70;64;64;63;1;1
7411;70;64;64;63;1;1
7457;70;64;64;63;1;1
7498;69;64;64;63;1;1
7544;69;64;64;63;1;1
7585;68;64;64;63;1;1
7627;68;64;64;63;1;1
7669;68;64;64;63;1;1
7710;68;64;64;63;1;1
7751;68;64;64;63;1;1
7792;68;64;64;63;1;1
7837;69;64;64;63;1;1
7878;69;64;64;63;1;1
7918;69;64;64;63;1;1
7958;67;64;64;63;1;1
8000;67;64;64;63;1;1
8045;67;64;64;63;1;1
8087;67;64;64;63;1;1
8127;67;64;64;63;1;1
8168;67;64;64;63;1;1
8210;67;64;64;63;1;1
8256;66;64;64;63;1;1
8301;67;64;64;63;1;1
8343;67;64;64;63;1;1
8384;67;64;64;63;1;1
8425;65;64;64;63;1;1
8468;65;64;64;63;1;1
8515;65;64;64;63;1;1
8556;65;64;64;63;1;1
8600;67;64;64;63;1;1
8640;67;64;64;63;1;1
8681;67;64;64;63;1;1
8721;67;64;64;63;1;1
8764;66;64;64;63;1;1
8804;66;64;64;63;1;1
8848;66;44;64;63;1;1
8890;67;44;64;63;1;1
8932;67;44;64;63;1;1
8978;67;44;64;63;1;1
9021;67;64;64;63;1;1
9064;66;64;64;63;1;1
9109;66;64;64;63;1;1
9151;66;64;64;63;1;1
9196;66;64;64;63;1;1
9240;66;64;64;63;1;1
9285;66;64;64;63;1;1
9326;66;44;64;63;1;1
9368;66;44;64;63;1;1
9411;67;44;64;63;1;1
9453;67;44;64;63;1;1
9496;67;44;64;63;1;1
9536;67;64;64;63;1;1
9577;67;64;64;63;1;1
9621;67;64;64;63;1;1
9666;67;64;64;63;1;1
9712;67;64;64;63;1;1
9753;67;64;64;63;1;1
9800;67;64;64;63;1;1
9842;67;84;64;63;1;1
9885;68;84;64;63;1;1
9929;68;84;64;63;1;1
9970;69;84;64;63;1;1
10015;69;84;64;63;1;1
10056;69;64;64;63;1;1
10097;69;64;64;63;1;1
10138;69;64;64;63;1;1
10180;69;64;64;63;1;1
10221;69;64;64;63;1;1
10266;69;64;64;63;1;1
10308;69;64;64;63;1;1
10354;69;84;64;63;1;1
10397;69;84;64;63;1;1
10437;69;84;64;63;1;1
10480;69;84;64;63;1;1
10520;69;84;64;63;1;1
10563;69;64;64;63;1;1
10604;69;64;64;63;1;1
10646;69;64;64;63;1;1
10691;70;64;64;63;1;1
10733;70;64;64;63;1;1
10777;70;64;64;63;1;1
10818;71;64;64;63;1;1
10860;71;84;64;63;1;1
10901;71;84;64;63;1;1
10947;71;64;64;63;1;1
10992;71;64;64;63;1;1
11034;71;64;64;63;1;1
11075;71;64;64;63;1;1
11118;71;64;64;63;1;1
11158;72;64;64;63;1;1
11202;72;64;64;63;1;1
11244;72;64;64;63;1;1
11292;72;64;64;63;1;1
11338;72;64;64;63;1;1
11380;72;64;64;63;1;1
11420;72;64;64;63;1;1
11462;73;64;64;63;1;1
11509;73;64;64;63;1;1
11554;74;64;64;63;1;1
11598;74;64;64;63;1;1
11639;73;64;64;63;1;1
11681;73;64;64;63;1;1
11725;74;64;64;63;1;1
11767;74;64;64;63;1;1
11809;74;64;64;63;1;1
11849;74;64;64;63;1;1
11892;74;64;64;63;1;1
11934;75;64;64;63;1;1
11975;75;64;64;63;1;1
12021;74;64;64;63;1;1
12063;74;64;64;63;1;1
12103;75;64;64;63;1;1
12149;75;64;64;63;1;1
12189;74;64;64;63;1;1
12235;74;64;64;63;1;1
12278;74;64;64;63;1;1
12319;74;64;64;63;1;1
12361;74;64;64;63;1;1
12406;74;64;64;63;1;1
12450;74;64;64;63;1;1
12491;74;84;64;63;1;1
12533;74;64;64;63;1;1
12573;74;64;64;63;1;1
12615;74;64;64;63;1;1
12655;73;64;64;63;1;1
12696;73;64;64;63;1;1
12736;74;64;64;63;1;1
12778;74;64;64;63;1;1
12820;73;64;64;63;1;1
12865;73;64;64;63;1;1
12908;73;64;64;63;1;1
12952;73;64;64;63;1;1
12992;73;64;64;63;1;1
13033;73;64;64;63;1;1
13073;73;64;64;63;1;1
13117;73;64;64;63;1;1
13158;73;64;64;63;1;1
13200;73;64;64;63;1;1
13240;73;64;64;63;1;1
13282;73;64;64;63;1;1
13323;73;64;64;63;1;1
13365;72;64;64;63;1;1
13409;72;64;64;63;1;1
13449;72;64;64;63;1;1
13490;72;64;64;63;1;1
13531;72;64;64;63;1;1
13572;72;64;64;63;1;1
13616;72;64;64;63;1;1
13659;71;64;64;63;1;1
13704;71;64;64;63;1;1
13746;71;64;64;63;1;1
13791;71;64;64;63;1;1
13831;71;64;64;63;1;1
13873;71;64;64;63;1;1
13930;72;64;64;63;2;1
13975;61;64;64;63;2;1
14021;61;64;64;63;2;1
14063;61;64;64;63;2;1
14106;60;64;64;63;2;1
14147;60;64;64;63;2;1
14189;60;64;64;63;2;1
14229;60;64;64;63;2;1
14275;60;64;64;63;2;1
14318;59;64;64;63;2;1
14362;59;64;64;63;2;1
14406;59;64;64;63;2;1
14449;59;64;64;63;2;1
14490;58;64;64;63;2;1
14533;58;64;64;63;2;1
14574;58;64;64;63;2;1
