TEMPS;THROTTLE;YAW;PITCH;TRIM
6164;66;63;62;63
6214;66;63;62;63
6264;67;63;62;63
6314;67;63;63;63
6364;69;63;63;63
6414;70;63;63;63
6464;72;63;63;63
6514;76;63;62;63
6564;79;63;62;63
6614;80;63;62;63
6665;80;63;62;63
6716;80;63;63;63
6766;80;65;63;63
6816;80;85;60;63
6866;80;114;60;63
6916;80;114;58;63
6966;80;114;58;63
7016;80;63;62;63
7066;80;63;62;63
7116;80;63;62;63
7166;80;63;62;63
7216;80;63;62;63
7266;80;63;62;63
7318;80;63;62;63
7368;78;63;62;63
7418;73;62;62;63
7468;65;63;62;63
7518;65;63;62;63
7570;64;63;62;63
7620;64;63;62;63
7670;63;63;62;63
7719;63;63;62;63
7770;63;63;62;63
7820;62;63;62;63
7876;62;63;62;63
7928;61;63;62;63
7978;61;59;63;63
8029;61;19;53;63
8080;60;33;53;63
8130;60;62;61;63
8180;60;62;61;63
8231;59;62;61;63
8281;61;62;61;63
8331;66;62;61;63
8382;70;62;61;63
8432;70;62;61;63
8482;70;62;61;63
8532;70;62;61;63
8582;70;62;61;63
8632;70;62;61;63
8682;70;61;61;63
8732;70;62;61;63
8782;70;62;61;63
8832;70;62;61;63
8884;70;62;61;63
8934;70;62;61;63
8984;70;64;61;63
9034;70;67;60;63
9084;70;68;60;63
9134;70;66;60;63
9184;70;64;61;63
9234;70;64;61;63
9284;70;64;61;63
9334;70;64;61;63
9384;70;64;61;63
9434;70;63;61;63
9484;70;64;61;63
9534;71;64;61;63
9583;72;64;61;63
9634;73;64;61;63
9685;75;64;61;63
9737;76;64;61;63
9787;76;63;61;63
9838;77;63;61;63
9888;77;64;61;63
9940;77;64;61;63
9991;77;64;61;63
10042;77;64;61;63
10093;78;64;61;63
10144;78;64;61;63
10194;78;64;61;63
10246;78;64;61;63
10296;78;64;61;63
10346;78;74;60;63
10396;78;114;59;63
10448;79;114;59;63
10498;79;63;63;63
10548;79;63;62;63
10598;79;63;61;63
10648;79;63;62;63
10700;79;63;62;63
10750;79;63;62;63
10800;80;63;62;63
10850;80;63;62;63
10900;80;61;63;63
10950;80;27;65;63
11002;80;12;63;63
11052;81;63;63;63
11102;81;62;63;63
11152;79;62;63;63
11202;68;62;63;63
11252;52;62;63;63
11302;51;62;63;63
11352;50;62;63;63
11402;50;62;63;63
11452;50;62;63;63
11502;50;62;63;63
11552;49;62;63;63
11602;50;62;63;63
11652;57;62;63;63
11702;70;62;63;63
11756;80;62;63;63
11806;80;62;63;63
11856;80;62;63;63
11906;80;62;63;63
11960;80;62;63;63
12012;80;62;63;63
12062;80;62;63;63
12112;80;62;63;63
12162;80;62;63;63
12212;80;62;63;63
12262;80;65;63;63
12312;79;89;62;63
12363;79;114;61;63
12414;79;114;61;63
12466;79;99;53;63
12518;79;62;63;63
12568;79;62;63;63
12618;79;62;63;63
12667;79;62;63;63
12718;78;62;63;63
12768;77;62;63;63
12818;72;62;63;63
12870;68;62;63;63
12920;66;63;63;63
12970;66;62;63;63
13022;66;62;63;63
13072;65;62;63;63
13122;65;62;63;63
13172;65;62;63;63
13225;64;62;63;63
13276;64;62;63;63
13326;63;62;63;63
13376;63;62;63;63
13425;63;62;63;63
13476;62;62;63;63
13528;62;62;63;63
13578;62;62;63;63
13628;61;62;63;63
13678;61;62;63;63
13731;60;62;63;63
13782;60;62;63;63
13834;61;62;63;63
13884;65;62;63;63
13934;70;62;63;63
13984;72;62;63;63
14034;73;63;63;63
14084;73;62;63;63
14134;73;62;63;63
14186;73;62;63;63
14237;74;62;63;63
14288;74;62;63;63
14340;74;62;63;63
14390;74;62;63;63
14440;75;62;63;63
14492;75;63;63;63
14542;75;62;63;63
14592;75;62;63;63
14642;76;62;63;63
14694;76;62;63;63
14744;76;62;63;63
14796;76;66;61;63
14846;77;85;46;63
14896;77;102;33;63
14946;77;108;31;63
14998;77;101;31;63
15055;78;62;62;63
15106;78;63;63;63
15158;78;62;63;63
15210;79;63;63;63
15260;79;63;62;63
15310;79;63;62;63
15362;79;63;62;63
15412;80;62;62;63
15462;80;63;62;63
15512;75;63;63;63
15564;58;63;62;63
15614;43;62;62;63
15664;33;62;62;63
15714;32;63;62;63
15766;32;63;62;63
15816;32;62;62;63
15866;32;62;62;63
15918;31;62;63;63
15968;31;63;62;63
16018;31;63;63;63
16069;31;63;62;63
16119;30;63;62;63
16170;18;63;62;63
16220;2;62;62;63
16270;0;62;62;63
16322;0;62;62;63
16379;0;62;63;63
16430;0;62;62;63
16480;0;62;63;63
16530;0;63;62;63
16580;0;63;62;63
16631;0;63;62;63
16685;0;63;62;63
16734;0;62;62;63
16786;0;63;62;63
16836;0;63;63;63
16888;0;63;63;63
16938;0;63;63;63
16992;0;63;62;63
17042;0;63;62;63
17094;0;63;62;63
17144;0;62;62;63
17196;0;62;62;63
17246;0;63;62;63
17298;0;62;62;63
17348;0;62;62;63
17400;0;62;62;63
17450;0;62;63;63
17500;0;62;63;63
17550;0;62;63;63
17602;0;63;62;63
17652;0;63;62;63
17702;0;62;62;63
17752;0;62;62;63
17802;0;62;62;63
17852;0;62;63;63
17903;0;63;63;63
17954;0;63;62;63
18004;0;63;62;63
18054;0;62;63;63
18106;0;62;63;63
18156;0;62;63;63
18208;0;62;63;63
18259;0;62;63;63
18313;0;63;63;63
18362;0;63;62;63
18412;0;63;62;63
18464;0;63;62;63
18514;0;62;62;63
18564;0;62;62;63
18615;0;62;62;63
18666;0;62;63;63
18716;0;63;62;63
18767;0;63;62;63
18818;0;63;62;63
