TEMPS;THROTTLE;YAW;PITCH;TRIM
130;0;63;62;63
180;0;63;62;63
230;0;63;62;63
280;0;63;63;63
330;0;63;62;63
379;0;63;62;63
430;0;63;62;63
480;0;63;62;63
530;0;63;62;63
580;0;63;63;63
630;0;63;63;63
680;0;63;62;63
730;0;63;63;63
780;0;63;63;63
830;0;63;62;63
880;0;63;63;63
930;0;63;62;63
980;0;63;63;63
1030;0;63;62;63
1080;0;63;62;63
1130;0;63;62;63
1180;0;63;63;63
1230;0;63;62;63
1280;0;63;62;63
1330;0;63;62;63
1380;0;63;62;63
1430;0;63;62;63
1480;0;63;63;63
1530;0;63;63;63
1580;0;63;63;63
1630;0;63;62;63
1680;0;63;62;63
1730;0;63;62;63
1780;0;63;62;63
1830;0;63;62;63
1880;0;63;63;63
1930;0;63;63;63
1980;0;63;62;63
2030;0;63;63;63
2080;0;63;62;63
2130;0;63;62;63
2180;0;63;62;63
2230;0;63;62;63
2280;0;63;62;63
2330;0;63;63;63
2380;0;63;63;63
2430;0;63;62;63
2480;0;63;62;63
2530;0;63;62;63
2584;0;63;63;63
2636;0;63;63;63
2686;0;63;63;63
2736;0;63;63;63
2786;0;63;62;63
2836;0;63;62;63
2886;0;63;62;63
2936;0;63;62;63
2986;0;63;62;63
3036;0;63;63;63
3086;0;63;63;63
3136;0;63;63;63
3186;0;63;63;63
3236;0;63;62;63
3286;1;63;62;63
3336;2;63;62;63
3386;3;63;62;63
3436;3;63;63;63
3485;4;63;62;63
3536;5;63;63;63
3586;6;63;62;63
3636;7;63;62;63
3686;8;63;62;63
3736;9;63;62;63
3787;10;63;62;63
3838;12;63;62;63
3888;13;63;63;63
3938;14;63;63;63
3989;15;63;62;63
4039;17;63;62;63
4090;18;63;62;63
4140;19;63;62;63
4190;21;63;63;63
4240;23;63;63;63
4290;25;63;63;63
4340;27;63;63;63
4390;30;63;63;63
4440;32;63;62;63
4496;35;63;62;63
4546;38;63;62;63
4596;40;63;62;63
4646;42;63;62;63
4696;45;63;63;63
4746;48;63;63;63
4796;50;63;63;63
4850;53;63;63;63
4900;55;63;62;63
4951;58;63;62;63
5002;60;63;62;63
5052;63;63;63;63
5102;63;63;62;63
5152;64;63;63;63
5204;64;63;63;63
5255;64;63;63;63
5306;64;63;62;63
5356;64;63;62;63
5407;64;63;62;63
5458;65;63;62;63
5507;65;63;63;63
5558;65;63;63;63
5608;65;63;62;63
5658;65;63;63;63
5708;65;63;62;63
5758;65;63;62;63
5808;65;63;62;63
5858;66;63;63;63
5908;66;63;62;63
5960;66;63;63;63
6010;66;63;62;63
6062;66;63;62;63
6114;66;63;62;63
