temps_ms;cx;cy;amplada;alcada
1623;;;;
1879;;;;
1993;;;;
2108;;;;
2224;;;;
2328;;;;
2436;;;;
2542;;;;
2641;;;;
2737;;;;
2835;;;;
2936;;;;
3093;;;;
3229;;;;
3349;;;;
3496;;;;
3685;;;;
3811;;;;
3940;;;;
4111;283;244;71;133
4252;284;239;63;117
4395;;;;
4543;;;;
4657;;;;
4750;;;;
4853;;;;
4948;;;;
5052;;;;
5150;;;;
5248;;;;
5348;;;;
5479;281;235;73;112
5584;;;;
5679;;;;
5780;;;;
5884;;;;
5979;;;;
6075;;;;
6177;;;;
6273;;;;
6375;;;;
6475;;;;
6582;;;;
6679;;;;
6776;;;;
6873;284;247;72;134
7072;;;;
7178;;;;
7277;;;;
7381;;;;
7478;;;;
7578;;;;
7674;;;;
7770;;;;
7868;;;;
7964;;;;
8062;;;;
8160;;;;
8244;;;;
8340;;;;
8433;;;;
8613;;;;
8706;;;;
8820;;;;
8921;;;;
9016;;;;
9122;;;;
9216;;;;
9314;;;;
9413;;;;
9514;;;;
9611;;;;
9714;;;;
9810;;;;
9908;;;;
10004;;;;
10126;;;;
10221;;;;
10317;;;;
10408;;;;
10509;;;;
10605;284;455;27;40
10712;284;451;25;44
10815;286;439;26;48
10915;289;433;25;52
11011;292;425;24;52
11106;295;419;23;52
11200;299;412;24;50
11296;303;405;22;53
11394;305;404;22;55
11492;311;399;24;52
11618;315;393;20;46
11712;320;381;25;48
11814;324;372;25;49
11910;329;349;32;81
12008;332;339;32;73
12107;336;336;28;54
12199;331;323;25;43
12296;331;316;23;41
12393;333;305;40;38
12487;325;288;54;55
12584;323;281;25;41
12679;315;263;38;56
12781;311;254;36;66
12880;306;252;37;54
12977;285;248;69;136
13177;289;240;55;113
13273;;;;
13367;;;;
13465;;;;
13570;;;;
13666;287;247;54;115
13761;285;243;70;126
13848;291;244;62;121
13948;291;248;55;122
14049;290;248;60;125
14152;289;249;60;128
14247;292;250;53;129
14340;293;250;54;129
14436;;;;
14537;;;;
14653;;;;
14745;288;249;78;134
14843;;;;
14945;;;;
15044;;;;
15139;;;;
15237;307;269;38;91
15335;;;;
15437;306;263;37;104
15530;;;;
15625;304;239;35;107
15717;293;236;58;115
15815;;;;
15914;;;;
16011;;;;
16132;286;247;67;137
16233;285;247;73;137
16336;;;;
16434;;;;
16532;;;;
16631;;;;
16727;;;;
16816;;;;
16910;283;247;67;136
17005;283;245;73;133
17102;284;244;71;132
17196;;;;
17293;;;;
17386;;;;
17487;;;;
17617;;;;
17714;;;;
17812;;;;
17910;;;;
18009;;;;
18109;;;;
18205;;;;
18301;;;;
18400;;;;
18500;;;;
18595;;;;
18696;;;;
18812;;;;
18918;;;;
19015;;;;
19160;;;;
19254;;;;
19349;;;;
19447;;;;
19542;;;;
19635;;;;
19740;;;;
19837;;;;
19936;;;;
20032;;;;
20129;;;;
20219;;;;
20309;;;;
20408;;;;
20505;;;;
20628;;;;
20727;;;;
20816;;;;
20915;;;;
21010;;;;
21110;;;;
21207;;;;
21305;;;;
21401;;;;
21504;;;;
21602;;;;
21695;;;;
21788;;;;
21881;;;;
21983;;;;
22107;;;;
22205;;;;
22305;;;;
22407;;;;
22511;294;252;88;149
22609;;;;
22711;;;;
22809;;;;
22911;;;;
23005;;;;
23102;;;;
23195;;;;
23286;;;;
23381;;;;
23478;;;;
23691;;;;
23792;;;;
23899;297;276;87;177
24013;;;;
24168;;;;
24296;;;;
24430;;;;
24575;300;282;76;152
24697;293;272;96;183
24806;;;;
24920;;;;
25030;;;;
25141;;;;
25242;;;;
25337;;;;
25481;;;;
25593;;;;
25692;;;;
25795;294;255;86;149
25907;;;;
26010;;;;
26123;;;;
26224;294;266;91;172
26328;;;;
26452;;;;
26553;;;;
26644;294;252;87;149
26736;;;;
26832;;;;
26927;;;;
27048;292;255;89;145
27138;;;;
