temps_ms;cx;cy;amplada;alcada
197;;;;
451;;;;
569;;;;
686;;;;
793;;;;
894;;;;
991;;;;
1094;;;;
1193;;;;
1304;;;;
1408;;;;
1500;;;;
1597;;;;
1749;;;;
1861;;;;
1966;;;;
2114;;;;
2229;;;;
2390;;;;
2540;;;;
2699;;;;
2851;;;;
2981;;;;
3105;;;;
3209;;;;
3317;;;;
3415;;;;
3510;;;;
3596;;;;
3694;;;;
3785;;;;
3905;;;;
3995;;;;
4091;;;;
4195;;;;
4288;251;309;38;52
4387;;;;
4488;;;;
4587;;;;
4682;;;;
4776;;;;
4869;;;;
4963;;;;
5061;;;;
5166;;;;
5264;;;;
5387;;;;
5487;;;;
5575;;;;
5671;;;;
5777;;;;
5877;;;;
5973;;;;
6077;;;;
6177;;;;
6274;;;;
6373;;;;
6478;;;;
6575;;;;
6671;;;;
6767;;;;
6942;;;;
7038;;;;
7128;;;;
7226;;;;
7328;;;;
7427;;;;
7523;;;;
7616;;;;
7712;;;;
7802;;;;
7897;;;;
7991;;;;
8091;;;;
8185;;;;
8276;;;;
8396;;;;
8495;;;;
8593;;;;
8694;;;;
8788;;;;
8882;;;;
8983;;;;
9078;;;;
9176;;;;
9277;;;;
9374;;;;
9471;;;;
9563;;;;
9661;;;;
9759;;;;
9882;;;;
9974;305;441;33;45
10064;;;;
10164;301;434;26;45
10261;299;430;26;43
10358;294;419;32;44
10454;290;411;31;46
10550;285;391;36;60
10646;284;389;33;51
10733;283;380;34;45
10829;283;370;35;43
10930;282;361;35;54
11030;290;356;34;62
11129;293;348;37;67
11223;298;324;33;38
11370;303;320;32;42
11464;309;315;32;44
11564;317;311;27;44
11654;321;311;25;43
11755;324;315;30;45
11851;327;314;27;47
11950;333;319;26;41
12047;335;324;26;46
12146;337;325;26;44
12234;337;329;29;44
12329;336;332;32;43
12423;335;337;29;45
12520;329;342;40;57
12614;329;346;36;65
12711;327;355;39;74
12829;324;354;38;73
12928;320;357;36;70
13033;318;356;35;68
13128;314;355;31;61
13222;311;356;27;58
13318;312;359;33;54
13414;309;358;37;60
13510;307;359;34;58
13605;307;356;31;62
13708;307;353;34;67
13808;308;351;36;74
13900;305;335;38;51
13995;306;327;39;51
14104;310;320;42;47
14200;311;315;40;53
14324;316;302;39;48
14425;325;281;31;51
14519;330;269;28;51
14617;331;262;29;54
14716;334;248;30;51
14812;339;235;28;52
14906;341;223;32;60
14999;343;219;32;57
15096;344;219;27;61
15192;343;230;34;57
15299;342;235;29;59
15389;341;242;33;61
15487;337;250;30;62
15583;331;252;30;61
15684;326;253;29;63
15806;318;253;30;62
15902;303;250;47;64
16001;293;242;48;59
16097;285;236;42;58
16202;280;232;43;62
16303;273;221;39;62
16402;264;207;42;61
16505;258;197;41;63
16606;255;196;41;68
16706;252;190;38;67
16803;250;191;40;70
16900;249;194;42;70
17002;250;192;42;69
17099;253;201;39;69
17197;258;210;42;69
17386;259;226;43;70
17514;264;253;43;71
17615;270;280;44;72
17706;272;301;45;70
17802;275;319;40;78
17905;279;344;46;88
18000;274;359;43;81
18099;271;381;45;88
18201;270;386;46;88
18302;260;407;51;92
18395;248;415;71;102
18490;239;420;87;95
18584;238;421;89;101
18679;237;416;94;106
18770;239;406;95;103
18914;246;387;95;119
19016;250;346;113;121
19112;250;323;107;137
19205;253;298;115;131
19300;257;308;123;160
19396;254;342;138;164
19488;255;411;154;131
19588;250;402;150;154
19688;242;413;155;128
19784;242;410;167;131
19882;239;410;167;131
19980;243;414;158;127
20087;244;412;161;129
20183;245;411;164;129
20278;244;409;166;137
20399;237;410;187;131
20499;243;412;161;130
20600;242;407;162;139
20699;244;407;158;137
20797;242;412;156;130
20898;244;412;158;127
21002;241;412;158;129
21101;239;413;163;126
21199;243;413;156;128
21304;242;413;159;128
21402;242;413;159;127
21503;241;413;165;126
21603;246;414;158;126
21703;243;413;161;126
21805;;;;
21999;244;412;167;128
22129;250;408;174;134
22243;;;;
22358;246;410;165;129
22492;247;411;167;129
22601;;;;
22758;243;408;175;133
22893;;;;
22996;247;411;170;130
23130;246;409;165;133
23269;;;;
23382;240;410;169;131
23513;243;409;169;133
23626;244;409;170;134
23732;;;;
23878;;;;
23982;243;405;168;142
24090;239;406;179;140
24202;241;403;177;145
24306;241;406;173;140
24403;239;400;178;152
24510;242;401;175;149
24612;;;;
24717;246;403;172;147
24812;242;404;173;143
24920;249;404;164;143
25032;245;404;170;144
25128;246;400;171;151
25225;243;402;183;148
25327;237;404;175;146
25468;244;404;169;144
25564;244;406;162;140
25664;231;408;183;138
25752;;;;
