temps_ms;cx;cy;amplada;alcada;ratio
254;;;;;0
445;;;;;0
551;;;;;0
657;;;;;0
753;;;;;0
847;;;;;0
938;;;;;0
1031;301;368;29;43;2,605
1127;301;368;31;42;2,667
1222;302;369;33;46;2,413
1318;299;369;41;44;2,523
1412;;;;;0
1501;;;;;0
1596;;;;;0
1686;;;;;0
1779;;;;;0
1865;;;;;0
1959;;;;;0
2055;306;368;23;38;2,947
2148;;;;;0
2232;309;367;28;37;3,054
2327;310;368;34;45;2,489
2414;310;368;42;40;2,800
2501;;;;;0
2590;;;;;0
2684;;;;;0
2775;;;;;0
2867;;;;;0
2962;;;;;0
3056;;;;;0
3147;312;353;27;50;2,540
3236;;;;;0
3325;305;353;37;59;2,153
3413;;;;;0
3503;290;335;22;35;4,143
3592;286;333;22;36;4,083
3684;279;330;22;32;4,688
3769;271;331;19;35;4,257
3864;266;331;21;37;4,027
3955;257;336;25;40;3,600
4047;251;339;23;47;3,000
4139;249;349;22;57;2,298
4233;244;349;19;43;3,047
4324;240;356;21;40;3,100
4422;238;367;25;39;2,897
4512;234;371;27;35;3,114
4600;234;382;27;35;2,800
4696;233;389;27;36;2,528
4785;233;397;30;42;1,976
4876;235;408;29;44;1,636
4964;236;414;30;42;1,571
5055;237;427;33;38;1,395
5152;241;433;36;39;1,205
5243;247;444;31;44;0,818
5329;250;444;36;42;0,857
5420;254;450;37;47;0,638
5508;258;451;40;49;0,592
5590;264;451;39;43;0,674
5678;273;448;31;41;0,780
5767;277;445;38;42;0,833
5856;284;443;33;42;0,881
5948;289;441;40;44;0,886
6036;293;434;44;40;1,150
6128;296;428;44;39;1,333
6220;316;421;27;40;1,475
6313;322;407;29;46;1,587
6401;327;403;34;46;1,674
6492;327;397;25;41;2,024
6581;335;385;37;44;2,159
6664;;;;;0
6753;;;;;0
6847;350;369;42;48;2,312
6936;355;361;39;41;2,902
7028;358;353;37;41;3,098
7122;362;344;35;41;3,317
7215;363;335;34;39;3,718
7300;363;324;34;42;3,714
7398;360;318;32;44;3,682
7490;353;311;34;42;4,024
7580;347;300;33;45;4,000
7665;341;297;31;44;4,159
7753;330;288;29;45;4,267
7840;319;280;28;45;4,444
7920;304;277;29;46;4,413
8010;295;272;24;47;4,426
8092;284;271;24;50;4,180
8179;269;269;22;48;4,396
8268;251;267;26;48;4,438
8360;242;269;27;50;4,220
8450;227;272;26;52;4,000
8535;212;275;30;50;4,100
8629;203;278;25;51;3,961
8722;193;283;28;50;3,940
8812;185;291;30;48;3,938
8901;179;295;35;50;3,700
8997;175;301;36;49;3,653
9091;172;309;33;47;3,638
9178;173;317;32;50;3,260
9262;174;322;37;47;3,362
9355;176;331;37;46;3,239
9442;182;338;42;49;2,898
9534;188;345;37;47;2,872
9631;191;350;40;49;2,653
9722;197;360;40;46;2,609
9813;205;365;46;47;2,447
9902;213;372;43;46;2,348
9992;225;377;62;49;2,102
10084;231;382;56;44;2,227
10175;238;386;52;48;1,958
10269;243;390;49;47;1,915
10360;254;393;57;52;1,673
10449;263;394;59;53;1,623
10535;278;396;61;58;1,448
10631;284;393;60;59;1,475
10727;298;386;49;70;1,343
10823;301;392;56;64;1,375
10912;300;385;85;79;1,203
11001;325;391;48;58;1,534
11095;329;391;40;54;1,648
11187;300;383;111;77;1,260
11277;331;381;47;63;1,571
11362;314;376;90;63;1,651
11457;305;376;114;65;1,600
11547;338;373;36;60;1,783
11635;304;369;123;67;1,657
11727;338;364;49;61;1,902
11820;344;359;45;61;1,984
11910;347;356;47;63;1,968
11991;350;355;48;66;1,894
12092;350;349;46;58;2,259
12186;350;347;50;62;2,145
12278;354;346;50;60;2,233
12362;359;344;52;59;2,305
12451;361;343;60;63;2,175
12535;365;344;56;64;2,125
12624;371;345;52;64;2,109
12714;378;344;46;66;2,061
12797;384;350;48;64;2,031
12896;390;350;48;69;1,884
12984;399;354;48;66;1,909
13066;412;357;46;68;1,809
13158;420;359;40;70;1,729
13256;433;364;41;68;1,706
13346;450;371;44;67;1,627
13430;457;375;47;72;1,458
13524;473;381;48;75;1,320
13621;487;386;45;82;1,146
13714;502;396;46;69;1,217
13806;509;397;55;79;1,051
13894;531;402;46;87;0,897
13981;;;;;0
14070;539;386;44;125;0,752
14148;538;387;49;128;0,727
14232;533;385;53;116;0,819
14325;521;377;76;117;0,880
14421;508;368;96;129;0,868
14512;477;364;122;144;0,806
14598;451;397;204;163;0,509
14691;393;411;164;130;0,531
14788;373;411;177;131;0,527
14882;352;417;146;121;0,521
14971;351;419;138;117;0,521
15066;347;414;152;129;0,512
15164;353;418;142;118;0,525
15256;351;418;147;122;0,508
15347;355;416;137;121;0,529
15437;352;415;137;123;0,528
15528;351;419;144;118;0,517
15620;355;449;131;57;0,544
15716;353;417;131;120;0,525
15805;352;417;140;120;0,525
15897;349;412;142;129;0,527
15985;356;448;128;58;0,552
16076;351;421;133;114;0,518
16159;357;419;131;117;0,521
16254;352;417;134;120;0,525
16346;352;418;135;118;0,525
16437;357;419;133;117;0,521
16533;353;419;135;116;0,526
16619;355;449;128;58;0,534
16712;355;448;128;57;0,561
16802;355;449;126;56;0,554
16894;355;449;127;57;0,544
16990;354;449;131;58;0,534
17084;355;446;132;64;0,531
17171;355;418;136;117;0,530
17265;354;418;136;120;0,517
17364;357;415;133;123;0,528
17458;353;415;135;125;0,520
17551;356;419;136;118;0,517
17642;354;416;135;122;0,525
17732;354;416;136;124;0,516
17822;357;416;133;124;0,516
17922;355;415;137;124;0,524
18016;355;416;138;123;0,520
18100;355;418;138;120;0,517
18194;353;418;138;119;0,521
18285;354;419;136;118;0,517
18376;355;418;131;120;0,517
18465;356;449;129;57;0,544
18556;353;415;139;124;0,524
18649;358;422;132;112;0,518
18737;357;430;130;95;0,526
