temps_ms;cx;cy;amplada;alcada
28332;;;;
28430;290;252;67;124
28524;;;;
28622;;;;
28717;;;;
28812;;;;
28905;;;;
29001;;;;
29097;;;;
29196;;;;
29294;;;;
29390;;;;
29487;;;;
29587;;;;
29681;;;;
29806;;;;
29903;;;;
30009;;;;
30108;;;;
30205;;;;
30304;;;;
30404;;;;
30502;;;;
30603;;;;
30704;279;275;63;183
30804;;;;
30905;;;;
31001;;;;
31090;;;;
31187;;;;
31310;;;;
31408;;;;
31505;;;;
31606;;;;
31702;;;;
31796;;;;
31894;;;;
31989;;;;
32084;;;;
32178;;;;
32276;;;;
32365;;;;
32459;;;;
32553;;;;
32656;;;;
32784;;;;
32883;;;;
32981;;;;
33079;;;;
33189;;;;
33286;;;;
33381;;;;
33480;;;;
33575;;;;
33676;;;;
33780;;;;
33879;;;;
33979;;;;
34078;;;;
34182;;;;
34332;278;275;71;180
34432;;;;
34533;;;;
34628;;;;
34727;283;282;70;148
34823;281;269;68;169
34922;;;;
35025;;;;
35116;;;;
35215;282;277;78;169
35319;;;;
35419;282;273;71;168
35513;;;;
35611;283;277;70;176
35713;;;;
35881;279;275;82;176
35982;280;277;72;185
36079;;;;
36180;279;268;77;169
36283;;;;
36387;281;277;75;172
36488;281;271;72;161
36585;;;;
36678;;;;
36781;;;;
36914;;;;
37027;;;;
37145;;;;
37260;;;;
37369;;;;
37602;;;;
37743;285;283;78;157
37907;;;;
38045;284;291;70;137
38175;283;286;72;151
38281;;;;
38391;;;;
38502;;;;
38612;274;269;93;169
38714;286;273;61;166
38823;275;267;92;174
38926;;;;
39027;;;;
39129;;;;
39231;;;;
39370;284;270;79;161
39500;286;277;59;177
39600;;;;
39698;281;266;62;165
39798;286;266;68;167
39900;286;270;73;173
39995;285;271;70;177
40101;288;271;73;165
40197;286;270;78;171
40294;287;271;75;175
40397;286;272;78;170
40500;288;271;73;172
40599;287;270;72;168
