temps_ms;throttle;yaw;pitch;trim;estat;active_cam
62;36;64;64;64;0;0
102;36;64;64;64;0;0
142;37;64;64;64;0;0
183;38;64;64;64;0;0
223;39;64;64;64;0;0
265;39;64;64;64;0;0
307;40;64;64;64;0;0
390;42;64;64;64;0;0
446;43;64;64;64;0;0
488;43;64;64;64;0;0
534;44;64;64;64;0;0
581;45;64;64;64;0;0
628;46;64;64;64;0;0
677;47;64;64;64;0;0
719;47;64;64;64;0;0
768;48;64;64;64;0;0
813;49;64;64;64;0;0
860;50;64;64;64;0;0
908;51;64;64;64;0;0
953;52;64;64;64;0;0
1001;53;64;64;64;0;0
1044;53;64;64;64;0;0
1086;54;64;64;64;0;0
1128;55;64;64;64;0;0
1171;56;64;64;64;0;0
1214;56;64;64;64;0;0
1258;57;64;64;64;0;0
1300;58;64;64;64;0;0
1341;59;64;64;64;0;0
1387;60;64;64;64;0;0
1427;60;64;64;64;0;0
1468;61;64;64;64;0;0
1544;62;64;64;64;1;0
1586;75;64;64;64;1;0
1632;75;64;64;64;1;0
1672;75;64;64;64;1;0
1717;75;64;64;64;1;0
1759;75;64;64;64;1;0
1800;75;64;64;64;1;0
1847;75;64;64;64;1;0
1889;75;64;64;64;1;0
1931;75;64;64;64;1;0
1974;75;64;64;64;1;0
2016;75;64;64;64;1;0
2058;75;64;64;64;1;0
2099;75;64;64;64;1;0
2145;75;64;64;64;1;0
2185;75;64;64;64;1;0
2231;74;64;64;64;1;0
2273;73;64;64;64;1;0
2315;73;64;64;64;1;0
2356;73;64;64;64;1;0
2398;73;64;64;64;1;0
2439;73;64;64;64;1;0
2485;73;64;64;64;1;0
2526;73;64;64;64;1;0
2571;70;64;64;64;1;0
2615;70;64;64;64;1;0
2655;70;84;64;64;1;0
2698;70;84;64;64;1;0
2738;69;84;64;64;1;0
2780;69;84;64;64;1;0
2821;67;84;64;64;1;0
2861;67;64;64;64;1;0
2903;67;64;64;64;1;0
2949;66;64;64;64;1;0
2992;66;64;64;64;1;0
3034;65;64;64;64;1;0
3075;65;64;64;64;1;0
3121;62;64;64;64;1;0
3165;62;84;64;64;1;0
3210;60;84;64;64;1;0
3251;60;84;64;64;1;0
3296;60;84;64;64;1;0
3341;60;84;64;64;1;0
3384;59;64;64;64;1;0
3424;59;64;64;64;1;0
3466;60;64;64;64;1;0
3507;60;64;64;64;1;0
3549;61;64;64;64;1;0
3594;61;64;64;64;1;0
3635;61;64;64;64;1;0
3676;58;84;64;64;1;0
3721;58;84;64;64;1;0
3767;60;84;64;64;1;0
3809;60;84;64;64;1;0
3852;59;84;64;64;1;0
3893;59;64;64;64;1;0
3934;59;64;64;64;1;0
3975;59;64;64;64;1;0
4015;60;64;64;64;1;0
4056;60;64;64;64;1;0
4097;60;64;64;64;1;0
4141;60;64;64;64;1;0
4182;60;84;64;64;1;0
4225;59;84;64;64;1;0
4267;59;84;64;64;1;0
4307;61;84;64;64;1;0
4401;64;64;64;64;1;1
4447;64;64;64;64;1;1
4492;64;64;64;64;1;1
4535;64;64;64;64;1;1
4579;66;64;64;64;1;1
4621;66;64;64;64;1;1
4661;67;64;64;64;1;1
4707;67;64;64;64;1;1
4747;68;84;64;64;1;1
4792;68;84;64;64;1;1
4832;68;84;64;64;1;1
4872;68;84;64;64;1;1
4917;68;64;64;64;1;1
4958;68;64;64;64;1;1
4999;68;64;64;64;1;1
5042;68;64;64;64;1;1
5087;68;64;64;64;1;1
5132;69;64;64;64;1;1
5175;69;64;64;64;1;1
5219;71;64;64;64;1;1
5259;71;64;64;64;1;1
5304;73;64;64;64;1;1
5344;73;64;64;64;1;1
5384;73;64;64;64;1;1
5430;71;64;64;64;1;1
5472;71;64;64;64;1;1
5518;76;64;64;64;1;1
5559;76;64;64;64;1;1
5600;76;64;64;64;1;1
5640;76;64;64;64;1;1
5683;76;64;64;64;1;1
5728;75;64;64;64;1;1
5768;75;64;64;64;1;1
5811;77;64;64;64;1;1
5853;77;64;64;64;1;1
5894;77;64;64;64;1;1
5935;77;64;64;64;1;1
5976;77;64;64;64;1;1
6020;77;64;64;64;1;1
6068;77;64;64;64;1;1
6114;77;64;64;64;1;1
6155;77;44;64;64;1;1
6201;77;44;64;64;1;1
6241;77;44;64;64;1;1
6286;77;44;64;64;1;1
6329;77;44;64;64;1;1
6374;77;64;64;64;1;1
6417;77;64;64;64;1;1
6458;77;64;64;64;1;1
6501;77;64;64;64;1;1
6546;69;64;64;64;1;1
6591;69;64;64;64;1;1
6632;69;64;64;64;1;1
6672;69;44;64;64;1;1
6714;69;44;64;64;1;1
6760;70;44;64;64;1;1
6802;70;44;64;64;1;1
6848;69;44;64;64;1;1
6889;69;64;64;64;1;1
6931;68;64;64;64;1;1
6974;68;64;64;64;1;1
7016;67;64;64;64;1;1
7059;67;64;64;64;1;1
7099;67;64;64;64;1;1
7141;65;64;64;64;1;1
