temps_ms;cx;cy;amplada;alcada;ratio
363;;;;;0
576;;;;;0
704;;;;;0
828;;;;;0
936;334;367;21;35;3,229
1055;335;366;23;35;3,257
1156;334;367;23;36;3,139
1245;334;367;21;36;3,139
1339;333;370;21;39;2,821
1433;334;368;24;39;2,872
1517;332;367;19;37;3,054
1609;333;369;25;41;2,707
1693;333;368;22;38;2,947
1777;332;367;21;35;3,229
1865;333;366;22;32;3,562
1953;332;366;22;36;3,167
2043;;;;;0
2132;;;;;0
2219;;;;;0
2310;;;;;0
2400;;;;;0
2488;;;;;0
2582;;;;;0
2669;;;;;0
2762;;;;;0
2849;292;331;18;29;5,138
2948;287;326;21;32;4,812
3041;;;;;0
3132;;;;;0
3215;275;306;20;30;5,800
3309;271;299;19;30;6,033
3403;265;292;17;31;6,065
3493;266;288;15;30;6,400
3581;263;283;19;30;6,567
3674;258;277;22;33;6,152
3768;256;275;24;35;5,857
3859;257;273;21;35;5,914
3954;256;272;23;33;6,303
4042;;;;;0
4135;;;;;0
4222;253;276;31;34;6,000
4313;254;279;30;34;5,912
4409;255;283;27;32;6,156
4497;258;286;26;32;6,062
4577;257;290;31;31;6,129
4670;260;297;30;34;5,382
4759;261;301;32;34;5,265
4849;262;305;31;35;5,000
4945;266;312;30;35;4,800
5036;269;319;29;34;4,735
5132;269;324;27;33;4,727
5219;272;327;34;33;4,636
5314;274;335;35;38;3,816
5410;279;341;30;44;3,159
5508;277;340;37;36;3,889
5609;282;352;32;55;2,327
5705;285;357;31;54;2,278
5800;286;357;29;48;2,562
5891;289;362;29;57;2,070
5985;294;363;26;55;2,127
6081;299;364;29;59;1,966
6181;;;;;0
6274;;;;;0
6368;303;355;31;57;2,193
6464;;;;;0
6551;;;;;0
6647;313;328;31;34;4,471
6742;320;326;21;33;4,667
6843;321;318;29;37;4,378
6941;323;311;37;38;4,447
7031;326;302;37;37;4,811
7119;331;294;36;36;5,167
7213;339;282;34;35;5,657
7307;341;279;33;36;5,583
7402;342;272;36;35;5,943
7494;345;270;34;38;5,526
7580;350;262;30;37;5,892
7674;351;259;30;37;5,973
7773;354;258;25;36;6,167
7863;357;251;25;35;6,543
7953;357;248;27;39;5,949
8042;358;247;25;37;6,297
8133;359;245;22;37;6,351
8218;358;243;21;39;6,077
8317;356;243;20;37;6,405
8411;356;244;20;35;6,743
8504;351;244;21;41;5,756
8598;349;246;19;38;6,158
8683;341;248;23;39;5,949
8777;336;252;22;38;6,000
8876;331;254;21;41;5,512
8974;324;257;21;42;5,310
9068;315;266;18;40;5,350
9158;311;270;17;42;5,000
9246;298;277;21;40;5,075
9343;291;282;22;37;5,351
9439;284;288;20;40;4,800
9531;278;295;22;39;4,744
9613;268;300;23;39;4,615
9707;262;309;21;40;4,275
9799;257;315;23;45;3,667
9894;254;321;22;43;3,698
9993;249;327;25;43;3,558
10084;247;332;24;43;3,442
10177;244;339;24;44;3,205
10266;242;343;25;43;3,186
10353;241;346;26;43;3,116
10447;240;351;25;46;2,804
10543;241;353;25;44;2,886
10637;242;356;25;42;2,952
10734;243;358;31;48;2,542
10819;244;358;34;45;2,711
10917;244;359;32;43;2,814
11008;249;358;35;45;2,711
11103;251;357;31;48;2,562
11196;252;356;34;45;2,756
11285;253;353;36;46;2,761
11381;255;350;36;47;2,766
11477;253;345;39;47;2,872
11573;253;343;37;48;2,854
11663;254;335;39;49;2,959
11756;252;332;43;48;3,083
11850;250;325;47;50;3,100
11940;248;321;49;50;3,180
12032;247;313;48;50;3,340
12118;241;304;47;50;3,520
12213;236;295;43;53;3,491
12310;230;288;46;46;4,174
12400;224;278;43;48;4,208
12488;215;275;46;54;3,796
12581;206;269;47;50;4,220
12678;196;258;41;51;4,353
12767;194;256;44;58;3,862
12865;185;251;50;55;4,164
12971;175;244;48;55;4,291
13073;168;241;46;57;4,193
13171;161;237;45;54;4,500
13268;156;233;48;55;4,491
13368;152;232;44;56;4,429
13453;148;232;45;58;4,276
13547;147;230;47;57;4,386
13635;146;231;47;58;4,293
13731;148;231;45;57;4,368
13821;149;231;43;59;4,220
13911;151;232;45;59;4,203
13997;156;232;47;57;4,351
14085;159;234;42;56;4,393
14180;163;236;46;57;4,281
14274;170;235;45;62;3,952
14365;172;238;47;60;4,033
14448;179;240;48;61;3,934
14545;183;241;45;60;3,983
14638;191;243;48;67;3,537
14731;193;242;47;63;3,778
14816;198;241;53;68;3,515
14914;203;241;52;72;3,319
15011;205;238;49;66;3,667
15108;205;236;55;69;3,536
15201;206;235;49;65;3,769
15297;204;234;52;74;3,324
15385;202;229;51;77;3,260
15479;199;228;53;75;3,360
15576;197;226;54;77;3,299
15668;192;225;59;89;2,865
15757;187;219;53;85;3,071
15849;179;212;52;87;3,080
15943;173;210;49;82;3,293
16040;168;206;49;82;3,341
16132;160;200;50;83;3,373
16223;153;197;54;84;3,369
16321;144;191;51;81;3,568
16423;140;188;46;82;3,561
16519;132;187;48;87;3,368
16616;125;179;48;86;3,500
16711;120;177;46;87;3,483
16811;116;172;47;94;3,277
16908;112;171;52;102;3,029
17004;106;167;47;87;3,598
17096;102;161;45;100;3,190
17184;100;156;40;114;2,842
17280;97;159;41;103;3,117
17381;101;147;43;109;3,055
17474;94;145;28;111;3,018
17563;93;146;27;114;2,930
17648;;;;;0
17737;;;;;0
17832;;;;;0
17921;;;;;0
18011;;;;;0
18108;;;;;0
18204;;;;;0
18294;;;;;0
18377;;;;;0
18470;;;;;0
18567;;;;;0
18649;;;;;0
18739;;;;;0
18830;;;;;0
18917;;;;;0
19014;;;;;0
19108;;;;;0
19211;;;;;0
19307;;;;;0
19411;;;;;0
19508;;;;;0
19606;;;;;0
19699;;;;;0
19787;;;;;0
19885;;;;;0
19978;;;;;0
20068;;;;;0
20165;;;;;0
20254;;;;;0
20357;;;;;0
20450;;;;;0
20544;;;;;0
20645;;;;;0
20738;;;;;0
20831;;;;;0
20921;;;;;0
21017;;;;;0
21117;;;;;0
21207;;;;;0
21312;;;;;0
21407;;;;;0
21510;293;375;27;32;3,281
21604;;;;;0
21703;;;;;0
21792;;;;;0
