temps_ms;cx;cy;amplada;alcada;ratio
9956;373;206;30;48;5,708
10051;371;204;29;47;5,872
10143;368;205;28;44;6,250
10231;364;202;23;42;6,619
10328;359;205;27;45;6,111
10427;353;206;21;43;6,372
10528;351;209;17;39;6,949
10621;345;210;21;43;6,279
10716;341;211;23;43;6,256
10810;334;215;19;45;5,889
10900;330;217;21;42;6,262
10991;324;223;23;40;6,425
11080;320;228;24;40;6,300
11171;318;233;22;44;5,614
11258;312;239;20;42;5,738
11352;311;241;22;44;5,432
11441;307;248;18;41;5,659
11528;303;255;21;45;5,000
11635;300;258;21;43;5,163
11735;296;265;21;41;5,244
11830;292;276;20;43;4,744
11922;288;280;22;40;5,000
12013;283;284;21;42;4,667
12108;;;;;0
12195;274;297;23;45;4,067
12289;271;301;24;45;3,978
12381;269;304;22;47;3,745
12473;262;309;21;45;3,800
12561;256;313;27;49;3,408
12655;249;317;26;52;3,135
12747;242;318;27;51;3,176
12841;234;322;27;50;3,160
12932;224;323;28;53;2,962
13026;216;326;25;52;2,962
13115;210;325;29;50;3,100
13208;199;325;31;50;3,100
13296;190;324;29;55;2,836
13392;185;326;31;54;2,852
13484;179;325;32;52;2,981
13579;173;320;31;49;3,265
13674;169;316;32;50;3,280
13761;165;314;33;46;3,609
13859;164;310;30;48;3,542
13952;161;306;33;50;3,480
14043;163;303;33;46;3,848
14136;167;296;34;47;3,915
14224;168;291;34;47;4,021
14317;172;288;38;48;4,000
14416;178;283;39;52;3,788
14504;181;279;42;49;4,102
14592;188;274;41;51;4,039
14687;195;269;44;50;4,220
14778;201;264;49;48;4,500
14867;211;259;52;48;4,604
14955;223;255;49;46;4,891
15051;228;252;58;50;4,560
15144;242;243;54;50;4,740
15244;249;241;58;49;4,878
15335;259;233;55;49;5,041
15428;268;228;59;50;5,040
15521;275;226;59;52;4,885
15618;283;223;64;52;4,942
15713;290;217;65;55;4,782
15810;293;213;65;56;4,768
15906;300;210;59;55;4,909
15994;302;207;52;59;4,627
16085;301;207;55;64;4,266
16175;300;201;55;62;4,500
16261;296;200;56;62;4,516
16354;291;200;55;63;4,444
16449;285;198;51;63;4,476
16542;277;198;43;67;4,209
16629;267;199;42;67;4,194
16717;255;200;43;67;4,179
16813;248;202;44;74;3,757
16909;239;205;38;71;3,873
17003;229;208;33;74;3,676
17094;221;211;32;72;3,736
17184;212;213;33;74;3,608
17280;204;215;35;79;3,354
17366;199;220;34;73;3,562
17454;195;229;31;61;4,115
17546;192;230;38;65;3,846
17642;190;233;34;64;3,859
17730;191;235;36;66;3,712
17820;192;238;37;64;3,781
17909;196;237;37;67;3,627
17995;199;241;43;66;3,621
18087;204;242;46;64;3,719
18182;212;244;44;64;3,688
18280;219;245;45;64;3,672
18373;228;246;49;65;3,600
18458;238;246;54;65;3,600
18553;243;245;58;65;3,615
18646;252;245;67;61;3,852
18737;266;243;68;61;3,885
18829;277;241;72;63;3,794
18919;287;237;73;63;3,857
19014;294;236;82;64;3,812
19102;306;231;81;65;3,831
19187;319;223;82;69;3,725
19280;322;222;90;70;3,686
19374;330;215;89;73;3,630
19465;342;206;81;74;3,703
19560;342;200;83;75;3,733
19654;342;186;84;78;3,769
19742;335;180;92;86;3,488
19834;328;168;89;96;3,250
19926;315;154;78;93;3,505
20018;301;146;75;106;3,151
20109;276;131;74;113;3,088
20200;245;123;68;125;2,856
20291;207;108;66;135;2,756
20376;179;105;65;138;2,717
20471;127;95;69;144;2,674
20546;;;;;0
20640;;;;;0
20730;;;;;0
20825;;;;;0
20916;;;;;0
21012;;;;;0
21102;;;;;0
21189;;;;;0
21285;;;;;0
21376;;;;;0
21465;;;;;0
21563;;;;;0
21658;;;;;0
21753;;;;;0
21850;;;;;0
21940;;;;;0
22030;;;;;0
22123;;;;;0
22218;;;;;0
22309;;;;;0
22397;;;;;0
22491;;;;;0
22585;;;;;0
22679;;;;;0
22774;;;;;0
22864;;;;;0
22959;;;;;0
23059;;;;;0
23154;;;;;0
23247;;;;;0
23336;;;;;0
23430;;;;;0
23520;;;;;0
23621;;;;;0
23716;;;;;0
23809;;;;;0
23900;;;;;0
23991;;;;;0
24086;;;;;0
24178;;;;;0
24273;;;;;0
24361;;;;;0
24458;;;;;0
24549;;;;;0
24641;;;;;0
24727;;;;;0
24825;;;;;0
24921;;;;;0
25003;;;;;0
