temps_ms;cx;cy;amplada;alcada;ratio
1476;317;416;126;123;0,520
1711;317;416;123;124;0,516
1836;315;417;122;122;0,516
1955;331;419;66;123;0,496
2067;329;420;64;124;0,484
2176;330;417;85;120;0,525
2289;331;421;63;121;0,488
2400;331;420;62;122;0,492
2492;333;417;77;120;0,525
2586;336;419;65;120;0,508
2668;343;416;70;128;0,500
2761;348;415;67;129;0,504
2852;362;412;86;132;0,515
2936;374;410;86;135;0,519
3050;391;412;99;126;0,540
3143;406;402;103;138;0,565
3234;424;399;100;132;0,614
3324;439;388;93;130;0,708
3421;452;391;89;120;0,742
3510;460;383;87;127;0,764
3597;469;370;79;120;0,917
3691;480;354;79;115;1,096
3782;485;335;60;105;1,381
3871;490;305;53;81;2,160
3963;505;284;50;94;2,085
4066;515;270;51;68;3,088
4163;;;;;0
4256;;;;;0
4346;;;;;0
4433;;;;;0
4528;;;;;0
4619;;;;;0
4706;;;;;0
4804;;;;;0
4900;;;;;0
4995;;;;;0
5088;;;;;0
5176;;;;;0
5267;;;;;0
5355;;;;;0
5445;;;;;0
5533;;;;;0
5629;539;53;41;82;5,207
5723;534;46;52;77;5,636
5817;522;45;71;87;5,000
5903;509;48;62;67;6,448
5992;496;49;78;60;7,183
6085;488;47;94;67;6,463
6165;477;48;109;66;6,545
6256;462;56;103;62;6,839
6347;424;60;63;64;6,562
6436;414;63;54;63;6,619
6528;418;77;97;61;6,607
6620;406;87;102;64;6,141
6710;396;94;94;65;5,938
6796;388;108;98;62;6,000
6892;379;124;88;56;6,357
6984;352;140;46;54;6,296
7076;336;159;71;54;5,944
7165;344;171;60;54;5,722
7255;353;185;76;59;5,000
7349;337;198;40;59;4,780
7431;337;222;37;51;5,059
7520;335;237;36;52;4,673
7613;334;248;39;58;4,000
7704;333;250;38;55;4,182
7795;333;256;39;66;3,394
7884;336;258;46;83;2,675
7967;342;262;73;114;1,912
8064;336;294;39;55;3,382
8149;337;297;35;58;3,155
8236;335;312;28;50;3,360
8327;337;308;38;56;3,071
8421;333;315;28;53;3,113
8516;333;317;30;53;3,075
8603;332;320;29;48;3,333
8693;332;321;30;52;3,058
8785;332;320;33;52;3,077
8871;330;321;25;47;3,383
8966;329;319;25;52;3,096
9053;328;317;21;47;3,468
9146;329;312;21;47;3,574
9233;328;276;33;118;1,729
9333;;;;;0
9424;330;304;23;43;4,093
9519;;;;;0
9617;;;;;0
9708;332;261;41;97;2,258
9800;;;;;0
9893;;;;;0
9986;;;;;0
10075;336;255;44;65;3,462
10159;;;;;0
10249;;;;;0
10333;;;;;0
10424;;;;;0
10516;373;239;28;51;4,725
10600;;;;;0
10697;;;;;0
10788;;;;;0
10881;397;209;17;35;7,743
10968;401;205;23;35;7,857
11061;408;201;20;35;7,971
11156;416;195;32;38;7,500
11250;418;191;30;37;7,811
11337;423;189;27;38;7,658
11436;427;188;30;37;7,892
11531;429;188;31;36;8,111
11623;435;188;35;36;8,111
11711;435;190;29;34;8,529
11798;437;190;28;35;8,286
11890;;;;;0
11977;438;192;35;35;8,229
12065;440;194;39;38;7,526
12155;437;196;41;38;7,474
12251;436;199;39;39;7,205
12338;433;200;45;39;7,179
12431;432;207;45;41;6,659
12520;429;207;44;34;8,029
12610;419;213;33;31;8,613
12694;408;214;23;33;8,061
12787;405;215;25;35;7,571
12884;;;;;0
12972;;;;;0
13065;;;;;0
13153;;;;;0
13244;;;;;0
13327;378;240;22;41;5,854
13418;377;242;28;33;7,212
13508;377;243;30;33;7,182
13601;372;245;31;33;7,121
13697;373;246;32;34;6,882
13786;372;246;31;35;6,686
13881;371;248;33;36;6,444
13967;371;249;33;40;5,775
14062;372;249;33;37;6,243
14161;;;;;0
14257;;;;;0
14348;373;255;29;52;4,327
14439;375;257;31;52;4,288
14527;375;257;31;51;4,373
14618;374;255;33;51;4,412
14704;375;255;30;51;4,412
14797;375;255;33;49;4,592
14893;375;255;31;48;4,688
14982;;;;;0
15071;375;256;32;50;4,480
15170;376;255;28;50;4,500
15268;375;254;31;47;4,809
15356;375;254;24;38;5,947
15447;374;251;28;40;5,725
15529;;;;;0
15624;;;;;0
15717;;;;;0
15802;;;;;0
15890;;;;;0
15984;;;;;0
16071;;;;;0
16164;;;;;0
16254;;;;;0
16351;333;245;29;55;4,273
16438;332;247;25;51;4,569
16537;333;245;26;55;4,273
16628;331;248;27;60;3,867
16721;330;249;27;58;3,983
16817;331;250;28;64;3,594
16906;333;243;26;49;4,837
16999;332;246;26;50;4,680
17088;;;;;0
17179;335;244;20;46;5,130
17275;336;240;21;37;6,486
17376;;;;;0
17472;;;;;0
17563;;;;;0
17660;;;;;0
17751;;;;;0
17834;;;;;0
17926;;;;;0
18017;;;;;0
18104;;;;;0
18192;;;;;0
18284;;;;;0
18374;;;;;0
18465;;;;;0
18566;;;;;0
18653;;;;;0
18745;;;;;0
18837;;;;;0
18931;;;;;0
19021;;;;;0
19114;;;;;0
19202;;;;;0
19293;;;;;0
19383;;;;;0
19467;;;;;0
19557;;;;;0
19654;;;;;0
19748;;;;;0
19832;;;;;0
19922;;;;;0
20013;;;;;0
20103;;;;;0
20194;;;;;0
20286;;;;;0
20378;;;;;0
20464;;;;;0
20555;;;;;0
20647;;;;;0
20730;;;;;0
20823;;;;;0
20916;;;;;0
21006;;;;;0
21100;;;;;0
21191;;;;;0
21282;;;;;0
21369;;;;;0
21462;;;;;0
21551;;;;;0
21638;;;;;0
21730;;;;;0
21823;;;;;0
21912;;;;;0
22001;;;;;0
22093;;;;;0
22191;;;;;0
22282;;;;;0
22374;;;;;0
22465;;;;;0
22557;;;;;0
22646;;;;;0
22729;;;;;0
22822;;;;;0
22915;;;;;0
23005;;;;;0
23098;;;;;0
23185;;;;;0
23276;;;;;0
23362;;;;;0
