temps_ms;cx;cy;amplada;alcada;ratio
1372;282;414;182;130;0,508
1565;288;413;196;134;0,500
1687;311;411;232;132;0,523
1789;334;407;78;139;0,525
1884;334;413;69;128;0,523
1985;335;412;71;131;0,519
2076;335;414;65;129;0,512
2163;334;412;73;129;0,527
2256;336;411;74;131;0,527
2351;337;411;75;131;0,527
2443;339;412;76;131;0,519
2537;340;412;72;131;0,519
2639;345;411;76;133;0,519
2740;348;412;85;130;0,523
2817;355;412;90;132;0,515
2909;362;410;90;136;0,515
2996;368;408;101;137;0,526
3084;378;406;112;141;0,525
3180;384;405;113;143;0,524
3273;396;395;110;147;0,578
3363;397;382;105;147;0,667
3451;403;367;96;154;0,734
3542;410;346;97;160;0,838
3639;418;318;89;150;1,080
3736;431;286;89;134;1,448
3823;435;241;79;111;2,153
3921;452;217;84;110;2,391
4019;462;208;90;138;1,971
4112;478;141;86;88;3,852
4208;490;106;83;74;5,054
4301;501;79;90;91;4,407
4387;510;52;98;93;4,602
4485;516;34;83;67;6,657
4577;516;20;64;41;11,220
4671;;;;;0
4766;;;;;0
4854;;;;;0
4943;;;;;0
5038;;;;;0
5131;;;;;0
5215;;;;;0
5305;;;;;0
5397;;;;;0
5486;;;;;0
5578;;;;;0
5669;;;;;0
5758;539;60;39;87;4,828
5852;;;;;0
5943;;;;;0
6035;525;197;53;66;4,288
6117;;;;;0
6210;;;;;0
6301;502;298;58;74;2,459
6389;496;336;53;62;2,323
6484;494;361;59;62;1,919
6577;506;385;102;72;1,319
6669;498;409;105;68;1,044
6759;488;432;109;68;0,706
6854;458;435;52;57;0,789
6945;;;;;0
7035;;;;;0
7124;;;;;0
7218;;;;;0
7312;;;;;0
7401;;;;;0
7492;;;;;0
7590;;;;;0
7682;;;;;0
7774;368;432;41;46;1,043
7871;361;422;35;47;1,234
7965;369;409;64;56;1,268
8050;352;397;35;57;1,456
8140;349;381;40;59;1,678
8232;356;369;61;57;1,947
8317;343;354;39;53;2,377
8410;341;339;35;62;2,274
8506;339;321;32;59;2,695
8601;342;313;38;59;2,831
8689;339;301;29;50;3,580
8785;;;;;0
8872;334;251;71;94;2,436
8964;339;252;52;66;3,455
9053;335;248;40;62;3,742
9149;339;244;48;53;4,453
9239;334;237;35;63;3,857
9331;333;237;41;76;3,197
9416;;;;;0
9508;332;220;50;118;2,203
9607;346;211;104;131;2,053
9698;;;;;0
9784;;;;;0
9881;;;;;0
9983;331;167;33;47;6,660
10074;;;;;0
10164;;;;;0
10249;;;;;0
10342;;;;;0
10435;;;;;0
10526;;;;;0
10612;;;;;0
10713;;;;;0
10811;;;;;0
10905;;;;;0
11004;;;;;0
11101;;;;;0
11190;;;;;0
11284;;;;;0
11377;;;;;0
11473;;;;;0
11570;;;;;0
11659;;;;;0
11747;;;;;0
11836;;;;;0
11924;;;;;0
12018;;;;;0
12108;402;293;33;36;5,194
12201;401;296;27;35;5,257
12286;398;301;25;37;4,838
12387;398;303;31;38;4,658
12478;;;;;0
12571;392;309;21;31;5,516
12665;;;;;0
12754;;;;;0
12849;;;;;0
12940;381;310;43;46;3,696
13038;379;308;40;46;3,739
13134;;;;;0
13221;375;297;40;55;3,327
13314;374;303;33;40;4,425
13404;373;300;37;38;4,737
13501;;;;;0
13590;;;;;0
13684;;;;;0
13776;;;;;0
13869;;;;;0
13959;;;;;0
14052;;;;;0
14145;;;;;0
14243;;;;;0
14334;;;;;0
14427;379;247;34;39;5,974
14522;;;;;0
14612;378;244;35;37;6,378
14709;380;243;34;35;6,771
14801;379;242;35;36;6,611
14887;;;;;0
14979;;;;;0
15069;;;;;0
15156;;;;;0
15248;;;;;0
15342;;;;;0
15437;;;;;0
15534;;;;;0
15618;;;;;0
15715;;;;;0
15809;;;;;0
15904;;;;;0
15991;333;243;31;62;3,823
16079;335;244;32;52;4,538
16176;;;;;0
16268;334;244;31;55;4,291
16351;332;244;30;57;4,140
16447;;;;;0
16540;332;243;32;60;3,950
16633;332;242;29;61;3,902
16719;;;;;0
16819;332;242;31;61;3,902
16910;;;;;0
17002;;;;;0
17088;;;;;0
17185;;;;;0
17276;;;;;0
17378;;;;;0
17472;;;;;0
17570;;;;;0
17661;;;;;0
17748;;;;;0
17832;;;;;0
17922;;;;;0
18014;;;;;0
18106;;;;;0
18197;;;;;0
18284;;;;;0
18377;;;;;0
18474;;;;;0
18568;;;;;0
18652;;;;;0
18748;;;;;0
18840;;;;;0
18929;;;;;0
19012;;;;;0
19108;;;;;0
19202;;;;;0
19285;;;;;0
19374;;;;;0
19467;;;;;0
19554;;;;;0
19645;;;;;0
19737;;;;;0
19837;;;;;0
19934;;;;;0
20021;333;244;29;65;3,631
20115;330;243;31;60;3,950
20206;;;;;0
20298;;;;;0
20383;;;;;0
20476;;;;;0
20570;;;;;0
20661;;;;;0
20751;;;;;0
20840;;;;;0
20931;;;;;0
21023;;;;;0
21115;;;;;0
21204;;;;;0
21299;;;;;0
21388;;;;;0
21483;;;;;0
21576;;;;;0
21664;;;;;0
21751;;;;;0
21845;;;;;0
21957;;;;;0
22052;;;;;0
22144;;;;;0
22236;;;;;0
22322;;;;;0
22410;;;;;0
22501;;;;;0
22589;;;;;0
22683;;;;;0
22778;;;;;0
22870;;;;;0
22960;;;;;0
23044;;;;;0
23140;;;;;0
23234;;;;;0
23320;;;;;0
23412;;;;;0
23504;;;;;0
23599;;;;;0
23688;;;;;0
23781;;;;;0
23873;;;;;0
23965;;;;;0
24054;;;;;0
24140;;;;;0
24237;;;;;0
24332;;;;;0
24418;;;;;0
24507;;;;;0
24599;;;;;0
24685;;;;;0
24785;;;;;0
24875;;;;;0
24962;;;;;0
