TEMPS;THROTTLE;YAW;PITCH;TRIM
6835;45;62;63;63
6885;45;62;63;63
6935;45;62;63;63
6985;45;62;63;63
7037;45;62;63;63
7087;46;62;63;63
7138;46;62;63;63
7189;47;62;63;63
7239;48;62;63;63
7290;49;62;63;63
7340;50;62;63;63
7391;51;62;63;63
7441;52;62;63;63
7491;54;62;63;63
7541;56;62;63;63
7591;58;62;63;63
7641;60;62;63;63
7691;62;62;63;63
7741;64;62;63;63
7791;65;62;63;63
7841;67;62;63;63
7891;69;62;63;63
7941;71;62;63;63
7992;74;62;63;63
8041;76;62;63;63
8091;79;62;63;63
8141;81;62;63;63
8191;82;62;63;63
8241;82;62;63;63
8291;82;62;63;63
8341;82;62;63;63
8391;83;62;63;63
8441;83;62;63;63
8493;83;62;63;63
8543;83;62;63;63
8593;84;62;63;63
8643;84;62;63;63
8694;84;62;63;63
8744;82;62;63;63
8795;75;62;63;63
8845;70;62;63;63
8895;69;62;63;63
8945;69;62;63;63
8995;68;62;62;63
9045;68;62;63;63
9096;67;62;63;63
9145;67;62;63;63
9195;66;85;62;63
9246;66;114;50;63
9297;66;114;50;63
9348;65;114;50;63
9400;65;93;50;63
9450;64;62;63;63
9500;64;62;63;63
9552;63;62;63;63
9604;63;62;63;63
9655;62;62;63;63
9705;62;62;63;63
9755;61;62;63;63
9805;61;62;63;63
9855;61;62;63;63
9905;61;62;63;63
9955;62;62;63;63
10005;63;62;63;63
10055;64;62;63;63
10106;64;62;63;63
10157;65;62;63;63
10207;65;62;63;63
10257;68;62;63;63
10307;73;62;63;63
10359;73;62;63;63
10409;73;62;63;63
10460;73;62;63;63
10510;73;62;63;63
10561;73;62;63;63
10612;73;62;63;63
10664;73;62;63;63
10714;73;62;63;63
10764;73;62;63;63
10815;73;62;63;63
10865;73;62;63;63
10916;73;62;63;63
10967;73;62;63;63
11020;73;62;63;63
11071;73;62;63;63
11121;73;62;63;63
11172;73;62;63;63
11227;73;62;63;63
11278;73;62;63;63
11327;73;62;63;63
11377;73;62;63;63
11428;73;62;63;63
11481;73;62;63;63
11532;73;62;63;63
11581;73;62;63;63
11631;73;62;63;63
11682;73;62;63;63
11733;73;62;63;63
11787;73;62;63;63
11838;74;62;63;63
11890;80;62;63;63
11940;88;62;63;63
11992;89;62;63;63
12042;89;62;63;63
12092;89;62;63;63
12142;89;62;63;63
12194;89;62;63;63
12244;89;62;63;63
12294;89;72;60;63
12345;89;114;60;63
12396;88;114;60;63
12447;88;63;63;63
12501;88;63;62;63
12552;85;63;62;63
12602;71;63;62;63
12652;66;63;62;63
12702;66;62;62;63
12752;65;62;62;63
12802;65;63;62;63
12855;65;63;62;63
12906;64;63;62;63
12958;64;63;62;63
13007;64;63;62;63
13058;64;62;62;63
13110;70;63;62;63
13160;78;63;62;63
13210;79;63;62;63
13262;79;63;62;63
13311;79;63;62;63
13361;79;63;62;63
13412;79;63;62;63
13462;79;63;62;63
13513;79;63;62;63
13564;79;63;62;63
13616;79;63;62;63
13671;79;63;62;63
13722;79;63;62;63
13772;79;63;62;63
13822;79;63;62;63
13872;77;63;62;63
13922;69;63;62;63
13972;57;62;62;63
14028;56;63;62;63
14078;56;63;62;63
14130;56;63;62;63
14179;56;63;62;63
14229;56;63;62;63
14280;56;63;62;63
14331;56;63;62;63
14382;61;62;62;63
14432;72;63;62;63
14482;76;63;62;63
14534;76;63;62;63
14584;76;63;62;63
14634;76;63;62;63
14687;76;62;62;63
14738;76;62;62;63
14788;76;63;62;63
14840;76;63;62;63
14890;76;64;62;63
14941;76;93;61;63
14992;76;114;51;63
15044;76;114;48;63
15095;76;99;35;63
15146;76;62;63;63
15197;76;62;63;63
15247;76;62;63;63
15298;76;62;63;63
15348;76;62;63;63
15402;76;62;63;63
15454;76;62;63;63
15505;76;62;63;63
15555;76;62;63;63
15606;76;62;63;63
15655;76;63;63;63
15706;76;63;63;63
15756;76;63;63;63
15806;76;63;63;63
15858;76;66;63;63
15910;76;97;49;63
15960;76;112;38;63
16010;76;97;26;63
16060;76;63;61;63
16110;76;62;63;63
16160;76;63;63;63
16210;76;63;63;63
16261;76;63;62;63
16311;76;62;63;63
16362;76;62;62;63
16414;76;62;62;63
16464;76;62;62;63
16518;76;63;62;63
16570;76;62;62;63
16622;76;63;62;63
16672;76;63;63;63
16722;76;62;62;63
16772;75;62;62;63
16823;68;62;62;63
16874;51;62;63;63
16926;47;62;63;63
16976;46;63;63;63
17028;46;62;63;63
17078;46;62;62;63
17128;45;62;62;63
17178;45;62;62;63
17228;44;62;62;63
17278;34;62;63;63
17328;18;62;63;63
17378;2;63;63;63
17430;0;63;63;63
17480;0;62;62;63
17530;0;62;62;63
17582;0;62;62;63
17632;0;62;62;63
17688;0;63;63;63
17738;0;62;63;63
17788;0;63;63;63
17838;0;63;62;63
17888;0;62;62;63
17938;0;62;62;63
17988;0;62;62;63
18038;0;62;62;63
18088;0;62;62;63
18138;0;63;63;63
18188;0;63;63;63
18238;0;63;63;63
18288;0;62;62;63
18338;0;62;62;63
18388;0;62;62;63
18438;0;62;63;63
18488;0;62;63;63
18538;0;63;63;63
18590;0;63;63;63
18640;0;63;62;63
18690;0;63;62;63
18740;0;62;62;63
18790;0;62;62;63
18841;0;62;62;63
18892;0;62;63;63
18942;0;62;63;63
18994;0;63;63;63
19044;0;62;62;63
19094;0;62;62;63
19146;0;62;62;63
19196;0;62;62;63
19246;0;62;62;63
19296;0;62;63;63
19346;0;62;63;63
19396;0;63;63;63
19446;0;63;63;63
19496;0;62;62;63
19549;0;62;62;63
19598;0;63;63;63
19648;0;62;62;63
19698;0;62;62;63
19750;0;63;63;63
19800;0;62;62;63
19850;0;63;63;63
19900;0;62;62;63
19951;0;62;62;63
20005;0;62;62;63
20056;0;62;62;63
20106;0;62;63;63
20158;0;62;63;63
20208;0;63;63;63
20258;0;63;63;63
20308;0;63;62;63
20358;0;62;62;63
20408;0;62;62;63
