temps_ms;cx;cy;amplada;alcada
255;;;;
479;;;;
582;;;;
684;;;;
786;;;;
884;;;;
990;;;;
1091;;;;
1194;;;;
1293;;;;
1394;;;;
1497;;;;
1595;;;;
1703;;;;
1801;;;;
1897;;;;
2063;;;;
2156;;;;
2249;;;;
2340;;;;
2426;;;;
2549;;;;
2704;;;;
2804;;;;
2914;;;;
3041;;;;
3175;;;;
3302;;;;
3426;;;;
3579;;;;
3731;;;;
3881;;;;
3978;;;;
4073;283;334;117;124
4169;290;334;113;127
4274;288;333;112;123
4379;;;;
4499;;;;
4604;;;;
4706;;;;
4801;;;;
4902;;;;
5001;;;;
5101;;;;
5204;;;;
5300;;;;
5451;;;;
5549;;;;
5641;;;;
5737;;;;
5827;;;;
5926;;;;
6029;;;;
6128;;;;
6226;;;;
6325;;;;
6420;;;;
6521;;;;
6618;;;;
6719;;;;
6812;;;;
6999;;;;
7102;;;;
7197;;;;
7295;;;;
7397;;;;
7494;;;;
7596;;;;
7696;;;;
7792;;;;
7886;;;;
7983;;;;
8089;;;;
8193;;;;
8285;;;;
8380;;;;
8505;;;;
8602;;;;
8699;;;;
8787;;;;
8889;;;;
8984;;;;
9087;;;;
9185;;;;
9285;;;;
9381;;;;
9475;;;;
9562;;;;
9661;;;;
9760;;;;
9860;;;;
9993;;;;
10089;;;;
10182;;;;
10281;;;;
10371;;;;
10465;;;;
10565;;;;
10670;;;;
10772;125;294;90;140
10878;;;;
10982;;;;
11084;;;;
11191;;;;
11295;;;;
11390;130;295;101;146
11520;;;;
11618;;;;
11713;;;;
11807;;;;
11897;;;;
11990;;;;
12087;;;;
12183;;;;
12285;;;;
12380;;;;
12487;;;;
12584;;;;
12690;;;;
12784;;;;
12883;;;;
13004;;;;
13102;;;;
13201;;;;
13300;;;;
13392;;;;
13484;;;;
13578;301;386;26;58
13678;;;;
13771;282;354;27;49
13866;;;;
13968;265;328;25;51
14064;251;313;27;49
14164;238;304;33;53
14259;225;299;39;52
14354;218;292;36;51
14481;211;285;34;53
14578;204;288;35;48
14681;202;288;37;50
14778;202;292;36;48
14877;203;298;35;49
14972;208;307;34;52
15058;209;312;33;48
15158;212;321;32;52
15260;216;329;35;54
15357;222;337;32;52
15454;231;345;30;46
15547;238;350;32;50
15647;247;358;32;47
15747;250;359;31;47
15854;261;365;30;57
16016;263;365;31;59
16119;272;368;28;50
16215;273;368;29;46
16311;275;368;32;46
16406;;;;
16498;;;;
16591;275;370;30;51
16686;271;370;31;54
16780;269;371;30;56
16878;265;368;31;60
16979;260;364;29;61
17079;252;357;35;63
17172;243;341;31;59
17261;233;331;40;62
17361;225;316;42;66
17492;215;298;41;64
17588;209;276;38;63
17686;203;261;37;59
17787;199;251;34;61
17885;197;246;36;63
17988;195;241;35;61
18091;195;239;35;61
18189;197;235;36;61
18288;199;232;34;63
18383;203;227;39;69
18483;211;221;34;65
18581;215;212;35;63
18676;220;206;33;67
18771;228;197;33;68
18866;236;185;34;71
18991;244;179;34;69
19087;255;172;35;70
19184;261;177;39;69
19286;267;185;37;75
19386;271;198;41;72
19481;271;204;42;76
19574;269;222;43;85
19661;266;228;38;77
19758;258;236;42;81
19857;243;253;66;89
19952;227;265;83;84
20046;214;276;85;86
20148;199;287;84;89
20250;187;301;72;97
20347;182;309;69;101
20543;165;321;59;89
20648;157;346;40;86
20749;;;;
20845;;;;
20946;113;392;67;137
21046;112;393;65;140
21144;112;394;65;136
21236;114;391;68;135
21333;119;396;77;136
21440;113;394;60;132
21540;134;394;105;159
21636;169;364;72;104
21735;186;355;81;111
21836;203;357;99;110
21937;225;376;112;118
22094;251;407;124;127
22199;291;429;145;96
22296;315;430;154;94
22399;318;432;140;95
22502;320;428;142;99
22600;316;433;153;92
22701;327;430;133;94
22788;310;420;170;115
22885;316;424;158;109
22987;318;427;154;103
23090;316;419;161;120
23193;317;425;150;106
23290;316;413;155;127
23393;317;414;156;130
23490;316;418;157;121
23632;318;414;155;127
23730;313;425;155;101
23825;317;428;155;99
23922;315;428;151;95
24021;311;426;165;102
24117;317;430;163;96
24217;314;425;161;102
24311;316;426;160;101
24407;317;428;154;97
24500;321;424;176;107
24601;313;427;161;101
24706;313;425;165;106
24807;313;427;166;101
24910;311;428;166;99
25033;313;428;159;98
25246;314;428;162;99
25365;313;428;158;100
25483;312;426;163;103
25676;313;428;166;100
25810;313;427;163;101
25950;313;423;161;110
26073;314;429;157;97
26211;316;430;156;94
26323;317;424;151;105
26423;315;419;157;113
26525;316;415;162;124
26625;314;413;163;128
26722;315;413;162;128
26832;316;412;154;128
26936;316;416;155;120
27071;314;412;158;130
27171;315;412;155;128
27269;314;412;163;130
27376;314;409;162;133
27491;313;409;167;135
27592;313;409;165;135
27694;313;412;162;129
27795;312;411;163;132
27898;314;410;158;131
28000;312;411;163;131
28101;315;410;162;134
28199;315;411;162;131
28300;317;411;161;131
28394;314;412;160;127
28490;316;413;169;128
