TEMPS;THROTTLE;YAW;PITCH;TRIM
9237;71;61;61;63
9287;73;61;61;63
9337;80;61;61;63
9387;83;61;61;63
9437;83;61;61;63
9488;83;61;61;63
9539;83;61;61;63
9589;83;61;61;63
9639;83;61;61;63
9691;83;61;61;63
9742;83;61;61;63
9791;83;61;61;63
9842;83;61;61;63
9892;83;61;61;63
9942;83;61;61;63
9994;83;61;61;63
10043;83;61;61;63
10094;83;61;61;63
10143;83;61;61;63
10194;83;61;61;63
10244;83;61;61;63
10294;83;61;61;63
10348;83;61;61;63
10398;83;61;61;63
10449;83;61;61;63
10499;83;65;61;63
10550;83;94;56;63
10601;83;107;55;63
10651;83;79;47;63
10702;83;62;63;63
10751;83;62;63;63
10801;83;62;63;63
10852;83;62;63;63
10903;83;62;63;63
10953;83;62;63;63
11003;83;62;63;63
11053;83;62;63;63
11105;83;62;63;63
11156;83;62;63;63
11207;83;62;63;63
11258;81;62;63;63
11309;75;62;63;63
11360;68;62;63;63
11410;66;62;63;63
11460;66;62;63;63
11511;65;62;63;63
11562;65;62;63;63
11611;64;62;63;63
11662;64;62;63;63
11712;63;62;63;63
11767;63;62;63;63
11818;62;62;63;63
11870;65;62;63;63
11920;71;62;63;63
11972;77;62;63;63
12024;78;62;63;63
12073;78;62;63;63
12124;77;62;63;63
12173;77;62;63;63
12224;77;62;63;63
12274;77;62;63;63
12324;77;62;63;63
12375;77;62;63;63
12425;77;62;63;63
12476;77;62;63;63
12526;76;62;63;63
12576;76;62;63;63
12626;76;62;63;63
12678;76;62;63;63
12730;76;62;63;63
12779;76;62;63;63
12830;76;62;63;63
12879;75;62;63;63
12930;75;62;63;63
12980;75;62;63;63
13030;75;62;63;63
13081;75;62;63;63
13131;75;62;63;63
13181;75;62;63;63
13231;75;62;63;63
13281;75;62;63;63
13332;76;62;63;63
13382;80;62;63;63
13432;84;62;63;63
13482;85;62;63;63
13534;85;62;63;63
13584;85;62;63;63
13638;85;62;63;63
13689;85;62;63;63
13740;86;62;63;63
13790;86;62;63;63
13842;86;62;63;63
13892;86;62;63;63
13942;86;62;63;63
13993;86;62;63;63
14044;86;62;63;63
14094;86;62;63;63
14146;87;62;63;63
14198;87;62;63;63
14250;87;62;63;63
14300;87;62;63;63
14351;87;62;63;63
14401;87;62;63;63
14451;87;62;63;63
14502;87;62;63;63
14552;88;62;63;63
14603;88;62;63;63
14654;88;62;63;63
14706;88;62;63;63
14755;88;62;63;63
14806;88;62;63;63
14856;88;62;63;63
14906;88;62;63;63
14956;89;66;61;63
15006;89;91;50;63
15056;89;114;43;63
15108;89;109;43;63
15160;89;63;62;63
15210;89;62;62;63
15262;89;62;62;63
15313;89;62;62;63
15365;90;62;62;63
15416;90;62;62;63
15466;90;62;62;63
15518;90;63;62;63
15570;90;62;62;63
15620;90;62;62;63
15669;90;62;63;63
15720;90;62;62;63
15770;91;62;62;63
15822;91;62;63;63
15874;91;62;63;63
15924;91;63;62;63
15976;91;62;62;63
16026;91;62;62;63
16076;91;62;62;63
16131;92;62;62;63
16180;92;62;62;63
16232;92;64;63;63
16283;92;79;59;63
16334;92;114;54;63
16384;92;110;54;63
16434;92;63;63;63
16486;92;62;63;63
16536;93;62;63;63
16588;93;62;63;63
16638;93;62;63;63
16688;92;62;63;63
16740;90;62;63;63
16793;85;63;63;63
16843;81;62;63;63
16894;80;62;63;63
16945;80;62;63;63
16996;79;62;63;63
17046;79;62;63;63
17096;78;62;63;63
17146;78;63;63;63
17200;77;63;63;63
17250;77;63;63;63
17300;76;62;63;63
17352;76;62;63;63
17402;75;62;63;63
17454;75;62;63;63
17506;74;62;63;63
17556;74;63;63;63
17608;73;63;63;63
17658;73;63;63;63
17710;72;63;63;63
17760;72;62;63;63
17810;71;62;63;63
17860;71;62;63;63
17910;70;67;61;63
17960;70;100;60;63
18012;69;111;60;63
18062;69;85;50;63
18114;68;62;63;63
18165;68;62;63;63
18216;67;62;63;63
18266;66;62;63;63
18318;66;62;63;63
18370;67;62;63;63
18421;69;63;63;63
18472;74;62;63;63
18524;75;62;63;63
18574;75;62;63;63
18624;75;62;63;63
18676;75;62;63;63
18726;75;62;63;63
18776;75;63;63;63
18826;75;62;63;63
18876;76;62;63;63
18926;78;63;63;63
18976;85;62;63;63
19026;88;62;63;63
19077;88;62;63;63
19128;88;62;63;63
19178;88;63;63;63
19228;88;62;63;63
19278;88;62;63;63
19330;88;62;63;63
19380;88;62;63;63
19430;89;62;63;63
19480;89;62;63;63
19530;89;62;63;63
19580;89;63;63;63
19630;89;63;63;63
19681;89;62;63;63
19732;89;62;63;63
19784;89;62;63;63
19834;89;62;63;63
19885;89;62;63;63
19934;89;62;63;63
19984;90;63;63;63
20034;90;62;63;63
20084;90;50;64;63
20134;90;23;63;63
20186;90;31;63;63
20236;90;61;63;63
20286;90;61;63;63
20338;90;61;63;63
20388;90;61;63;63
20438;90;61;63;63
20488;91;61;63;63
20538;91;61;63;63
20588;91;61;63;63
20638;91;54;64;63
20688;91;35;64;63
20738;91;34;64;63
20788;91;41;64;63
20840;91;60;64;63
20890;91;60;64;63
20940;91;60;64;63
20991;90;60;64;63
21042;87;61;64;63
21092;84;61;64;63
21142;83;61;64;63
21194;82;61;64;63
21246;82;60;64;63
21298;81;61;64;63
21348;81;61;64;63
21398;80;60;64;63
21448;80;68;63;63
21498;79;107;63;63
21550;79;114;63;63
21600;78;114;63;63
21650;78;91;57;63
21700;77;63;61;63
21750;77;63;61;63
21800;76;63;61;63
21850;76;63;61;63
21903;75;63;62;63
21953;75;63;62;63
22004;74;63;62;63
22054;74;63;62;63
22104;74;63;61;63
22156;80;63;61;63
22206;85;63;61;63
22256;85;63;62;63
22306;86;63;62;63
22356;86;63;62;63
22406;86;63;62;63
22456;86;63;61;63
22506;86;63;61;63
22556;86;61;62;63
22606;87;48;63;63
22656;87;15;63;63
22706;87;12;63;63
22756;87;12;63;63
22807;87;34;63;63
22857;87;60;63;63
22908;87;60;63;63
22958;87;60;63;63
23008;88;61;63;63
23058;88;61;63;63
23108;88;61;63;63
23161;88;61;63;63
23212;88;61;63;63
23264;88;61;63;63
23314;88;61;63;63
23364;88;61;63;63
23414;89;61;63;63
23464;89;61;63;63
23514;89;69;63;63
23564;89;112;62;63
23614;89;114;59;63
23664;89;114;59;63
23714;89;63;61;63
23764;89;63;62;63
23814;88;63;62;63
23864;82;63;62;63
23914;74;63;62;63
23964;72;63;62;63
24014;72;63;62;63
24064;71;63;62;63
24114;71;63;62;63
24164;70;63;62;63
24214;70;63;62;63
24264;69;63;62;63
24314;69;63;62;63
24364;70;63;62;63
24414;74;63;62;63
24464;79;63;62;63
24514;80;63;62;63
24564;80;63;62;63
24614;81;63;62;63
24664;81;63;62;63
24714;81;63;62;63
24764;81;63;62;63
24814;81;63;62;63
24865;81;63;62;63
24916;81;63;62;63
24966;81;63;62;63
25016;82;63;62;63
25066;82;63;62;63
25119;82;63;62;63
25170;82;63;62;63
25220;82;63;62;63
25270;82;63;62;63
25320;82;63;62;63
25370;82;63;62;63
25422;83;63;62;63
25476;83;63;62;63
25526;83;63;62;63
25576;83;66;62;63
25626;83;95;50;63
25678;83;113;42;63
25728;83;113;41;63
25778;84;92;39;63
25828;90;63;61;63
25878;97;63;61;63
25928;99;63;61;63
25978;99;63;61;63
26028;99;63;61;63
26078;99;63;61;63
26129;98;63;61;63
26178;98;63;61;63
26228;98;63;61;63
26278;98;63;61;63
26328;97;63;61;63
26378;86;63;61;63
26428;70;63;61;63
26478;61;63;61;63
26528;61;63;61;63
26578;60;63;61;63
26628;60;63;61;63
26678;60;63;61;63
26728;59;63;61;63
26778;59;63;61;63
26828;58;63;61;63
26878;58;65;62;63
26928;58;100;61;63
26978;57;114;58;63
27028;57;114;55;63
27078;57;114;51;63
27128;56;114;51;63
27178;55;74;52;63
27228;44;63;63;63
27278;28;62;63;63
27328;12;62;63;63
27378;0;62;63;63
27429;0;62;63;63
27478;0;62;63;63
27528;0;63;63;63
27578;0;63;63;63
27628;0;63;63;63
27678;0;63;63;63
27728;0;62;63;63
27778;0;62;63;63
27828;0;62;63;63
27878;0;62;63;63
27928;0;62;63;63
27978;0;62;63;63
28028;0;63;63;63
28078;0;62;63;63
28128;0;62;63;63
28178;0;62;63;63
28228;0;63;63;63
28278;0;62;63;63
28328;0;63;63;63
28378;0;63;63;63
28428;0;63;63;63
28478;0;62;63;63
28528;0;62;63;63
28578;0;62;63;63
28628;0;62;63;63
28678;0;63;63;63
28728;0;62;63;63
28778;0;63;63;63
28828;0;63;63;63
28878;0;62;63;63
28928;0;62;63;63
28979;0;62;63;63
29030;0;62;63;63
29080;0;62;63;63
29130;0;62;63;63
29180;0;63;63;63
29230;0;62;63;63
29280;0;62;63;63
29330;0;62;63;63
29380;0;62;63;63
29431;0;62;63;63
29482;0;63;63;63
29532;0;63;63;63
29582;0;63;63;63
29634;0;62;63;63
29684;0;62;63;63
29734;0;62;63;63
29784;0;62;63;63
29834;0;62;63;63
29884;0;62;63;63
29934;0;62;63;63
29984;0;63;63;63
30034;0;63;63;63
30084;0;62;63;63
30134;0;62;63;63
30184;0;62;63;63
