temps_ms;cx;cy;amplada;alcada
16359;315;392;227;171
16489;314;391;227;172
16595;319;392;232;169
16708;315;392;227;174
16804;314;392;230;172
16899;317;392;232;169
17001;316;392;233;171
17103;317;393;232;170
17201;296;411;159;131
17306;294;407;178;141
17402;329;411;89;132
17508;331;412;76;136
17604;328;415;63;129
17706;328;413;72;131
17806;326;416;71;131
17902;319;413;88;128
18032;324;414;65;131
18132;323;416;65;128
18230;322;419;65;120
18326;320;418;66;122
18419;318;415;59;125
18519;312;415;66;130
18618;303;418;67;120
18720;297;417;74;119
18829;293;417;68;124
18921;286;419;89;116
19016;274;418;76;121
19113;255;420;82;114
19208;245;418;103;120
19302;232;421;79;116
19397;216;417;88;121
19598;198;415;88;126
19692;148;393;135;172
19791;145;375;126;170
19897;144;366;128;177
20001;167;344;76;146
20104;141;363;125;197
20203;149;354;121;178
20303;183;346;67;125
20404;169;368;113;167
20507;179;370;109;145
20614;193;375;101;134
20729;217;374;91;124
20839;230;370;83;124
20938;242;370;78;133
21039;255;356;71;121
21210;269;348;69;110
21314;292;326;64;111
21411;305;323;59;101
21510;323;308;42;93
21611;332;304;44;98
21710;339;293;43;99
21809;345;284;44;98
21911;347;265;43;95
22016;348;254;44;100
22115;347;239;41;93
22214;340;224;36;84
22311;333;204;39;95
22411;324;191;42;100
22515;314;189;37;88
22616;305;192;40;90
22774;298;196;38;92
22873;291;215;40;91
22974;290;233;42;106
23079;291;231;46;118
23179;290;247;53;140
23282;291;294;42;76
23379;298;303;40;92
23479;300;321;35;81
23582;306;330;36;90
23678;309;346;34;73
23780;311;357;37;79
23883;311;370;35;80
23980;310;379;33;76
24079;310;391;34;75
24184;307;401;34;72
24331;301;411;31;68
24429;296;419;31;57
24526;292;424;30;46
24630;287;429;23;37
24724;286;430;22;35
24825;283;432;28;34
24921;;;;
25022;;;;
25121;;;;
25226;274;431;24;38
25327;273;430;19;44
25424;273;425;26;52
25526;274;416;28;55
25620;274;414;30;55
25720;277;405;28;57
25872;280;399;28;59
25970;291;382;25;58
26080;299;374;28;58
26185;308;368;25;57
26296;315;360;25;56
26391;323;348;25;53
26482;327;343;24;54
26574;331;329;29;60
26662;337;325;26;51
26762;339;316;27;52
26861;341;307;28;49
26958;346;298;26;48
27057;351;284;27;42
27161;353;276;21;45
27267;354;262;26;48
27416;357;250;33;51
27521;360;234;28;44
27620;363;217;35;46
27722;368;213;38;45
27818;;;;
27917;;;;
28015;;;;
28104;359;161;36;47
28200;359;156;37;45
28300;357;151;37;48
28397;356;148;37;47
28494;354;142;34;51
28597;354;140;34;51
28693;354;141;32;52
28793;353;143;34;50
28957;355;147;31;46
29061;356;152;39;44
29162;359;160;44;46
29262;359;166;46;52
29367;;;;
29471;358;190;32;39
29568;;;;
29666;;;;
29769;;;;
29877;355;239;30;33
29980;;;;
30080;348;259;34;40
30183;348;269;28;36
30285;;;;
30384;312;240;105;149
30507;;;;
30619;307;241;105;150
30720;304;240;107;150
30824;305;242;92;149
30918;304;242;87;149
31021;303;242;81;155
31121;327;280;21;46
31222;;;;
31328;305;229;59;119
31436;306;228;56;114
31528;303;230;52;112
31622;303;226;38;112
31714;;;;
31816;297;217;31;85
31911;;;;
32082;298;212;32;88
32190;;;;
32294;;;;
32393;;;;
32492;;;;
32592;;;;
32687;;;;
32780;;;;
32883;294;246;79;153
32990;;;;
33091;;;;
33189;327;208;21;32
33292;;;;
33395;;;;
33492;;;;
33621;;;;
33719;296;243;70;155
33828;295;246;79;159
33924;;;;
34023;;;;
34122;;;;
34221;294;247;63;158
34324;295;245;60;146
34424;294;243;69;153
34523;;;;
34620;;;;
34721;;;;
34819;;;;
34919;297;246;66;165
35020;;;;
35169;;;;
35273;;;;
35376;;;;
35480;;;;
35581;;;;
35679;;;;
35796;;;;
35908;;;;
36052;;;;
36178;;;;
36282;;;;
36391;;;;
36488;;;;
36596;300;244;84;152
36708;294;243;97;151
36841;302;243;87;152
36950;303;242;90;156
37046;303;242;88;154
37149;300;246;86;163
37253;;;;
37359;;;;
37462;;;;
37566;;;;
37670;;;;
37769;;;;
37876;;;;
37980;;;;
38086;;;;
38187;300;245;77;161
38289;297;242;81;151
38417;298;241;75;151
38518;299;241;76;151
38621;297;241;77;148
38716;298;241;76;149
38815;299;242;75;151
38914;300;239;76;147
39012;299;239;71;146
39115;299;240;75;151
39210;298;241;71;152
39320;299;242;74;153
39415;298;247;71;143
39514;297;240;76;151
39613;297;241;78;149
39714;299;239;77;147
39808;299;239;73;149
39932;293;239;91;144
40030;300;239;71;150
40136;299;239;74;150
40242;298;241;73;153
40352;298;241;73;150
40454;294;242;80;144
40558;293;240;84;142
40664;;;;
40759;299;242;71;155
40904;300;245;71;148
41040;300;241;73;147
41153;297;241;71;155
41279;298;241;75;151
41426;296;244;75;146
41581;300;243;74;155
41821;300;240;75;142
41988;296;240;75;151
42144;299;243;72;150
42266;298;241;80;151
42374;;;;
42491;;;;
42607;;;;
42715;293;199;42;89
42825;301;287;63;59
42936;299;247;69;141
43052;300;246;74;143
43159;297;243;73;151
43260;299;241;67;146
43366;;;;
43480;299;242;67;148
43630;303;287;56;55
43739;;;;
43837;;;;
43943;314;279;30;40
44057;299;235;67;148
44161;316;281;26;43
44271;300;238;66;148
44380;314;280;29;41
44487;300;237;68;150
44594;298;242;70;152
44697;;;;
44795;299;242;70;151
